scenario,run,species,latin,group,species_order,indicator,value
SSP5-8.5,22,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,mean_tl,2.53807708518519
SSP5-8.5,23,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,mean_tl,2.53564876296296
SSP5-8.5,24,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,mean_tl,2.53615310493827
SSP5-8.5,25,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,mean_tl,2.53548834938272
SSP5-8.5,26,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,mean_tl,2.54000102962963
SSP5-8.5,27,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,mean_tl,2.53734342098765
SSP5-8.5,28,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,mean_tl,2.54036137283951
SSP5-8.5,29,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,mean_tl,2.53575394197531
SSP5-8.5,30,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,mean_tl,2.53937509382716
SSP5-8.5,31,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,mean_tl,2.53597741358025
SSP5-8.5,32,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,mean_tl,2.53874685802469
SSP5-8.5,33,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,mean_tl,2.53614798395062
SSP5-8.5,34,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,mean_tl,2.53599876419753
SSP5-8.5,35,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,mean_tl,2.53557231728395
SSP5-8.5,36,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,mean_tl,2.53710647654321
SSP5-8.5,37,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,mean_tl,2.53866125061728
SSP5-8.5,38,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,mean_tl,2.53869008271605
SSP5-8.5,39,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,mean_tl,2.54002701111111
SSP5-8.5,40,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,mean_tl,2.53872689753086
SSP5-8.5,41,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,mean_tl,2.53937052469136
SSP5-8.5,42,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,mean_tl,2.53762610493827
SSP5-8.5,43,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,mean_tl,2.53820139382716
SSP5-8.5,44,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,mean_tl,2.53769962098765
SSP5-8.5,45,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,mean_tl,2.53715522716049
SSP5-8.5,46,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,mean_tl,2.53494211851852
SSP5-8.5,47,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,mean_tl,2.53760351111111
SSP5-8.5,48,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,mean_tl,2.54108157160494
SSP5-8.5,49,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,mean_tl,2.53684838395062
SSP5-8.5,50,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,mean_tl,2.53611598518519
SSP5-8.5,51,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,mean_tl,2.53874335679012
SSP5-8.5,52,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,mean_tl,2.53752619753086
SSP5-8.5,53,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,mean_tl,2.53925572716049
SSP5-8.5,54,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,mean_tl,2.53676792592593
SSP5-8.5,55,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,mean_tl,2.53756641111111
SSP5-8.5,56,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,mean_tl,2.53717559382716
SSP5-8.5,57,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,mean_tl,2.53570007283951
SSP5-8.5,58,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,mean_tl,2.53819080987654
SSP5-8.5,59,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,mean_tl,2.53541011728395
SSP5-8.5,60,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,mean_tl,2.53720177530864
SSP5-8.5,61,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,mean_tl,2.5382206617284
SSP5-8.5,62,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,mean_tl,2.5365609617284
SSP5-8.5,63,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,mean_tl,2.5372714654321
SSP5-8.5,64,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,mean_tl,2.53673977654321
SSP5-8.5,65,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,mean_tl,2.54117087901235
SSP5-8.5,66,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,mean_tl,2.53902015185185
SSP5-8.5,67,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,mean_tl,2.53758879506173
SSP5-8.5,68,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,mean_tl,2.53870199382716
SSP5-8.5,69,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,mean_tl,2.53773498765432
SSP5-8.5,70,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,mean_tl,2.53663708765432
SSP5-8.5,71,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,mean_tl,2.53886765555556
SSP5-8.5,72,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,mean_tl,2.5371505962963
SSP5-8.5,73,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,mean_tl,2.53880854567901
SSP5-8.5,74,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,mean_tl,2.53826322962963
SSP5-8.5,75,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,mean_tl,2.53909903333333
SSP5-8.5,76,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,mean_tl,2.53459543580247
SSP5-8.5,77,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,mean_tl,2.54057321728395
SSP5-8.5,78,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,mean_tl,2.5390422037037
SSP5-8.5,79,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,mean_tl,2.53753782098765
SSP5-8.5,80,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,mean_tl,2.53708192962963
SSP5-8.5,81,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,mean_tl,2.53531358395062
SSP5-8.5,82,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,mean_tl,2.5361307382716
SSP5-8.5,83,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,mean_tl,2.53443182345679
SSP5-8.5,84,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,mean_tl,2.53964137901235
SSP5-8.5,85,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,mean_tl,2.53875661851852
SSP5-8.5,86,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,mean_tl,2.53870471111111
SSP5-8.5,87,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,mean_tl,2.53717299382716
SSP5-8.5,88,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,mean_tl,2.53802258641975
SSP5-8.5,89,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,mean_tl,2.53719779506173
SSP5-8.5,90,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,mean_tl,2.53685809382716
SSP5-8.5,91,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,mean_tl,2.53761388888889
SSP5-8.5,92,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,mean_tl,2.53592784814815
SSP5-8.5,93,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,mean_tl,2.53948283333333
SSP5-8.5,94,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,mean_tl,2.54190289259259
SSP5-8.5,95,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,mean_tl,2.5408702037037
SSP5-8.5,96,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,mean_tl,2.53717176049383
SSP5-8.5,97,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,mean_tl,2.5370628308642
SSP5-8.5,98,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,mean_tl,2.53759179012346
SSP5-8.5,99,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,mean_tl,2.53713674814815
SSP5-8.5,100,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,mean_tl,2.54031087530864
SSP5-8.5,1,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,mean_tl,2.72275690740741
SSP5-8.5,2,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,mean_tl,2.72581220123457
SSP5-8.5,3,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,mean_tl,2.72560706419753
SSP5-8.5,4,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,mean_tl,2.72294592222222
SSP5-8.5,5,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,mean_tl,2.72725229506173
SSP5-8.5,6,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,mean_tl,2.72199871481482
SSP5-8.5,7,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,mean_tl,2.72780560987654
SSP5-8.5,8,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,mean_tl,2.72293753333333
SSP5-8.5,9,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,mean_tl,2.71849678641975
SSP5-8.5,10,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,mean_tl,2.72064181234568
SSP5-8.5,11,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,mean_tl,2.71590173209877
SSP5-8.5,12,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,mean_tl,2.72058694691358
SSP5-8.5,13,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,mean_tl,2.72715290246914
SSP5-8.5,14,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,mean_tl,2.7226263
SSP5-8.5,15,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,mean_tl,2.72297302716049
SSP5-8.5,16,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,mean_tl,2.71773327777778
SSP5-8.5,17,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,mean_tl,2.7186661037037
SSP5-8.5,18,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,mean_tl,2.72170617654321
SSP5-8.5,19,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,mean_tl,2.72074045679012
SSP5-8.5,20,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,mean_tl,2.7236339962963
SSP5-8.5,21,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,mean_tl,2.7206057617284
SSP5-8.5,22,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,mean_tl,2.72356099506173
SSP5-8.5,23,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,mean_tl,2.72499759876543
SSP5-8.5,24,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,mean_tl,2.71796401604938
SSP5-8.5,25,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,mean_tl,2.73268174691358
SSP5-8.5,26,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,mean_tl,2.73137775432099
SSP5-8.5,27,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,mean_tl,2.72461242592593
SSP5-8.5,28,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,mean_tl,2.72295415555556
SSP5-8.5,29,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,mean_tl,2.72270158641975
SSP5-8.5,30,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,mean_tl,2.71767021358025
SSP5-8.5,31,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,mean_tl,2.72284471481481
SSP5-8.5,32,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,mean_tl,2.71195598024691
SSP5-8.5,33,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,mean_tl,2.73128925061728
SSP5-8.5,34,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,mean_tl,2.72251718271605
SSP5-8.5,35,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,mean_tl,2.7224326691358
SSP5-8.5,36,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,mean_tl,2.71951203950617
SSP5-8.5,37,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,mean_tl,2.71935249135802
SSP5-8.5,38,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,mean_tl,2.71592292716049
SSP5-8.5,39,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,mean_tl,2.72699518518519
SSP5-8.5,40,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,mean_tl,2.72649551728395
SSP5-8.5,41,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,mean_tl,2.72370526049383
SSP5-8.5,42,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,mean_tl,2.72859855555556
SSP5-8.5,43,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,mean_tl,2.71806525185185
SSP5-8.5,44,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,mean_tl,2.7295186
SSP5-8.5,45,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,mean_tl,2.72977902345679
SSP5-8.5,46,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,mean_tl,2.73167766049383
SSP5-8.5,47,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,mean_tl,2.72024938765432
SSP5-8.5,48,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,mean_tl,2.72701114320988
SSP5-8.5,49,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,mean_tl,2.71536300123457
SSP5-8.5,50,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,mean_tl,2.72477827901235
SSP5-8.5,51,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,mean_tl,2.71773307901235
SSP5-8.5,52,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,mean_tl,2.72120673333333
SSP5-8.5,53,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,mean_tl,2.71636615555556
SSP5-8.5,54,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,mean_tl,2.71834184444444
SSP5-8.5,55,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,mean_tl,2.7279272345679
SSP5-8.5,56,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,mean_tl,2.71587988518519
SSP5-8.5,57,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,mean_tl,2.7201425691358
SSP5-8.5,58,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,mean_tl,2.7357243654321
SSP5-8.5,59,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,mean_tl,2.71917914074074
SSP5-8.5,60,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,mean_tl,2.71484321728395
SSP5-8.5,61,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,mean_tl,2.71931302222222
SSP5-8.5,62,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,mean_tl,2.72391897037037
SSP5-8.5,63,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,mean_tl,2.7229731691358
SSP5-8.5,64,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,mean_tl,2.71497234691358
SSP5-8.5,65,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,mean_tl,2.72868538641975
SSP5-8.5,66,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,mean_tl,2.71948275185185
SSP5-8.5,67,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,mean_tl,2.72621347530864
SSP5-8.5,68,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,mean_tl,2.72340129753086
SSP5-8.5,69,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,mean_tl,2.72521694074074
SSP5-8.5,70,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,mean_tl,2.71803158395062
SSP5-8.5,71,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,mean_tl,2.72400557777778
SSP5-8.5,72,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,mean_tl,2.72370983333333
SSP5-8.5,73,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,mean_tl,2.72831482962963
SSP5-8.5,74,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,mean_tl,2.72229760864198
SSP5-8.5,75,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,mean_tl,2.71752473827161
SSP5-8.5,76,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,mean_tl,2.72604963580247
SSP5-8.5,77,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,mean_tl,2.73825863333333
SSP5-8.5,78,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,mean_tl,2.72280312345679
SSP5-8.5,79,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,mean_tl,2.73170769876543
SSP5-8.5,80,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,mean_tl,2.72631271851852
SSP5-8.5,81,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,mean_tl,2.7262005691358
SSP5-8.5,82,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,mean_tl,2.73036869259259
SSP5-8.5,83,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,mean_tl,2.72938743950617
SSP5-8.5,84,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,mean_tl,2.72719878641975
SSP5-8.5,85,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,mean_tl,2.72966186419753
SSP5-8.5,86,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,mean_tl,2.71442893333333
SSP5-8.5,87,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,mean_tl,2.71494613703704
SSP5-8.5,88,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,mean_tl,2.72731231111111
SSP5-8.5,89,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,mean_tl,2.7242960345679
SSP5-8.5,90,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,mean_tl,2.73309065061728
SSP5-8.5,91,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,mean_tl,2.71899517777778
SSP5-8.5,92,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,mean_tl,2.72564554320988
SSP5-8.5,93,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,mean_tl,2.72034514938272
SSP5-8.5,94,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,mean_tl,2.72434011728395
SSP5-8.5,95,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,mean_tl,2.72736197530864
SSP5-8.5,96,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,mean_tl,2.72415668518519
SSP5-8.5,97,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,mean_tl,2.71540981481482
SSP5-8.5,98,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,mean_tl,2.72408734691358
SSP5-8.5,99,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,mean_tl,2.7257221
SSP5-8.5,100,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,mean_tl,2.71881480740741
SSP5-8.5,1,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,mean_tl,2.89901439876543
SSP5-8.5,2,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,mean_tl,2.91013941851852
SSP5-8.5,3,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,mean_tl,2.90389631604938
SSP5-8.5,4,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,mean_tl,2.89636392716049
SSP5-8.5,5,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,mean_tl,2.90487359259259
SSP5-8.5,6,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,mean_tl,2.91154908765432
SSP5-8.5,7,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,mean_tl,2.9061475617284
SSP5-8.5,8,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,mean_tl,2.90278547283951
SSP5-8.5,9,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,mean_tl,2.89010404444444
SSP5-8.5,10,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,mean_tl,2.89500277654321
SSP5-8.5,11,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,mean_tl,2.89427529753086
SSP5-8.5,12,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,mean_tl,2.89853999012346
SSP5-8.5,13,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,mean_tl,2.90320866419753
SSP5-8.5,14,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,mean_tl,2.90422705308642
SSP5-8.5,15,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,mean_tl,2.9099848617284
SSP5-8.5,16,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,mean_tl,2.90109791111111
SSP5-8.5,17,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,mean_tl,2.9015686654321
SSP5-8.5,18,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,mean_tl,2.89468422469136
SSP5-8.5,19,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,mean_tl,2.89614112592593
SSP5-8.5,20,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,mean_tl,2.89722040740741
SSP5-8.5,21,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,mean_tl,2.89379865802469
SSP5-8.5,22,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,mean_tl,2.90006201481482
SSP5-8.5,23,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,mean_tl,2.90182148765432
SSP5-8.5,24,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,mean_tl,2.90246305802469
SSP5-8.5,25,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,mean_tl,2.90378263333333
SSP5-8.5,26,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,mean_tl,2.90404994938272
SSP5-8.5,27,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,mean_tl,2.90439782592593
SSP5-8.5,28,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,mean_tl,2.90682234567901
SSP5-8.5,29,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,mean_tl,2.89929264567901
SSP5-8.5,30,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,mean_tl,2.89639732345679
SSP5-8.5,31,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,mean_tl,2.90487367777778
SSP5-8.5,32,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,mean_tl,2.90634491234568
SSP5-8.5,33,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,mean_tl,2.90452147160494
SSP5-8.5,34,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,mean_tl,2.90427521851852
SSP5-8.5,35,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,mean_tl,2.89930459506173
SSP5-8.5,36,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,mean_tl,2.89558276296296
SSP5-8.5,37,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,mean_tl,2.90547049382716
SSP5-8.5,38,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,mean_tl,2.89396054814815
SSP5-8.5,39,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,mean_tl,2.90308421851852
SSP5-8.5,40,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,mean_tl,2.90385088641975
SSP5-8.5,41,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,mean_tl,2.89879812469136
SSP5-8.5,42,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,mean_tl,2.89965489012346
SSP5-8.5,43,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,mean_tl,2.90561997530864
SSP5-8.5,44,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,mean_tl,2.90494184320988
SSP5-8.5,45,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,mean_tl,2.9016270308642
SSP5-8.5,46,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,mean_tl,2.89340197654321
SSP5-8.5,47,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,mean_tl,2.89754625802469
SSP5-8.5,48,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,mean_tl,2.90996959259259
SSP5-8.5,49,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,mean_tl,2.90350201728395
SSP5-8.5,50,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,mean_tl,2.90148042962963
SSP5-8.5,51,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,mean_tl,2.90529324320988
SSP5-8.5,52,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,mean_tl,2.89337178641975
SSP5-8.5,53,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,mean_tl,2.89960361851852
SSP5-8.5,54,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,mean_tl,2.89802879382716
SSP5-8.5,55,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,mean_tl,2.89825758271605
SSP5-8.5,56,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,mean_tl,2.89667373950617
SSP5-8.5,57,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,mean_tl,2.90167695802469
SSP5-8.5,58,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,mean_tl,2.90362269876543
SSP5-8.5,59,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,mean_tl,2.90075819753086
SSP5-8.5,60,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,mean_tl,2.90362348395062
SSP5-8.5,61,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,mean_tl,2.90123368888889
SSP5-8.5,62,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,mean_tl,2.89858076666667
SSP5-8.5,63,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,mean_tl,2.89795871358025
SSP5-8.5,64,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,mean_tl,2.9029923654321
SSP5-8.5,65,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,mean_tl,2.90357260740741
SSP5-8.5,66,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,mean_tl,2.89904565432099
SSP5-8.5,67,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,mean_tl,2.89942946296296
