scenario,run,group,value,indicator
SSP5-8.5,69,Mid-trophic species,2.70956787304527,mean_tl
SSP5-8.5,70,Mid-trophic species,2.70941939156379,mean_tl
SSP5-8.5,71,Mid-trophic species,2.70969848395062,mean_tl
SSP5-8.5,72,Mid-trophic species,2.71138287736626,mean_tl
SSP5-8.5,73,Mid-trophic species,2.71022066769547,mean_tl
SSP5-8.5,74,Mid-trophic species,2.70926216049383,mean_tl
SSP5-8.5,75,Mid-trophic species,2.70850163847737,mean_tl
SSP5-8.5,76,Mid-trophic species,2.70928836152263,mean_tl
SSP5-8.5,77,Mid-trophic species,2.71383545740741,mean_tl
SSP5-8.5,78,Mid-trophic species,2.71245986152263,mean_tl
SSP5-8.5,79,Mid-trophic species,2.71802142489712,mean_tl
SSP5-8.5,80,Mid-trophic species,2.70709356831276,mean_tl
SSP5-8.5,81,Mid-trophic species,2.70719325864197,mean_tl
SSP5-8.5,82,Mid-trophic species,2.71154573106996,mean_tl
SSP5-8.5,83,Mid-trophic species,2.71048333312757,mean_tl
SSP5-8.5,84,Mid-trophic species,2.71174379320988,mean_tl
SSP5-8.5,85,Mid-trophic species,2.71021513004115,mean_tl
SSP5-8.5,86,Mid-trophic species,2.71196102736626,mean_tl
SSP5-8.5,87,Mid-trophic species,2.70809707057613,mean_tl
SSP5-8.5,88,Mid-trophic species,2.70920880761317,mean_tl
SSP5-8.5,89,Mid-trophic species,2.71038204814815,mean_tl
SSP5-8.5,90,Mid-trophic species,2.71276501440329,mean_tl
SSP5-8.5,91,Mid-trophic species,2.71049960370371,mean_tl
SSP5-8.5,92,Mid-trophic species,2.71447370123457,mean_tl
SSP5-8.5,93,Mid-trophic species,2.70781356748971,mean_tl
SSP5-8.5,94,Mid-trophic species,2.71023071872428,mean_tl
SSP5-8.5,95,Mid-trophic species,2.71401598106996,mean_tl
SSP5-8.5,96,Mid-trophic species,2.70791635658436,mean_tl
SSP5-8.5,97,Mid-trophic species,2.71165913600823,mean_tl
SSP5-8.5,98,Mid-trophic species,2.71212004074074,mean_tl
SSP5-8.5,99,Mid-trophic species,2.71158766748971,mean_tl
SSP5-8.5,100,Mid-trophic species,2.70619350658436,mean_tl
Base,1,Prey,1050694.053,biomass
Base,2,Prey,998781.577,biomass
Base,3,Prey,969413.693,biomass
Base,4,Prey,1051658.41966667,biomass
Base,5,Prey,955890.595,biomass
Base,6,Prey,1013115.408,biomass
Base,7,Prey,996139.289333333,biomass
Base,8,Prey,909989.566333333,biomass
Base,9,Prey,954328.183,biomass
Base,10,Prey,1011411.699,biomass
Base,11,Prey,1050841.376,biomass
Base,12,Prey,1010516.88766667,biomass
Base,13,Prey,980676.749666667,biomass
Base,14,Prey,1040875.22133333,biomass
Base,15,Prey,1045730.39366667,biomass
Base,16,Prey,950637.453,biomass
Base,17,Prey,999587.484333333,biomass
Base,18,Prey,990830.857333333,biomass
Base,19,Prey,1016449.02666667,biomass
Base,20,Prey,1042183.62766667,biomass
Base,21,Prey,1056477.477,biomass
Base,22,Prey,945395.070333333,biomass
Base,23,Prey,1011769.06733333,biomass
Base,24,Prey,1014416.39433333,biomass
Base,25,Prey,1062452.68966667,biomass
Base,26,Prey,967979.169,biomass
Base,27,Prey,1005619.50833333,biomass
Base,28,Prey,1023521.66733333,biomass
Base,29,Prey,972102.333666667,biomass
Base,30,Prey,965463.504,biomass
Base,31,Prey,1011837.841,biomass
Base,32,Prey,988716.907666667,biomass
Base,33,Prey,1034986.97533333,biomass
Base,34,Prey,1029425.07766667,biomass
Base,35,Prey,1059539.66933333,biomass
Base,36,Prey,986673.851666667,biomass
Base,37,Prey,984024.364666667,biomass
Base,38,Prey,1005216.682,biomass
Base,39,Prey,1049746.06633333,biomass
Base,40,Prey,971584.995666666,biomass
Base,41,Prey,1059351.9,biomass
Base,42,Prey,1014235.07133333,biomass
Base,43,Prey,995627.38,biomass
Base,44,Prey,968004.075666667,biomass
Base,45,Prey,1016514.84433333,biomass
Base,46,Prey,1032645.658,biomass
Base,47,Prey,967949.56,biomass
Base,48,Prey,975791.603333333,biomass
Base,49,Prey,987024.409333334,biomass
Base,50,Prey,1034332.084,biomass
Base,51,Prey,1018354.87866667,biomass
Base,52,Prey,970012.736333334,biomass
Base,53,Prey,951545.585,biomass
Base,54,Prey,970235.780333333,biomass
Base,55,Prey,983397.892,biomass
Base,56,Prey,949525.812333333,biomass
Base,57,Prey,1074911.722,biomass
Base,58,Prey,1028524.365,biomass
Base,59,Prey,1007813.207,biomass
Base,60,Prey,1033658.67366667,biomass
Base,61,Prey,1029161.43566667,biomass
Base,62,Prey,1046566.84033333,biomass
Base,63,Prey,933301.722666667,biomass
Base,64,Prey,1027723.06133333,biomass
Base,65,Prey,977489.604666667,biomass
Base,66,Prey,1034400.097,biomass
Base,67,Prey,978582.678333333,biomass
Base,68,Prey,1043260.073,biomass
Base,69,Prey,1015501.28166667,biomass
Base,70,Prey,1022041.44166667,biomass
Base,71,Prey,1075591.33,biomass
Base,72,Prey,959731.2,biomass
Base,73,Prey,969938.927333333,biomass
Base,74,Prey,1003103.48666667,biomass
Base,75,Prey,1014102.48666667,biomass
Base,76,Prey,961429.443,biomass
Base,77,Prey,929913.520333334,biomass
Base,78,Prey,1039563.28133333,biomass
Base,79,Prey,1023215.99433333,biomass
Base,80,Prey,1010478.13466667,biomass
Base,81,Prey,965328.428333333,biomass
Base,82,Prey,981204.995333333,biomass
Base,83,Prey,956731.849,biomass
Base,84,Prey,1007200.96533333,biomass
Base,85,Prey,985041.967333333,biomass
Base,86,Prey,1048549.16633333,biomass
Base,87,Prey,1003093.92333333,biomass
Base,88,Prey,982753.658,biomass
Base,89,Prey,1031425.72266667,biomass
Base,90,Prey,1045405.993,biomass
Base,91,Prey,1040092.53366667,biomass
Base,92,Prey,965112.615333334,biomass
Base,93,Prey,1007669.94266667,biomass
Base,94,Prey,1019532.00666667,biomass
Base,95,Prey,1011892.959,biomass
Base,96,Prey,908633.791,biomass
Base,97,Prey,1018248.76933333,biomass
Base,98,Prey,1064202.97466667,biomass
Base,99,Prey,1034527.025,biomass
Base,100,Prey,1001879.13566667,biomass
Base,1,Predator,2519795.9787,biomass
Base,2,Predator,2483295.31426667,biomass
Base,3,Predator,2547174.23516667,biomass
Base,4,Predator,2536109.84166667,biomass
Base,5,Predator,2538365.547,biomass
Base,6,Predator,2587120.98323334,biomass
Base,7,Predator,2576750.79396666,biomass
Base,8,Predator,2515715.0345,biomass
Base,9,Predator,2505449.6825,biomass
Base,10,Predator,2531241.80286667,biomass
Base,11,Predator,2515237.8375,biomass
Base,12,Predator,2491456.49223333,biomass
Base,13,Predator,2557541.40623334,biomass
Base,14,Predator,2606000.45706667,biomass
Base,15,Predator,2634498.14073333,biomass
Base,16,Predator,2604487.7266,biomass
Base,17,Predator,2540399.25346667,biomass
Base,18,Predator,2491908.99696667,biomass
Base,19,Predator,2617013.9059,biomass
Base,20,Predator,2465710.9995,biomass
Base,21,Predator,2495428.15873333,biomass
Base,22,Predator,2507837.07253334,biomass
Base,23,Predator,2489492.87203334,biomass
Base,24,Predator,2494152.6962,biomass
Base,25,Predator,2462592.03543333,biomass
Base,26,Predator,2523646.96273333,biomass
Base,27,Predator,2514020.58463333,biomass
Base,28,Predator,2543800.90463334,biomass
Base,29,Predator,2545424.1732,biomass
Base,30,Predator,2487367.10726667,biomass
Base,31,Predator,2488936.26886667,biomass
Base,32,Predator,2624217.10323333,biomass
Base,33,Predator,2591834.29266667,biomass
Base,34,Predator,2548379.408,biomass
Base,35,Predator,2714866.05933333,biomass
Base,36,Predator,2491925.7936,biomass
Base,37,Predator,2541341.62726666,biomass
Base,38,Predator,2587090.6334,biomass
Base,39,Predator,2623182.31193334,biomass
Base,40,Predator,2475941.487,biomass
Base,41,Predator,2462283.54653333,biomass
Base,42,Predator,2436895.47673333,biomass
Base,43,Predator,2488469.1316,biomass
Base,44,Predator,2532939.97603333,biomass
Base,45,Predator,2512699.7074,biomass
Base,46,Predator,2499986.43203333,biomass
Base,47,Predator,2479406.92143334,biomass
Base,48,Predator,2637176.646,biomass
Base,49,Predator,2550589.42093333,biomass
Base,50,Predator,2579478.83996667,biomass
Base,51,Predator,2677040.27696667,biomass
Base,52,Predator,2546354.11943334,biomass
Base,53,Predator,2475571.16293333,biomass
Base,54,Predator,2512496.20653333,biomass
Base,55,Predator,2533827.891,biomass
Base,56,Predator,2597401.03763333,biomass
Base,57,Predator,2560650.83483334,biomass
Base,58,Predator,2607542.84216667,biomass
Base,59,Predator,2538770.5064,biomass
Base,60,Predator,2492306.58553333,biomass
Base,61,Predator,2522212.2221,biomass
Base,62,Predator,2436089.35686666,biomass
Base,63,Predator,2460806.83473333,biomass
Base,64,Predator,2704473.44776666,biomass
Base,65,Predator,2637727.52126667,biomass
Base,66,Predator,2531411.95876667,biomass
Base,67,Predator,2643941.71593333,biomass
Base,68,Predator,2557128.55543333,biomass
Base,69,Predator,2618837.20593334,biomass
Base,70,Predator,2554417.45396666,biomass
Base,71,Predator,2488456.34196666,biomass
Base,72,Predator,2511089.54443333,biomass
Base,73,Predator,2494775.6169,biomass
Base,74,Predator,2539795.24933334,biomass
Base,75,Predator,2620166.41183334,biomass
Base,76,Predator,2563030.96346666,biomass
Base,77,Predator,2518350.94913333,biomass
Base,78,Predator,2611993.65676666,biomass
Base,79,Predator,2573134.59413333,biomass
Base,80,Predator,2557921.798,biomass
Base,81,Predator,2497994.7509,biomass
Base,82,Predator,2561176.67873333,biomass
Base,83,Predator,2486832.92886667,biomass
Base,84,Predator,2466728.62186667,biomass
Base,85,Predator,2574621.65096667,biomass
Base,86,Predator,2648027.3156,biomass
Base,87,Predator,2540706.029,biomass
Base,88,Predator,2467897.1943,biomass
Base,89,Predator,2532945.07836666,biomass
Base,90,Predator,2693735.1315,biomass
Base,91,Predator,2523173.49433333,biomass
Base,92,Predator,2510902.6259,biomass
Base,93,Predator,2624664.58803333,biomass
Base,94,Predator,2390090.4778,biomass
Base,95,Predator,2504320.68246667,biomass
Base,96,Predator,2468557.20646667,biomass
Base,97,Predator,2467143.9131,biomass
Base,98,Predator,2469526.9581,biomass
Base,99,Predator,2594990.65493334,biomass
Base,100,Predator,2606156.15336666,biomass
Base,1,Invertebrate,1526442.38766667,biomass
Base,2,Invertebrate,1547600.48066667,biomass
Base,3,Invertebrate,1589693.49866667,biomass
Base,4,Invertebrate,1542507.85766667,biomass
Base,5,Invertebrate,1590684.97233333,biomass
Base,6,Invertebrate,1582412.801,biomass
Base,7,Invertebrate,1569684.99133333,biomass
Base,8,Invertebrate,1633033.96733333,biomass
Base,9,Invertebrate,1516608.39733333,biomass
Base,10,Invertebrate,1602446.647,biomass
Base,11,Invertebrate,1645059.89566667,biomass
Base,12,Invertebrate,1541285.32413333,biomass
Base,13,Invertebrate,1590257.34433333,biomass
Base,14,Invertebrate,1422507.11966667,biomass
Base,15,Invertebrate,1559656.193,biomass
Base,16,Invertebrate,1589721.791,biomass
Base,17,Invertebrate,1615982.53066667,biomass
Base,18,Invertebrate,1603743.545,biomass
Base,19,Invertebrate,1600666.461,biomass
Base,20,Invertebrate,1580650.58433333,biomass
Base,21,Invertebrate,1562400.96233333,biomass
Base,22,Invertebrate,1616848.72966667,biomass
Base,23,Invertebrate,1544672.693,biomass
Base,24,Invertebrate,1546802.22683333,biomass
Base,25,Invertebrate,1576263.418,biomass
Base,26,Invertebrate,1579766.22966667,biomass
Base,27,Invertebrate,1549167.69833333,biomass
Base,28,Invertebrate,1547819.119,biomass
Base,29,Invertebrate,1583811.024,biomass
Base,30,Invertebrate,1670865.55513333,biomass
Base,31,Invertebrate,1588361.94366667,biomass
Base,32,Invertebrate,1579566.856,biomass
Base,33,Invertebrate,1520404.40466667,biomass
Base,34,Invertebrate,1597844.14433333,biomass
Base,35,Invertebrate,1605975.51233333,biomass
Base,36,Invertebrate,1598705.01033333,biomass
Base,37,Invertebrate,1603507.7692,biomass
Base,38,Invertebrate,1569581.701,biomass
Base,39,Invertebrate,1588509.64433333,biomass
Base,40,Invertebrate,1578898.81233333,biomass
Base,41,Invertebrate,1604417.4675,biomass
Base,42,Invertebrate,1595812.764,biomass
Base,43,Invertebrate,1486349.708,biomass
Base,44,Invertebrate,1523857.6478,biomass
Base,45,Invertebrate,1517818.01866667,biomass
Base,46,Invertebrate,1655269.879,biomass
Base,47,Invertebrate,1494082.97133333,biomass
Base,48,Invertebrate,1552085.058,biomass
Base,49,Invertebrate,1536467.38133333,biomass
Base,50,Invertebrate,1652189.25233333,biomass
Base,51,Invertebrate,1600607.08666667,biomass
Base,52,Invertebrate,1724632.29386667,biomass
Base,53,Invertebrate,1579249.4505,biomass
Base,54,Invertebrate,1624818.39233333,biomass
Base,55,Invertebrate,1691296.75166667,biomass
Base,56,Invertebrate,1577604.74833333,biomass
Base,57,Invertebrate,1561542.36433333,biomass
Base,58,Invertebrate,1577683.46683333,biomass
Base,59,Invertebrate,1575386.49086667,biomass
Base,60,Invertebrate,1538811.713,biomass
Base,61,Invertebrate,1571270.681,biomass
Base,62,Invertebrate,1561278.84433333,biomass
Base,63,Invertebrate,1601227.38333333,biomass
Base,64,Invertebrate,1665151.59233333,biomass
Base,65,Invertebrate,1706550.41533333,biomass
Base,66,Invertebrate,1506207.652,biomass
Base,67,Invertebrate,1607301.72833333,biomass
Base,68,Invertebrate,1554357.557,biomass
Base,69,Invertebrate,1549563.394,biomass
Base,70,Invertebrate,1605423.43533333,biomass
Base,71,Invertebrate,1554483.1822,biomass
Base,72,Invertebrate,1606736.49666667,biomass
Base,73,Invertebrate,1538283.41133333,biomass
Base,74,Invertebrate,1649383.58466667,biomass
Base,75,Invertebrate,1566673.1085,biomass
Base,76,Invertebrate,1598282.02453333,biomass
Base,77,Invertebrate,1623217.70733333,biomass
Base,78,Invertebrate,1520102.60266667,biomass
Base,79,Invertebrate,1597706.70633333,biomass
Base,80,Invertebrate,1554733.90766667,biomass
Base,81,Invertebrate,1664514.14966667,biomass
Base,82,Invertebrate,1534651.42733333,biomass
Base,83,Invertebrate,1634358.64333333,biomass
Base,84,Invertebrate,1603410.32266667,biomass
Base,85,Invertebrate,1594867.316,biomass
Base,86,Invertebrate,1579095.97086667,biomass
Base,87,Invertebrate,1526603.27233333,biomass
Base,88,Invertebrate,1563178.481,biomass
Base,89,Invertebrate,1596691.00833333,biomass
Base,90,Invertebrate,1524855.634,biomass
Base,91,Invertebrate,1471125.42983333,biomass
Base,92,Invertebrate,1513068.76966667,biomass
Base,93,Invertebrate,1522204.63933333,biomass
Base,94,Invertebrate,1616829.60733333,biomass
Base,95,Invertebrate,1604540.043,biomass
Base,96,Invertebrate,1592593.60366667,biomass
Base,97,Invertebrate,1624250.73833333,biomass
Base,98,Invertebrate,1580296.86666667,biomass
Base,99,Invertebrate,1570395.82433333,biomass
Base,100,Invertebrate,1563433.696,biomass
Base,1,Mid-trophic species,2519282.90155,biomass
Base,2,Mid-trophic species,2658235.33805,biomass
Base,3,Mid-trophic species,2528131.14297,biomass
Base,4,Mid-trophic species,2480454.27662334,biomass
Base,5,Mid-trophic species,2514864.89643333,biomass
Base,6,Mid-trophic species,2462668.34956333,biomass
Base,7,Mid-trophic species,2495053.25222334,biomass
Base,8,Mid-trophic species,2413635.14813334,biomass
Base,9,Mid-trophic species,2435086.26676,biomass
Base,10,Mid-trophic species,2467714.75887333,biomass
Base,11,Mid-trophic species,2457461.61707,biomass
Base,12,Mid-trophic species,2508138.52356,biomass
Base,13,Mid-trophic species,2485836.47652667,biomass
Base,14,Mid-trophic species,2495805.64146,biomass
Base,15,Mid-trophic species,2503674.63031333,biomass
Base,16,Mid-trophic species,2482487.70045334,biomass
Base,17,Mid-trophic species,2503543.14983334,biomass
Base,18,Mid-trophic species,2454173.05472333,biomass
Base,19,Mid-trophic species,2432878.76465667,biomass
Base,20,Mid-trophic species,2349292.56629667,biomass
Base,21,Mid-trophic species,2549701.14856333,biomass
Base,22,Mid-trophic species,2555519.29749666,biomass
Base,23,Mid-trophic species,2514543.26267667,biomass
Base,24,Mid-trophic species,2404299.67152667,biomass
Base,25,Mid-trophic species,2603105.04558,biomass
Base,26,Mid-trophic species,2531423.3802,biomass
Base,27,Mid-trophic species,2510930.46427,biomass
Base,28,Mid-trophic species,2461829.82771667,biomass
Base,29,Mid-trophic species,2497983.21189334,biomass
Base,30,Mid-trophic species,2467081.01589,biomass
Base,31,Mid-trophic species,2519680.27935866,biomass
Base,32,Mid-trophic species,2543524.35025,biomass
Base,33,Mid-trophic species,2471007.88301,biomass
Base,34,Mid-trophic species,2543834.91536667,biomass
Base,35,Mid-trophic species,2515413.07541,biomass
Base,36,Mid-trophic species,2545110.29962,biomass
Base,37,Mid-trophic species,2483496.29680667,biomass
Base,38,Mid-trophic species,2453168.08341333,biomass
Base,39,Mid-trophic species,2538985.65473,biomass
Base,40,Mid-trophic species,2470851.79551,biomass
Base,41,Mid-trophic species,2528313.75402,biomass
Base,42,Mid-trophic species,2409329.1941,biomass
Base,43,Mid-trophic species,2523018.73048334,biomass
Base,44,Mid-trophic species,2571727.37658667,biomass
Base,45,Mid-trophic species,2532238.53992666,biomass
Base,46,Mid-trophic species,2516936.1112,biomass
Base,47,Mid-trophic species,2545281.97613,biomass
Base,48,Mid-trophic species,2447092.62501,biomass
Base,49,Mid-trophic species,2537798.15912333,biomass
Base,50,Mid-trophic species,2481727.99505,biomass
Base,51,Mid-trophic species,2549232.15347767,biomass
Base,52,Mid-trophic species,2443244.14863334,biomass
Base,53,Mid-trophic species,2512560.57137333,biomass
Base,54,Mid-trophic species,2497970.85694334,biomass
Base,55,Mid-trophic species,2457208.24572334,biomass
Base,56,Mid-trophic species,2475335.45742,biomass
Base,57,Mid-trophic species,2522935.44984333,biomass
Base,58,Mid-trophic species,2588270.75967333,biomass
Base,59,Mid-trophic species,2514738.07652,biomass
Base,60,Mid-trophic species,2521706.54794666,biomass
Base,61,Mid-trophic species,2572358.118338,biomass
Base,62,Mid-trophic species,2637056.36447,biomass
Base,63,Mid-trophic species,2455533.11391334,biomass
Base,64,Mid-trophic species,2446270.59791667,biomass
Base,65,Mid-trophic species,2387329.27233666,biomass
Base,66,Mid-trophic species,2478281.36811333,biomass
Base,67,Mid-trophic species,2541098.30747334,biomass
Base,68,Mid-trophic species,2483606.58551667,biomass
Base,69,Mid-trophic species,2462596.44619667,biomass
Base,70,Mid-trophic species,2500416.23933,biomass
Base,71,Mid-trophic species,2683561.84989,biomass
Base,72,Mid-trophic species,2460060.06456,biomass
Base,73,Mid-trophic species,2482715.62596667,biomass
Base,74,Mid-trophic species,2486625.31324533,biomass
Base,75,Mid-trophic species,2538564.27240333,biomass
Base,76,Mid-trophic species,2456476.49733667,biomass
Base,77,Mid-trophic species,2554714.58745667,biomass
Base,78,Mid-trophic species,2481319.10996,biomass
Base,79,Mid-trophic species,2475154.31594333,biomass
Base,80,Mid-trophic species,2496058.25344,biomass
Base,81,Mid-trophic species,2512623.65129666,biomass
Base,82,Mid-trophic species,2549010.30327,biomass
Base,83,Mid-trophic species,2489450.21870667,biomass
Base,84,Mid-trophic species,2477212.29551,biomass
Base,85,Mid-trophic species,2513909.44491333,biomass
Base,86,Mid-trophic species,2580051.41707,biomass
Base,87,Mid-trophic species,2570672.14442,biomass
Base,88,Mid-trophic species,2521338.98750333,biomass
Base,89,Mid-trophic species,2545676.86088334,biomass
Base,90,Mid-trophic species,2447164.64678,biomass
Base,91,Mid-trophic species,2571012.98956334,biomass
Base,92,Mid-trophic species,2537068.07235,biomass
Base,93,Mid-trophic species,2633771.32217333,biomass
Base,94,Mid-trophic species,2560955.44692333,biomass
Base,95,Mid-trophic species,2428247.38909,biomass
Base,96,Mid-trophic species,2549767.32870667,biomass
Base,97,Mid-trophic species,2542672.53155,biomass
Base,98,Mid-trophic species,2437918.28152,biomass
Base,99,Mid-trophic species,2574527.90352434,biomass
Base,100,Mid-trophic species,2474177.44898333,biomass
SSP1-2.6,1,Prey,836226.328271605,biomass
SSP1-2.6,2,Prey,811334.764691358,biomass
SSP1-2.6,3,Prey,807228.707283951,biomass
SSP1-2.6,4,Prey,823095.404691358,biomass
SSP1-2.6,5,Prey,818772.185555556,biomass
SSP1-2.6,6,Prey,812238.322839506,biomass
SSP1-2.6,7,Prey,785436.626666667,biomass
SSP1-2.6,8,Prey,803467.049506173,biomass
SSP1-2.6,9,Prey,863607.00308642,biomass
SSP1-2.6,10,Prey,856657.143580247,biomass
SSP1-2.6,11,Prey,805841.161728395,biomass
SSP1-2.6,12,Prey,807753.49617284,biomass
SSP1-2.6,13,Prey,781506.505185185,biomass
SSP1-2.6,14,Prey,815382.099259259,biomass
SSP1-2.6,15,Prey,855602.653209877,biomass
SSP1-2.6,16,Prey,826337.335555556,biomass
SSP1-2.6,17,Prey,838752.952716049,biomass
SSP1-2.6,18,Prey,844698.723333333,biomass
SSP1-2.6,19,Prey,820570.619753086,biomass
SSP1-2.6,20,Prey,792858.453580247,biomass
SSP1-2.6,21,Prey,862475.986419753,biomass
SSP1-2.6,22,Prey,782867.072098765,biomass
SSP1-2.6,23,Prey,830775.784444445,biomass
SSP1-2.6,24,Prey,808241.386049383,biomass
SSP1-2.6,25,Prey,854351.925185185,biomass
SSP1-2.6,26,Prey,842037.918148148,biomass
SSP1-2.6,27,Prey,859503.111234568,biomass
SSP1-2.6,28,Prey,847372.456419753,biomass
SSP1-2.6,29,Prey,803778.039506173,biomass
SSP1-2.6,30,Prey,830263.881851852,biomass
SSP1-2.6,31,Prey,807954.27962963,biomass
SSP1-2.6,32,Prey,822585.982839506,biomass
SSP1-2.6,33,Prey,852643.940493827,biomass
SSP1-2.6,34,Prey,785922.007283951,biomass
SSP1-2.6,35,Prey,829626.852345679,biomass
SSP1-2.6,36,Prey,836122.494320988,biomass
SSP1-2.6,37,Prey,794480.305679013,biomass
SSP1-2.6,38,Prey,819697.428024692,biomass
SSP1-2.6,39,Prey,806681.555555556,biomass
SSP1-2.6,40,Prey,798472.516419753,biomass
SSP1-2.6,41,Prey,815972.682222222,biomass
SSP1-2.6,42,Prey,829382.970617284,biomass
SSP1-2.6,43,Prey,763271.665308642,biomass
SSP1-2.6,44,Prey,815062.777901234,biomass
SSP1-2.6,45,Prey,809509.127160494,biomass
SSP1-2.6,46,Prey,830171.265061728,biomass
SSP1-2.6,47,Prey,819915.029506173,biomass
SSP1-2.6,48,Prey,815755.962469136,biomass
SSP1-2.6,49,Prey,826545.320864198,biomass
SSP1-2.6,50,Prey,831941.034444444,biomass
SSP1-2.6,51,Prey,813648.093703704,biomass
SSP1-2.6,52,Prey,780390.406296296,biomass
SSP1-2.6,53,Prey,844896.749753087,biomass
SSP1-2.6,54,Prey,806995.846296296,biomass
SSP1-2.6,55,Prey,820188.141111111,biomass
SSP1-2.6,56,Prey,802241.297407408,biomass
SSP1-2.6,57,Prey,809816.608395061,biomass
SSP1-2.6,58,Prey,788353.647283951,biomass
SSP1-2.6,59,Prey,801426.629506173,biomass
SSP1-2.6,60,Prey,827000.306666667,biomass
SSP1-2.6,61,Prey,777706.206419753,biomass
SSP1-2.6,62,Prey,789440.589382716,biomass
SSP1-2.6,63,Prey,838578.404691358,biomass
SSP1-2.6,64,Prey,818188.821604939,biomass
SSP1-2.6,65,Prey,798550.714567901,biomass
SSP1-2.6,66,Prey,814043.679876544,biomass
SSP1-2.6,67,Prey,791338.830987654,biomass
SSP1-2.6,68,Prey,824651.484197531,biomass
SSP1-2.6,69,Prey,822633.449012346,biomass
SSP1-2.6,70,Prey,805722.770246914,biomass
SSP1-2.6,71,Prey,823842.629135803,biomass
SSP1-2.6,72,Prey,798989.055061729,biomass
SSP1-2.6,73,Prey,838588.401358025,biomass
SSP1-2.6,74,Prey,836308.369876543,biomass
SSP1-2.6,75,Prey,805799.780987654,biomass
SSP1-2.6,76,Prey,836773.720987655,biomass
SSP1-2.6,77,Prey,848228.538024692,biomass
SSP1-2.6,78,Prey,813189.332345679,biomass
SSP1-2.6,79,Prey,827267.745061728,biomass
SSP1-2.6,80,Prey,772051.257530864,biomass
SSP1-2.6,81,Prey,810924.422345679,biomass
SSP1-2.6,82,Prey,786655.805432099,biomass
SSP1-2.6,83,Prey,804722.224444445,biomass
SSP1-2.6,84,Prey,804324.944444445,biomass
SSP1-2.6,85,Prey,829166.98728395,biomass
SSP1-2.6,86,Prey,807796.799753086,biomass
SSP1-2.6,87,Prey,775835.106296296,biomass
SSP1-2.6,88,Prey,839277.354197531,biomass
SSP1-2.6,89,Prey,786872.040617284,biomass
SSP1-2.6,90,Prey,795522.49308642,biomass
SSP1-2.6,91,Prey,813624.411604938,biomass
SSP1-2.6,92,Prey,813874.577037037,biomass
SSP1-2.6,93,Prey,815916.977407408,biomass
SSP1-2.6,94,Prey,798505.91308642,biomass
SSP1-2.6,95,Prey,793950.717160494,biomass
SSP1-2.6,96,Prey,871243.021481481,biomass
SSP1-2.6,97,Prey,811255.977530865,biomass
SSP1-2.6,98,Prey,813496.515432099,biomass
SSP1-2.6,99,Prey,841184.792592593,biomass
SSP1-2.6,100,Prey,816346.50728395,biomass
SSP1-2.6,1,Predator,2450771.18898765,biomass
SSP1-2.6,2,Predator,2473253.74125926,biomass
SSP1-2.6,3,Predator,2481468.2831358,biomass
SSP1-2.6,4,Predator,2460029.7465679,biomass
SSP1-2.6,5,Predator,2449013.78062963,biomass
SSP1-2.6,6,Predator,2474711.79493827,biomass
SSP1-2.6,7,Predator,2486287.1134321,biomass
SSP1-2.6,8,Predator,2458633.42107407,biomass
SSP1-2.6,9,Predator,2499539.58104938,biomass
SSP1-2.6,10,Predator,2464680.94485185,biomass
SSP1-2.6,11,Predator,2479446.8192963,biomass
SSP1-2.6,12,Predator,2473965.80429629,biomass
SSP1-2.6,13,Predator,2478410.79534568,biomass
SSP1-2.6,14,Predator,2449406.65296296,biomass
SSP1-2.6,15,Predator,2444294.64401235,biomass
SSP1-2.6,16,Predator,2488064.6247284,biomass
SSP1-2.6,17,Predator,2572150.9758395,biomass
SSP1-2.6,18,Predator,2454566.13809876,biomass
SSP1-2.6,19,Predator,2499381.84516049,biomass
SSP1-2.6,20,Predator,2509527.57951852,biomass
SSP1-2.6,21,Predator,2519443.56932099,biomass
SSP1-2.6,22,Predator,2514024.02481482,biomass
SSP1-2.6,23,Predator,2450275.71944445,biomass
SSP1-2.6,24,Predator,2498043.45396297,biomass
SSP1-2.6,25,Predator,2459945.68830864,biomass
SSP1-2.6,26,Predator,2552873.59337037,biomass
SSP1-2.6,27,Predator,2504453.77619753,biomass
SSP1-2.6,28,Predator,2466301.57637037,biomass
SSP1-2.6,29,Predator,2539022.95227161,biomass
SSP1-2.6,30,Predator,2528864.9497284,biomass
SSP1-2.6,31,Predator,2472185.86483951,biomass
SSP1-2.6,32,Predator,2525504.73498766,biomass
SSP1-2.6,33,Predator,2511223.70513581,biomass
SSP1-2.6,34,Predator,2521142.76411111,biomass
SSP1-2.6,35,Predator,2514645.06706173,biomass
SSP1-2.6,36,Predator,2472979.93102469,biomass
SSP1-2.6,37,Predator,2427404.44467901,biomass
SSP1-2.6,38,Predator,2460402.19803703,biomass
SSP1-2.6,39,Predator,2468129.19395062,biomass
SSP1-2.6,40,Predator,2505505.27328395,biomass
SSP1-2.6,41,Predator,2582043.9621605,biomass
SSP1-2.6,42,Predator,2439288.03677778,biomass
SSP1-2.6,43,Predator,2475031.57217284,biomass
SSP1-2.6,44,Predator,2485885.58065432,biomass
SSP1-2.6,45,Predator,2482119.82537037,biomass
SSP1-2.6,46,Predator,2469108.3272963,biomass
SSP1-2.6,47,Predator,2485745.30541976,biomass
SSP1-2.6,48,Predator,2491765.30145679,biomass
SSP1-2.6,49,Predator,2535993.22935802,biomass
