scenario,run,group,indicator,value
SSP1-2.6,57,Prey,yield,127613.824654321
SSP1-2.6,58,Prey,yield,123462.089234568
SSP1-2.6,59,Prey,yield,125474.982654321
SSP1-2.6,60,Prey,yield,130171.249185185
SSP1-2.6,61,Prey,yield,121731.480345679
SSP1-2.6,62,Prey,yield,123328.672790123
SSP1-2.6,63,Prey,yield,131393.437777778
SSP1-2.6,64,Prey,yield,128849.161358025
SSP1-2.6,65,Prey,yield,125842.681432099
SSP1-2.6,66,Prey,yield,127244.597716049
SSP1-2.6,67,Prey,yield,124015.595123457
SSP1-2.6,68,Prey,yield,130353.06591358
SSP1-2.6,69,Prey,yield,128936.541975309
SSP1-2.6,70,Prey,yield,126385.134098765
SSP1-2.6,71,Prey,yield,130022.710419753
SSP1-2.6,72,Prey,yield,125200.780481481
SSP1-2.6,73,Prey,yield,131996.94937037
SSP1-2.6,74,Prey,yield,131610.069555556
SSP1-2.6,75,Prey,yield,127192.779604938
SSP1-2.6,76,Prey,yield,131429.22908642
SSP1-2.6,77,Prey,yield,133214.832296296
SSP1-2.6,78,Prey,yield,127262.622925926
SSP1-2.6,79,Prey,yield,130070.009135802
SSP1-2.6,80,Prey,yield,120578.82745679
SSP1-2.6,81,Prey,yield,127271.708580247
SSP1-2.6,82,Prey,yield,122781.955925926
SSP1-2.6,83,Prey,yield,126242.347814815
SSP1-2.6,84,Prey,yield,126529.688975309
SSP1-2.6,85,Prey,yield,129736.345901235
SSP1-2.6,86,Prey,yield,126782.759580247
SSP1-2.6,87,Prey,yield,121432.716444444
SSP1-2.6,88,Prey,yield,132424.143950617
SSP1-2.6,89,Prey,yield,123499.977271605
SSP1-2.6,90,Prey,yield,124314.51282716
SSP1-2.6,91,Prey,yield,127463.483024691
SSP1-2.6,92,Prey,yield,127648.317469136
SSP1-2.6,93,Prey,yield,128764.521098765
SSP1-2.6,94,Prey,yield,124677.630197531
SSP1-2.6,95,Prey,yield,124457.603320988
SSP1-2.6,96,Prey,yield,137230.90117284
SSP1-2.6,97,Prey,yield,127237.973061728
SSP1-2.6,98,Prey,yield,127956.543246914
SSP1-2.6,99,Prey,yield,131916.75437037
SSP1-2.6,100,Prey,yield,128284.531283951
SSP1-2.6,1,Predator,yield,425666.354209877
SSP1-2.6,2,Predator,yield,429779.062012346
SSP1-2.6,3,Predator,yield,429488.760691358
SSP1-2.6,4,Predator,yield,428350.636679012
SSP1-2.6,5,Predator,yield,425653.142806173
SSP1-2.6,6,Predator,yield,430671.068024691
SSP1-2.6,7,Predator,yield,434485.932740741
SSP1-2.6,8,Predator,yield,427879.936506173
SSP1-2.6,9,Predator,yield,431768.880901235
SSP1-2.6,10,Predator,yield,426500.796975309
SSP1-2.6,11,Predator,yield,431829.869166667
SSP1-2.6,12,Predator,yield,429913.183172839
SSP1-2.6,13,Predator,yield,429442.316444444
SSP1-2.6,14,Predator,yield,424942.057030864
SSP1-2.6,15,Predator,yield,427159.428851852
SSP1-2.6,16,Predator,yield,432018.303218519
SSP1-2.6,17,Predator,yield,441723.49091358
SSP1-2.6,18,Predator,yield,427206.580530864
SSP1-2.6,19,Predator,yield,432556.511367901
SSP1-2.6,20,Predator,yield,435116.797679012
SSP1-2.6,21,Predator,yield,435997.586604938
SSP1-2.6,22,Predator,yield,437229.017160494
SSP1-2.6,23,Predator,yield,425178.204938272
SSP1-2.6,24,Predator,yield,434188.233024692
SSP1-2.6,25,Predator,yield,428441.861296296
SSP1-2.6,26,Predator,yield,441668.154790123
SSP1-2.6,27,Predator,yield,434254.398537037
SSP1-2.6,28,Predator,yield,428922.873938272
SSP1-2.6,29,Predator,yield,437996.667358025
SSP1-2.6,30,Predator,yield,437116.182037037
SSP1-2.6,31,Predator,yield,430189.230197531
SSP1-2.6,32,Predator,yield,436727.11145679
SSP1-2.6,33,Predator,yield,436923.375074074
SSP1-2.6,34,Predator,yield,435881.755555556
SSP1-2.6,35,Predator,yield,436317.219679012
SSP1-2.6,36,Predator,yield,431409.830209877
SSP1-2.6,37,Predator,yield,424827.070185185
SSP1-2.6,38,Predator,yield,428686.040475309
SSP1-2.6,39,Predator,yield,428000.096191358
SSP1-2.6,40,Predator,yield,434909.115006173
SSP1-2.6,41,Predator,yield,444142.044061729
SSP1-2.6,42,Predator,yield,423732.296209877
SSP1-2.6,43,Predator,yield,430603.535209877
SSP1-2.6,44,Predator,yield,431529.92467284
SSP1-2.6,45,Predator,yield,430980.106716049
SSP1-2.6,46,Predator,yield,430388.39617284
SSP1-2.6,47,Predator,yield,430307.758345679
SSP1-2.6,48,Predator,yield,431955.354907407
SSP1-2.6,49,Predator,yield,437787.626061729
SSP1-2.6,50,Predator,yield,440783.711308642
SSP1-2.6,51,Predator,yield,431280.559691358
SSP1-2.6,52,Predator,yield,435174.046925926
SSP1-2.6,53,Predator,yield,433974.790024691
SSP1-2.6,54,Predator,yield,433936.996259259
SSP1-2.6,55,Predator,yield,445351.37537037
SSP1-2.6,56,Predator,yield,438876.019845679
SSP1-2.6,57,Predator,yield,428884.431351852
SSP1-2.6,58,Predator,yield,425468.353981482
SSP1-2.6,59,Predator,yield,441743.548740741
SSP1-2.6,60,Predator,yield,434925.270012346
SSP1-2.6,61,Predator,yield,434639.553765432
SSP1-2.6,62,Predator,yield,438439.244716049
SSP1-2.6,63,Predator,yield,431399.892518519
SSP1-2.6,64,Predator,yield,436004.794154321
SSP1-2.6,65,Predator,yield,430148.805975309
SSP1-2.6,66,Predator,yield,429448.898160494
SSP1-2.6,67,Predator,yield,422932.374790124
SSP1-2.6,68,Predator,yield,441766.565358025
SSP1-2.6,69,Predator,yield,434247.653481481
SSP1-2.6,70,Predator,yield,432957.704802469
SSP1-2.6,71,Predator,yield,436489.515049383
SSP1-2.6,72,Predator,yield,436215.122864198
SSP1-2.6,73,Predator,yield,427479.135851852
SSP1-2.6,74,Predator,yield,437254.811432099
SSP1-2.6,75,Predator,yield,431882.911259259
SSP1-2.6,76,Predator,yield,442211.56437037
SSP1-2.6,77,Predator,yield,429236.766382716
SSP1-2.6,78,Predator,yield,429969.155160494
SSP1-2.6,79,Predator,yield,428740.197135802
SSP1-2.6,80,Predator,yield,434514.675296296
SSP1-2.6,81,Predator,yield,429368.718462963
SSP1-2.6,82,Predator,yield,426964.360061728
SSP1-2.6,83,Predator,yield,433576.895592593
SSP1-2.6,84,Predator,yield,432127.897518519
SSP1-2.6,85,Predator,yield,432021.084111111
SSP1-2.6,86,Predator,yield,435628.32762963
SSP1-2.6,87,Predator,yield,439266.804444445
SSP1-2.6,88,Predator,yield,434315.883691358
SSP1-2.6,89,Predator,yield,436102.279481482
SSP1-2.6,90,Predator,yield,422539.116234568
SSP1-2.6,91,Predator,yield,426343.463049383
SSP1-2.6,92,Predator,yield,433830.759364198
SSP1-2.6,93,Predator,yield,435558.214648148
SSP1-2.6,94,Predator,yield,427715.877962963
SSP1-2.6,95,Predator,yield,439094.47004321
SSP1-2.6,96,Predator,yield,429613.018333333
SSP1-2.6,97,Predator,yield,433206.469777778
SSP1-2.6,98,Predator,yield,434780.624876543
SSP1-2.6,99,Predator,yield,434241.54667284
SSP1-2.6,100,Predator,yield,438369.613135803
SSP1-2.6,1,Invertebrate,yield,329103.199839506
SSP1-2.6,2,Invertebrate,yield,329272.857901235
SSP1-2.6,3,Invertebrate,yield,328566.202012346
SSP1-2.6,4,Invertebrate,yield,333329.623382716
SSP1-2.6,5,Invertebrate,yield,324711.334308642
SSP1-2.6,6,Invertebrate,yield,336124.542259259
SSP1-2.6,7,Invertebrate,yield,336553.760382716
SSP1-2.6,8,Invertebrate,yield,334622.285728395
SSP1-2.6,9,Invertebrate,yield,333676.376703704
SSP1-2.6,10,Invertebrate,yield,326910.164185185
SSP1-2.6,11,Invertebrate,yield,339196.588345679
SSP1-2.6,12,Invertebrate,yield,345651.450395062
SSP1-2.6,13,Invertebrate,yield,327173.888469136
SSP1-2.6,14,Invertebrate,yield,335517.306283951
SSP1-2.6,15,Invertebrate,yield,328931.642728395
SSP1-2.6,16,Invertebrate,yield,334605.232567901
SSP1-2.6,17,Invertebrate,yield,342034.989901235
SSP1-2.6,18,Invertebrate,yield,333170.910864198
SSP1-2.6,19,Invertebrate,yield,332147.321012346
SSP1-2.6,20,Invertebrate,yield,333055.355345679
SSP1-2.6,21,Invertebrate,yield,330159.564395062
SSP1-2.6,22,Invertebrate,yield,339151.774777778
SSP1-2.6,23,Invertebrate,yield,324212.903567901
SSP1-2.6,24,Invertebrate,yield,332276.342888889
SSP1-2.6,25,Invertebrate,yield,327867.012444444
SSP1-2.6,26,Invertebrate,yield,334400.760037037
SSP1-2.6,27,Invertebrate,yield,324596.728851852
SSP1-2.6,28,Invertebrate,yield,327481.738333333
SSP1-2.6,29,Invertebrate,yield,326172.617691358
SSP1-2.6,30,Invertebrate,yield,330826.132259259
SSP1-2.6,31,Invertebrate,yield,320968.80254321
SSP1-2.6,32,Invertebrate,yield,327650.835864198
SSP1-2.6,33,Invertebrate,yield,337148.077395062
SSP1-2.6,34,Invertebrate,yield,332253.75154321
SSP1-2.6,35,Invertebrate,yield,330840.509839506
SSP1-2.6,36,Invertebrate,yield,329186.095839506
SSP1-2.6,37,Invertebrate,yield,337311.525728395
SSP1-2.6,38,Invertebrate,yield,341851.823641975
SSP1-2.6,39,Invertebrate,yield,331174.548395062
SSP1-2.6,40,Invertebrate,yield,332679.145185185
SSP1-2.6,41,Invertebrate,yield,340124.678790123
SSP1-2.6,42,Invertebrate,yield,321675.294271605
SSP1-2.6,43,Invertebrate,yield,333578.984530864
SSP1-2.6,44,Invertebrate,yield,330801.446641975
SSP1-2.6,45,Invertebrate,yield,341143.599604938
SSP1-2.6,46,Invertebrate,yield,328923.232148148
SSP1-2.6,47,Invertebrate,yield,325423.232493827
SSP1-2.6,48,Invertebrate,yield,327971.070641975
SSP1-2.6,49,Invertebrate,yield,330979.042185185
SSP1-2.6,50,Invertebrate,yield,334887.141333333
SSP1-2.6,51,Invertebrate,yield,335430.67117284
SSP1-2.6,52,Invertebrate,yield,338688.244753087
SSP1-2.6,53,Invertebrate,yield,333748.20517284
SSP1-2.6,54,Invertebrate,yield,325422.446111111
SSP1-2.6,55,Invertebrate,yield,334706.622580247
SSP1-2.6,56,Invertebrate,yield,327297.967802469
SSP1-2.6,57,Invertebrate,yield,326782.38508642
SSP1-2.6,58,Invertebrate,yield,346462.117901235
SSP1-2.6,59,Invertebrate,yield,344783.054876543
SSP1-2.6,60,Invertebrate,yield,333508.350555556
SSP1-2.6,61,Invertebrate,yield,323571.122419753
SSP1-2.6,62,Invertebrate,yield,323590.808296296
SSP1-2.6,63,Invertebrate,yield,331067.749962963
SSP1-2.6,64,Invertebrate,yield,338750.696345679
SSP1-2.6,65,Invertebrate,yield,327235.118839506
SSP1-2.6,66,Invertebrate,yield,331536.651962963
SSP1-2.6,67,Invertebrate,yield,333513.557283951
SSP1-2.6,68,Invertebrate,yield,332351.934864198
SSP1-2.6,69,Invertebrate,yield,340160.799901235
SSP1-2.6,70,Invertebrate,yield,345905.720419753
SSP1-2.6,71,Invertebrate,yield,330773.85962963
SSP1-2.6,72,Invertebrate,yield,334294.364728395
SSP1-2.6,73,Invertebrate,yield,333847.034530864
SSP1-2.6,74,Invertebrate,yield,328623.407061728
SSP1-2.6,75,Invertebrate,yield,330070.816604938
SSP1-2.6,76,Invertebrate,yield,333164.150135803
SSP1-2.6,77,Invertebrate,yield,344075.559358025
SSP1-2.6,78,Invertebrate,yield,338635.669
SSP1-2.6,79,Invertebrate,yield,337548.093765432
SSP1-2.6,80,Invertebrate,yield,337727.517716049
SSP1-2.6,81,Invertebrate,yield,329184.922790124
SSP1-2.6,82,Invertebrate,yield,328083.086185185
SSP1-2.6,83,Invertebrate,yield,330600.138839506
SSP1-2.6,84,Invertebrate,yield,334266.727641975
SSP1-2.6,85,Invertebrate,yield,327646.866777778
SSP1-2.6,86,Invertebrate,yield,340062.300481482
SSP1-2.6,87,Invertebrate,yield,338019.910703704
SSP1-2.6,88,Invertebrate,yield,331669.090777778
SSP1-2.6,89,Invertebrate,yield,335948.11454321
SSP1-2.6,90,Invertebrate,yield,329750.506691358
SSP1-2.6,91,Invertebrate,yield,327036.263703704
SSP1-2.6,92,Invertebrate,yield,347581.81891358
SSP1-2.6,93,Invertebrate,yield,327515.005358025
SSP1-2.6,94,Invertebrate,yield,333557.419283951
SSP1-2.6,95,Invertebrate,yield,339753.832604938
SSP1-2.6,96,Invertebrate,yield,339724.477654321
SSP1-2.6,97,Invertebrate,yield,338421.420493827
SSP1-2.6,98,Invertebrate,yield,343558.514222222
SSP1-2.6,99,Invertebrate,yield,334373.699555556
SSP1-2.6,100,Invertebrate,yield,335634.439753086
SSP1-2.6,1,Mid-trophic species,yield,567142.081593827
SSP1-2.6,2,Mid-trophic species,yield,543914.219912716
SSP1-2.6,3,Mid-trophic species,yield,543740.080298148
SSP1-2.6,4,Mid-trophic species,yield,554793.731344815
SSP1-2.6,5,Mid-trophic species,yield,556482.065825309
SSP1-2.6,6,Mid-trophic species,yield,550174.569977284
SSP1-2.6,7,Mid-trophic species,yield,534650.515097408
SSP1-2.6,8,Mid-trophic species,yield,549821.669389753
SSP1-2.6,9,Mid-trophic species,yield,557150.522145062
SSP1-2.6,10,Mid-trophic species,yield,555343.263128765
SSP1-2.6,11,Mid-trophic species,yield,543159.537687407
SSP1-2.6,12,Mid-trophic species,yield,546756.195566667
SSP1-2.6,13,Mid-trophic species,yield,549309.758879877
SSP1-2.6,14,Mid-trophic species,yield,547861.980624321
SSP1-2.6,15,Mid-trophic species,yield,546965.397467901
SSP1-2.6,16,Mid-trophic species,yield,547671.098279877
SSP1-2.6,17,Mid-trophic species,yield,544377.829115802
SSP1-2.6,18,Mid-trophic species,yield,551227.70424358
SSP1-2.6,19,Mid-trophic species,yield,549077.455071852
SSP1-2.6,20,Mid-trophic species,yield,538011.44568358
SSP1-2.6,21,Mid-trophic species,yield,554913.35512642
SSP1-2.6,22,Mid-trophic species,yield,541083.462147778
SSP1-2.6,23,Mid-trophic species,yield,559879.509577161
SSP1-2.6,24,Mid-trophic species,yield,535551.443677407
SSP1-2.6,25,Mid-trophic species,yield,549477.733348025
SSP1-2.6,26,Mid-trophic species,yield,537146.546801729
SSP1-2.6,27,Mid-trophic species,yield,548270.437774321
SSP1-2.6,28,Mid-trophic species,yield,549970.694747901
SSP1-2.6,29,Mid-trophic species,yield,555795.776054815
SSP1-2.6,30,Mid-trophic species,yield,552285.31251679
SSP1-2.6,31,Mid-trophic species,yield,559289.640095321
SSP1-2.6,32,Mid-trophic species,yield,558517.478641852
SSP1-2.6,33,Mid-trophic species,yield,544554.30010679
SSP1-2.6,34,Mid-trophic species,yield,528702.942967284
SSP1-2.6,35,Mid-trophic species,yield,548439.980308889
SSP1-2.6,36,Mid-trophic species,yield,543594.48203321
SSP1-2.6,37,Mid-trophic species,yield,545417.997426543
SSP1-2.6,38,Mid-trophic species,yield,543545.593768025
SSP1-2.6,39,Mid-trophic species,yield,564174.137351111
SSP1-2.6,40,Mid-trophic species,yield,543622.055290988
SSP1-2.6,41,Mid-trophic species,yield,547651.942419383
SSP1-2.6,42,Mid-trophic species,yield,564640.397727161
SSP1-2.6,43,Mid-trophic species,yield,545562.866503704
SSP1-2.6,44,Mid-trophic species,yield,554115.222473951
SSP1-2.6,45,Mid-trophic species,yield,565106.274062716
SSP1-2.6,46,Mid-trophic species,yield,547757.922754445
SSP1-2.6,47,Mid-trophic species,yield,549275.051030123
SSP1-2.6,48,Mid-trophic species,yield,559302.246430988
SSP1-2.6,49,Mid-trophic species,yield,559401.324425679
SSP1-2.6,50,Mid-trophic species,yield,543794.57038037
SSP1-2.6,51,Mid-trophic species,yield,538604.753807531
SSP1-2.6,52,Mid-trophic species,yield,550404.365388025
SSP1-2.6,53,Mid-trophic species,yield,554026.364857284
SSP1-2.6,54,Mid-trophic species,yield,544678.451358889
SSP1-2.6,55,Mid-trophic species,yield,532932.568343333
SSP1-2.6,56,Mid-trophic species,yield,547451.104578395
SSP1-2.6,57,Mid-trophic species,yield,536521.911496667
SSP1-2.6,58,Mid-trophic species,yield,541449.714521111
SSP1-2.6,59,Mid-trophic species,yield,544520.957453704
SSP1-2.6,60,Mid-trophic species,yield,544488.359169753
SSP1-2.6,61,Mid-trophic species,yield,562635.781016914
SSP1-2.6,62,Mid-trophic species,yield,546100.992728766
SSP1-2.6,63,Mid-trophic species,yield,549575.171394568
SSP1-2.6,64,Mid-trophic species,yield,536891.249888766
SSP1-2.6,65,Mid-trophic species,yield,550766.163439506
SSP1-2.6,66,Mid-trophic species,yield,558033.519799383
SSP1-2.6,67,Mid-trophic species,yield,561006.053195309
SSP1-2.6,68,Mid-trophic species,yield,554455.609640247
SSP1-2.6,69,Mid-trophic species,yield,542993.601691234
SSP1-2.6,70,Mid-trophic species,yield,545137.006787037
SSP1-2.6,71,Mid-trophic species,yield,559299.627808766
SSP1-2.6,72,Mid-trophic species,yield,564953.483274568
SSP1-2.6,73,Mid-trophic species,yield,555704.921816543
SSP1-2.6,74,Mid-trophic species,yield,556900.974605556
SSP1-2.6,75,Mid-trophic species,yield,536232.152079136
SSP1-2.6,76,Mid-trophic species,yield,533793.306789136
SSP1-2.6,77,Mid-trophic species,yield,545053.558467654
SSP1-2.6,78,Mid-trophic species,yield,553666.404277778
SSP1-2.6,79,Mid-trophic species,yield,549957.331123087
SSP1-2.6,80,Mid-trophic species,yield,558845.801291852
SSP1-2.6,81,Mid-trophic species,yield,540856.168528395
SSP1-2.6,82,Mid-trophic species,yield,551300.03322
SSP1-2.6,83,Mid-trophic species,yield,547342.840861728
SSP1-2.6,84,Mid-trophic species,yield,551717.523785679
SSP1-2.6,85,Mid-trophic species,yield,551176.029130247
SSP1-2.6,86,Mid-trophic species,yield,536153.431608642
SSP1-2.6,87,Mid-trophic species,yield,551410.871944445
SSP1-2.6,88,Mid-trophic species,yield,545800.239559136
SSP1-2.6,89,Mid-trophic species,yield,549046.840589136
SSP1-2.6,90,Mid-trophic species,yield,552281.858695432
SSP1-2.6,91,Mid-trophic species,yield,538429.268300124
SSP1-2.6,92,Mid-trophic species,yield,546121.736880247
SSP1-2.6,93,Mid-trophic species,yield,550725.460739753
SSP1-2.6,94,Mid-trophic species,yield,551422.160342222
SSP1-2.6,95,Mid-trophic species,yield,533300.175501975
SSP1-2.6,96,Mid-trophic species,yield,558176.069106667
SSP1-2.6,97,Mid-trophic species,yield,542052.579563827
SSP1-2.6,98,Mid-trophic species,yield,533827.789432469
SSP1-2.6,99,Mid-trophic species,yield,537634.620714321
SSP1-2.6,100,Mid-trophic species,yield,539165.076070988
SSP5-8.5,1,Prey,yield,110061.442049383
SSP5-8.5,2,Prey,yield,115945.486320988
SSP5-8.5,3,Prey,yield,114403.516802469
SSP5-8.5,4,Prey,yield,116729.346876543
SSP5-8.5,5,Prey,yield,112592.765395062
SSP5-8.5,6,Prey,yield,117343.475123457
SSP5-8.5,7,Prey,yield,112279.405061728
SSP5-8.5,8,Prey,yield,115694.911123457
SSP5-8.5,9,Prey,yield,119166.662975309
SSP5-8.5,10,Prey,yield,118923.573802469
SSP5-8.5,11,Prey,yield,114401.61762963
SSP5-8.5,12,Prey,yield,115735.914802469
SSP5-8.5,13,Prey,yield,114281.876222222
SSP5-8.5,14,Prey,yield,118545.484814815
SSP5-8.5,15,Prey,yield,117090.672604938
SSP5-8.5,16,Prey,yield,111580.746259259
SSP5-8.5,17,Prey,yield,118581.658358025
SSP5-8.5,18,Prey,yield,111233.065740741
SSP5-8.5,19,Prey,yield,117921.236333333
SSP5-8.5,20,Prey,yield,112177.061851852
SSP5-8.5,21,Prey,yield,116234.529024691
SSP5-8.5,22,Prey,yield,121299.346777778
SSP5-8.5,23,Prey,yield,113170.103185185
SSP5-8.5,24,Prey,yield,113738.348246914
SSP5-8.5,25,Prey,yield,115803.427259259
SSP5-8.5,26,Prey,yield,115297.63045679
SSP5-8.5,27,Prey,yield,116714.230358025
SSP5-8.5,28,Prey,yield,116411.605876543
SSP5-8.5,29,Prey,yield,116519.460493827
SSP5-8.5,30,Prey,yield,120783.926407407
SSP5-8.5,31,Prey,yield,114338.156814815
SSP5-8.5,32,Prey,yield,115193.259901235
SSP5-8.5,33,Prey,yield,112254.853148148
SSP5-8.5,34,Prey,yield,115950.420580247
SSP5-8.5,35,Prey,yield,111249.345395062
SSP5-8.5,36,Prey,yield,117344.155246914
SSP5-8.5,37,Prey,yield,118476.17145679
SSP5-8.5,38,Prey,yield,112394.541654321
SSP5-8.5,39,Prey,yield,115072.391234568
SSP5-8.5,40,Prey,yield,114128.227049383
SSP5-8.5,41,Prey,yield,116304.483061728
SSP5-8.5,42,Prey,yield,115390.838259259
SSP5-8.5,43,Prey,yield,111695.854604938
SSP5-8.5,44,Prey,yield,118515.19491358
SSP5-8.5,45,Prey,yield,111908.239148148
SSP5-8.5,46,Prey,yield,115568.126419753
SSP5-8.5,47,Prey,yield,112711.156765432
SSP5-8.5,48,Prey,yield,117025.971864198
SSP5-8.5,49,Prey,yield,127002.605740741
SSP5-8.5,50,Prey,yield,114594.010740741
SSP5-8.5,51,Prey,yield,119287.627345679
SSP5-8.5,52,Prey,yield,115209.39437037
SSP5-8.5,53,Prey,yield,114913.678728395
SSP5-8.5,54,Prey,yield,109455.977679012
SSP5-8.5,55,Prey,yield,117247.639777778
SSP5-8.5,56,Prey,yield,112325.605
SSP5-8.5,57,Prey,yield,119078.386098765
SSP5-8.5,58,Prey,yield,119193.672148148
SSP5-8.5,59,Prey,yield,119128.104962963
SSP5-8.5,60,Prey,yield,111568.235703704
SSP5-8.5,61,Prey,yield,116020.229419753
SSP5-8.5,62,Prey,yield,117985.353555556
SSP5-8.5,63,Prey,yield,115253.442530864
SSP5-8.5,64,Prey,yield,111850.292901235
SSP5-8.5,65,Prey,yield,119040.713962963
SSP5-8.5,66,Prey,yield,111775.84137037
SSP5-8.5,67,Prey,yield,118273.052691358
SSP5-8.5,68,Prey,yield,116608.373728395
SSP5-8.5,69,Prey,yield,121739.256703704
SSP5-8.5,70,Prey,yield,119701.478123457
SSP5-8.5,71,Prey,yield,118048.448197531
SSP5-8.5,72,Prey,yield,113306.371654321
SSP5-8.5,73,Prey,yield,120481.388851852
SSP5-8.5,74,Prey,yield,111353.720308642
SSP5-8.5,75,Prey,yield,112779.072839506
SSP5-8.5,76,Prey,yield,110814.050432099
SSP5-8.5,77,Prey,yield,116938.874283951
SSP5-8.5,78,Prey,yield,121407.62037037
SSP5-8.5,79,Prey,yield,117854.479024691
SSP5-8.5,80,Prey,yield,112177.157
SSP5-8.5,81,Prey,yield,110219.125790123
SSP5-8.5,82,Prey,yield,115030.080592593
SSP5-8.5,83,Prey,yield,112479.166160494
SSP5-8.5,84,Prey,yield,111778.865407407
SSP5-8.5,85,Prey,yield,116729.206135802
SSP5-8.5,86,Prey,yield,110949.441222222
SSP5-8.5,87,Prey,yield,115182.68637037
SSP5-8.5,88,Prey,yield,114190.111172839
SSP5-8.5,89,Prey,yield,115762.398827161
SSP5-8.5,90,Prey,yield,122727.946567901
SSP5-8.5,91,Prey,yield,116311.036654321
SSP5-8.5,92,Prey,yield,121605.634
SSP5-8.5,93,Prey,yield,114321.418753086
SSP5-8.5,94,Prey,yield,116851.143876543
SSP5-8.5,95,Prey,yield,117378.209246914
SSP5-8.5,96,Prey,yield,114420.967530864
SSP5-8.5,97,Prey,yield,115364.080296296
SSP5-8.5,98,Prey,yield,112762.816716049
SSP5-8.5,99,Prey,yield,118119.213592593
SSP5-8.5,100,Prey,yield,118969.499851852
SSP5-8.5,1,Predator,yield,437831.249641975
SSP5-8.5,2,Predator,yield,439860.355160494
SSP5-8.5,3,Predator,yield,445567.070333333
SSP5-8.5,4,Predator,yield,444256.091753086
SSP5-8.5,5,Predator,yield,442777.667111111
SSP5-8.5,6,Predator,yield,446961.737197531
SSP5-8.5,7,Predator,yield,444293.00954321
SSP5-8.5,8,Predator,yield,440299.852345679
SSP5-8.5,9,Predator,yield,442129.495111111
SSP5-8.5,10,Predator,yield,439562.655765432
SSP5-8.5,11,Predator,yield,450037.620728395
SSP5-8.5,12,Predator,yield,442759.031851852
SSP5-8.5,13,Predator,yield,444656.039753086
SSP5-8.5,14,Predator,yield,437829.879925926
SSP5-8.5,15,Predator,yield,437283.341024691
SSP5-8.5,16,Predator,yield,443728.449209877
SSP5-8.5,17,Predator,yield,441947.304987654
SSP5-8.5,18,Predator,yield,439951.991185185
SSP5-8.5,19,Predator,yield,446428.574209877
SSP5-8.5,20,Predator,yield,440057.455283951
SSP5-8.5,21,Predator,yield,432709.035851852
SSP5-8.5,22,Predator,yield,438712.920012346
SSP5-8.5,23,Predator,yield,440773.054530864
SSP5-8.5,24,Predator,yield,434881.338111111
SSP5-8.5,25,Predator,yield,443876.114975309
SSP5-8.5,26,Predator,yield,447660.141981481
SSP5-8.5,27,Predator,yield,439256.25337037
SSP5-8.5,28,Predator,yield,442244.193820988
SSP5-8.5,29,Predator,yield,444132.664901235
SSP5-8.5,30,Predator,yield,441796.122864198
SSP5-8.5,31,Predator,yield,446388.137358025
SSP5-8.5,32,Predator,yield,443275.52854321
SSP5-8.5,33,Predator,yield,444493.403962963
SSP5-8.5,34,Predator,yield,434892.98262963
SSP5-8.5,35,Predator,yield,441538.895308642
SSP5-8.5,36,Predator,yield,437769.562691358
SSP5-8.5,37,Predator,yield,442311.095469136
SSP5-8.5,38,Predator,yield,435599.720654321
SSP5-8.5,39,Predator,yield,439856.749271605
SSP5-8.5,40,Predator,yield,441346.002728395
SSP5-8.5,41,Predator,yield,438756.638259259
SSP5-8.5,42,Predator,yield,446480.965493827
SSP5-8.5,43,Predator,yield,448017.153561728
SSP5-8.5,44,Predator,yield,443437.404222222
SSP5-8.5,45,Predator,yield,445567.218839506
SSP5-8.5,46,Predator,yield,440500.133839506
SSP5-8.5,47,Predator,yield,438242.239148148
SSP5-8.5,48,Predator,yield,445032.013611111
SSP5-8.5,49,Predator,yield,442834.472506173
SSP5-8.5,50,Predator,yield,449263.683469136
SSP5-8.5,51,Predator,yield,441527.334975309
SSP5-8.5,52,Predator,yield,442648.851308642
SSP5-8.5,53,Predator,yield,449884.803481481
SSP5-8.5,54,Predator,yield,436164.486703704
SSP5-8.5,55,Predator,yield,436885.097827161
SSP5-8.5,56,Predator,yield,440300.021185185
SSP5-8.5,57,Predator,yield,442023.000283951
SSP5-8.5,58,Predator,yield,440675.069814815
SSP5-8.5,59,Predator,yield,435050.053888889
SSP5-8.5,60,Predator,yield,433654.726839506
SSP5-8.5,61,Predator,yield,441326.303506173
SSP5-8.5,62,Predator,yield,445389.509074074
SSP5-8.5,63,Predator,yield,443302.441111111
SSP5-8.5,64,Predator,yield,443409.971469136
SSP5-8.5,65,Predator,yield,443699.941530864
SSP5-8.5,66,Predator,yield,443909.836790124
SSP5-8.5,67,Predator,yield,433498.141506173
SSP5-8.5,68,Predator,yield,432470.370876543
SSP5-8.5,69,Predator,yield,436796.070111111
SSP5-8.5,70,Predator,yield,447884.817
SSP5-8.5,71,Predator,yield,446327.117246914
SSP5-8.5,72,Predator,yield,437994.838123457
SSP5-8.5,73,Predator,yield,447324.168777778
SSP5-8.5,74,Predator,yield,446968.275271605
SSP5-8.5,75,Predator,yield,436398.989444444
SSP5-8.5,76,Predator,yield,444430.819302469
SSP5-8.5,77,Predator,yield,452686.736679013
SSP5-8.5,78,Predator,yield,449291.586222222
SSP5-8.5,79,Predator,yield,452096.410444444
SSP5-8.5,80,Predator,yield,429832.869530864
SSP5-8.5,81,Predator,yield,443185.633012346
SSP5-8.5,82,Predator,yield,442415.257506173
SSP5-8.5,83,Predator,yield,440187.707296296
