run,species,scenario,age_future,latin,group,species_order,age_base,log2_response,paired_change_years
53,MuraenesoxCinereus,SSP5-8.5,0.700608905185185,Muraenesox cinereus,Predator,4,0.691513392333333,0.0188521339386008,0.00909551285185206
53,PampusArgenteus,SSP1-2.6,0.436024975061728,Pampus argenteus,Mid-trophic species,12,0.432906561333333,0.010355106582286,0.003118413728395
53,PampusArgenteus,SSP5-8.5,0.435000535555556,Pampus argenteus,Mid-trophic species,12,0.432906561333333,0.00696151027837498,0.00209397422222302
53,PennahiaArgentata,SSP1-2.6,0.601212017777778,Pennahia argentata,Mid-trophic species,11,0.588067505666667,0.0318920729749934,0.013144512111111
53,PennahiaArgentata,SSP5-8.5,0.609994195185185,Pennahia argentata,Mid-trophic species,11,0.588067505666667,0.052813738834104,0.0219266895185181
53,PortunusTrituberculatus,SSP1-2.6,0.984423702839506,Portunus trituberculatus,Invertebrate,8,0.995241060333333,-0.0157666122337147,-0.0108173574938271
53,PortunusTrituberculatus,SSP5-8.5,1.02996133469136,Portunus trituberculatus,Invertebrate,8,0.995241060333333,0.049472266264474,0.0347202743580271
53,ScomberJaponicus,SSP1-2.6,0.792017659876543,Scomber japonicus,Mid-trophic species,9,0.789382182333333,0.0048086433304534,0.00263547754321003
53,ScomberJaponicus,SSP5-8.5,0.789938555925926,Scomber japonicus,Mid-trophic species,9,0.789382182333333,0.00101648441216031,0.000556373592592974
53,ScomberomorusNiphonius,SSP1-2.6,0.66705506962963,Scomberomorus niphonius,Predator,2,0.659320185666667,0.0168266185466281,0.00773488396296307
53,ScomberomorusNiphonius,SSP5-8.5,0.666081043950617,Scomberomorus niphonius,Predator,2,0.659320185666667,0.014718473320436,0.00676085828395001
53,TodarodesPacificus,SSP1-2.6,1.00416214987654,Todarodes pacificus,Invertebrate,6,1.022803562,-0.0265368387136418,-0.0186414121234599
53,TodarodesPacificus,SSP5-8.5,1.01335223876543,Todarodes pacificus,Invertebrate,6,1.022803562,-0.0133933514174085,-0.0094513232345701
53,TrachurusJaponicus,SSP1-2.6,0.464093018024691,Trachurus japonicus,Mid-trophic species,14,0.473822372333333,-0.0299323262291361,-0.00972935430864202
53,TrachurusJaponicus,SSP5-8.5,0.46284544345679,Trachurus japonicus,Mid-trophic species,14,0.473822372333333,-0.0338158002758985,-0.010976928876543
53,TrachysalambriaCurvirostris,SSP1-2.6,0.863021340493827,Trachysalambria curvirostris,Invertebrate,7,0.846709103333333,0.0275298341297981,0.0163122371604939
53,TrachysalambriaCurvirostris,SSP5-8.5,0.901226486666667,Trachysalambria curvirostris,Invertebrate,7,0.846709103333333,0.0900233142151942,0.054517383333334
53,TrichiurusJaponicus,SSP1-2.6,1.16761827320988,Trichiurus japonicus,Predator,3,1.25081085333333,-0.0992949484626267,-0.0831925801234499
53,TrichiurusJaponicus,SSP5-8.5,1.15613573691358,Trichiurus japonicus,Predator,3,1.25081085333333,-0.113552854360826,-0.0946751164197499
54,DecapterusMaruadsi,SSP1-2.6,0.533342276419753,Decapterus maruadsi,Mid-trophic species,10,0.536883650666667,-0.00954778160788251,-0.00354137424691403
