run,group,scenario,age_future,age_base,log2_response,paired_change_years
10,Mid-trophic species,SSP5-8.5,0.596659332472782,0.595766615187954,0.00216016607636558,0.000892717284827871
11,Prey,SSP1-2.6,0.678328545432099,0.710254182666667,-0.0663512168272912,-0.031925637234568
11,Prey,SSP5-8.5,0.655218591234568,0.710254182666667,-0.116359129704008,-0.0550355914320989
11,Predator,SSP1-2.6,0.750973581822358,0.751435590840999,-0.000887292427625778,-0.000462009018641241
11,Predator,SSP5-8.5,0.760655652753939,0.751435590840999,0.0175940473331206,0.00922006191293978
11,Invertebrate,SSP1-2.6,0.947613321502844,0.973472696271254,-0.0388420350897512,-0.0258593747684099
11,Invertebrate,SSP5-8.5,0.949292142435228,0.973472696271254,-0.0362883735477175,-0.0241805538360265
11,Mid-trophic species,SSP1-2.6,0.595863207062536,0.600328658059136,-0.0107713722558167,-0.00446545099660012
11,Mid-trophic species,SSP5-8.5,0.595587412726812,0.600328658059136,-0.0114392759371816,-0.00474124533232423
12,Prey,SSP1-2.6,0.678301587777778,0.707792409333333,-0.0613994198760852,-0.0294908215555549
12,Prey,SSP5-8.5,0.663331607530864,0.707792409333333,-0.0935960183183618,-0.044460801802469
12,Predator,SSP1-2.6,0.752536478934182,0.761176454446739,-0.0164694175722741,-0.0086399755125578
12,Predator,SSP5-8.5,0.741924361162477,0.761176454446739,-0.0369588229946941,-0.0192520932842628
12,Invertebrate,SSP1-2.6,0.974614375580917,0.982453159564722,-0.0115571231489759,-0.00783878398380489
12,Invertebrate,SSP5-8.5,0.957087722843798,0.982453159564722,-0.0377374631703933,-0.0253654367209234
12,Mid-trophic species,SSP1-2.6,0.598144648170399,0.598838170631169,-0.00167177257875512,-0.000693522460769813
12,Mid-trophic species,SSP5-8.5,0.59534700739946,0.598838170631169,-0.00843537220694678,-0.00349116323170939
13,Prey,SSP1-2.6,0.663275797654321,0.693054836666667,-0.0633606232503051,-0.029779039012346
13,Prey,SSP5-8.5,0.656035899753086,0.693054836666667,-0.0791947429174314,-0.037018936913581
13,Predator,SSP1-2.6,0.75487500579142,0.75711185903024,-0.00426868712192099,-0.00223685323882061
13,Predator,SSP5-8.5,0.744691578589018,0.75711185903024,-0.0238634232608751,-0.0124202804412221
