record_type,scenario,functional_group,point_index,somatic_log2,gonad_log2,confidence_level,bootstrap_replicates
ellipse,SSP1-2.6,Predator,169,0.0575123,0.10603596,0.95,5000
ellipse,SSP1-2.6,Predator,170,0.05559372,0.10378662,0.95,5000
ellipse,SSP1-2.6,Predator,171,0.05381532,0.1014918,0.95,5000
ellipse,SSP1-2.6,Predator,172,0.05217926,0.0991543,0.95,5000
ellipse,SSP1-2.6,Predator,173,0.05068754,0.09677695,0.95,5000
ellipse,SSP1-2.6,Predator,174,0.04934198,0.09436266,0.95,5000
ellipse,SSP1-2.6,Predator,175,0.04814421,0.09191437,0.95,5000
ellipse,SSP1-2.6,Predator,176,0.04709569,0.08943507,0.95,5000
ellipse,SSP1-2.6,Predator,177,0.04619771,0.08692776,0.95,5000
ellipse,SSP1-2.6,Predator,178,0.04545135,0.08439551,0.95,5000
ellipse,SSP1-2.6,Predator,179,0.04485753,0.08184141,0.95,5000
ellipse,SSP1-2.6,Predator,180,0.04441696,0.07926856,0.95,5000
ellipse,SSP1-2.6,Predator,181,0.04413019,0.07668009,0.95,5000
ellipse,SSP1-2.6,Invertebrate,1,0.56843715,0.81542784,0.95,5000
ellipse,SSP1-2.6,Invertebrate,2,0.56396832,0.81749193,0.95,5000
ellipse,SSP1-2.6,Invertebrate,3,0.55923595,0.81905008,0.95,5000
ellipse,SSP1-2.6,Invertebrate,4,0.55424582,0.8201004,0.95,5000
ellipse,SSP1-2.6,Invertebrate,5,0.54900401,0.8206416,0.95,5000
ellipse,SSP1-2.6,Invertebrate,6,0.54351691,0.82067304,0.95,5000
ellipse,SSP1-2.6,Invertebrate,7,0.53779119,0.82019466,0.95,5000
ellipse,SSP1-2.6,Invertebrate,8,0.53183384,0.81920705,0.95,5000
ellipse,SSP1-2.6,Invertebrate,9,0.52565211,0.81771142,0.95,5000
ellipse,SSP1-2.6,Invertebrate,10,0.51925353,0.81570958,0.95,5000
ellipse,SSP1-2.6,Invertebrate,11,0.5126459,0.81320398,0.95,5000
ellipse,SSP1-2.6,Invertebrate,12,0.50583728,0.81019767,0.95,5000
ellipse,SSP1-2.6,Invertebrate,13,0.49883595,0.80669431,0.95,5000
ellipse,SSP1-2.6,Invertebrate,14,0.49165045,0.80269817,0.95,5000
ellipse,SSP1-2.6,Invertebrate,15,0.48428952,0.79821411,0.95,5000
ellipse,SSP1-2.6,Invertebrate,16,0.47676215,0.79324761,0.95,5000
ellipse,SSP1-2.6,Invertebrate,17,0.46907749,0.78780471,0.95,5000
ellipse,SSP1-2.6,Invertebrate,18,0.46124492,0.78189205,0.95,5000
ellipse,SSP1-2.6,Invertebrate,19,0.45327397,0.77551682,0.95,5000
ellipse,SSP1-2.6,Invertebrate,20,0.44517435,0.76868679,0.95,5000
ellipse,SSP1-2.6,Invertebrate,21,0.43695594,0.7614103,0.95,5000
ellipse,SSP1-2.6,Invertebrate,22,0.42862875,0.75369619,0.95,5000
ellipse,SSP1-2.6,Invertebrate,23,0.42020292,0.74555387,0.95,5000
ellipse,SSP1-2.6,Invertebrate,24,0.41168872,0.73699326,0.95,5000
ellipse,SSP1-2.6,Invertebrate,25,0.40309652,0.72802479,0.95,5000
ellipse,SSP1-2.6,Invertebrate,26,0.39443679,0.71865939,0.95,5000
ellipse,SSP1-2.6,Invertebrate,27,0.38572008,0.70890847,0.95,5000
ellipse,SSP1-2.6,Invertebrate,28,0.37695701,0.6987839,0.95,5000
ellipse,SSP1-2.6,Invertebrate,29,0.36815825,0.68829802,0.95,5000
ellipse,SSP1-2.6,Invertebrate,30,0.35933453,0.67746361,0.95,5000
ellipse,SSP1-2.6,Invertebrate,31,0.3504966,0.66629387,0.95,5000
ellipse,SSP1-2.6,Invertebrate,32,0.34165522,0.6548024,0.95,5000
ellipse,SSP1-2.6,Invertebrate,33,0.33282117,0.64300321,0.95,5000
ellipse,SSP1-2.6,Invertebrate,34,0.32400521,0.63091067,0.95,5000
ellipse,SSP1-2.6,Invertebrate,35,0.31521808,0.61853952,0.95,5000
ellipse,SSP1-2.6,Invertebrate,36,0.30647048,0.60590482,0.95,5000
ellipse,SSP1-2.6,Invertebrate,37,0.29777308,0.59302198,0.95,5000
ellipse,SSP1-2.6,Invertebrate,38,0.28913647,0.57990668,0.95,5000
ellipse,SSP1-2.6,Invertebrate,39,0.28057117,0.5665749,0.95,5000
ellipse,SSP1-2.6,Invertebrate,40,0.27208761,0.5530429,0.95,5000
ellipse,SSP1-2.6,Invertebrate,41,0.26369614,0.53932715,0.95,5000
ellipse,SSP1-2.6,Invertebrate,42,0.25540698,0.52544436,0.95,5000
ellipse,SSP1-2.6,Invertebrate,43,0.24723023,0.51141145,0.95,5000
ellipse,SSP1-2.6,Invertebrate,44,0.23917584,0.49724552,0.95,5000
ellipse,SSP1-2.6,Invertebrate,45,0.23125364,0.48296383,0.95,5000
ellipse,SSP1-2.6,Invertebrate,46,0.22347326,0.46858377,0.95,5000
ellipse,SSP1-2.6,Invertebrate,47,0.21584421,0.45412286,0.95,5000
ellipse,SSP1-2.6,Invertebrate,48,0.20837576,0.43959873,0.95,5000
ellipse,SSP1-2.6,Invertebrate,49,0.20107701,0.42502907,0.95,5000
ellipse,SSP1-2.6,Invertebrate,50,0.19395687,0.41043162,0.95,5000
ellipse,SSP1-2.6,Invertebrate,51,0.18702399,0.39582419,0.95,5000
ellipse,SSP1-2.6,Invertebrate,52,0.18028684,0.38122455,0.95,5000
ellipse,SSP1-2.6,Invertebrate,53,0.17375362,0.3666505,0.95,5000
ellipse,SSP1-2.6,Invertebrate,54,0.16743229,0.3521198,0.95,5000
ellipse,SSP1-2.6,Invertebrate,55,0.16133054,0.33765015,0.95,5000
ellipse,SSP1-2.6,Invertebrate,56,0.15545583,0.32325917,0.95,5000
ellipse,SSP1-2.6,Invertebrate,57,0.14981529,0.3089644,0.95,5000
ellipse,SSP1-2.6,Invertebrate,58,0.1444158,0.29478326,0.95,5000
ellipse,SSP1-2.6,Invertebrate,59,0.13926395,0.28073303,0.95,5000
ellipse,SSP1-2.6,Invertebrate,60,0.13436601,0.26683082,0.95,5000
ellipse,SSP1-2.6,Invertebrate,61,0.12972794,0.25309357,0.95,5000
ellipse,SSP1-2.6,Invertebrate,62,0.1253554,0.23953801,0.95,5000
ellipse,SSP1-2.6,Invertebrate,63,0.12125372,0.22618067,0.95,5000
ellipse,SSP1-2.6,Invertebrate,64,0.11742788,0.21303781,0.95,5000
ellipse,SSP1-2.6,Invertebrate,65,0.11388256,0.20012545,0.95,5000
ellipse,SSP1-2.6,Invertebrate,66,0.11062207,0.18745932,0.95,5000
ellipse,SSP1-2.6,Invertebrate,67,0.10765039,0.17505486,0.95,5000
ellipse,SSP1-2.6,Invertebrate,68,0.10497113,0.16292716,0.95,5000
ellipse,SSP1-2.6,Invertebrate,69,0.10258756,0.15109102,0.95,5000
ellipse,SSP1-2.6,Invertebrate,70,0.10050258,0.13956085,0.95,5000
ellipse,SSP1-2.6,Invertebrate,71,0.09871874,0.1283507,0.95,5000
ellipse,SSP1-2.6,Invertebrate,72,0.0972382,0.11747423,0.95,5000
ellipse,SSP1-2.6,Invertebrate,73,0.09606277,0.10694468,0.95,5000
ellipse,SSP1-2.6,Invertebrate,74,0.09519389,0.09677489,0.95,5000
ellipse,SSP1-2.6,Invertebrate,75,0.09463261,0.08697725,0.95,5000
ellipse,SSP1-2.6,Invertebrate,76,0.09437961,0.07756369,0.95,5000
ellipse,SSP1-2.6,Invertebrate,77,0.09443521,0.06854569,0.95,5000
ellipse,SSP1-2.6,Invertebrate,78,0.09479933,0.05993422,0.95,5000
ellipse,SSP1-2.6,Invertebrate,79,0.09547154,0.05173979,0.95,5000
ellipse,SSP1-2.6,Invertebrate,80,0.09645101,0.04397237,0.95,5000
ellipse,SSP1-2.6,Invertebrate,81,0.09773654,0.03664143,0.95,5000
ellipse,SSP1-2.6,Invertebrate,82,0.09932659,0.0297559,0.95,5000
ellipse,SSP1-2.6,Invertebrate,83,0.10121919,0.02332417,0.95,5000
ellipse,SSP1-2.6,Invertebrate,84,0.10341206,0.01735407,0.95,5000
ellipse,SSP1-2.6,Invertebrate,85,0.10590252,0.01185289,0.95,5000
ellipse,SSP1-2.6,Invertebrate,86,0.10868753,0.00682731,0.95,5000
ellipse,SSP1-2.6,Invertebrate,87,0.11176371,0.00228347,0.95,5000
ellipse,SSP1-2.6,Invertebrate,88,0.11512729,-0.0017731,0.95,5000
ellipse,SSP1-2.6,Invertebrate,89,0.1187742,-0.00533745,0.95,5000
ellipse,SSP1-2.6,Invertebrate,90,0.12269997,-0.00840526,0.95,5000
ellipse,SSP1-2.6,Invertebrate,91,0.12689984,-0.01097277,0.95,5000
ellipse,SSP1-2.6,Invertebrate,92,0.13136867,-0.01303685,0.95,5000
ellipse,SSP1-2.6,Invertebrate,93,0.13610104,-0.01459501,0.95,5000
ellipse,SSP1-2.6,Invertebrate,94,0.14109117,-0.01564533,0.95,5000
ellipse,SSP1-2.6,Invertebrate,95,0.14633298,-0.01618653,0.95,5000
ellipse,SSP1-2.6,Invertebrate,96,0.15182008,-0.01621796,0.95,5000
ellipse,SSP1-2.6,Invertebrate,97,0.1575458,-0.01573958,0.95,5000
ellipse,SSP1-2.6,Invertebrate,98,0.16350315,-0.01475198,0.95,5000
ellipse,SSP1-2.6,Invertebrate,99,0.16968488,-0.01325634,0.95,5000
ellipse,SSP1-2.6,Invertebrate,100,0.17608346,-0.01125451,0.95,5000
ellipse,SSP1-2.6,Invertebrate,101,0.18269109,-0.00874891,0.95,5000
ellipse,SSP1-2.6,Invertebrate,102,0.18949971,-0.00574259,0.95,5000
ellipse,SSP1-2.6,Invertebrate,103,0.19650104,-0.00223923,0.95,5000
ellipse,SSP1-2.6,Invertebrate,104,0.20368654,0.00175691,0.95,5000
ellipse,SSP1-2.6,Invertebrate,105,0.21104747,0.00624096,0.95,5000
ellipse,SSP1-2.6,Invertebrate,106,0.21857484,0.01120746,0.95,5000
ellipse,SSP1-2.6,Invertebrate,107,0.2262595,0.01665036,0.95,5000
ellipse,SSP1-2.6,Invertebrate,108,0.23409207,0.02256303,0.95,5000
ellipse,SSP1-2.6,Invertebrate,109,0.24206302,0.02893826,0.95,5000
ellipse,SSP1-2.6,Invertebrate,110,0.25016264,0.03576828,0.95,5000
ellipse,SSP1-2.6,Invertebrate,111,0.25838104,0.04304478,0.95,5000
ellipse,SSP1-2.6,Invertebrate,112,0.26670824,0.05075889,0.95,5000
ellipse,SSP1-2.6,Invertebrate,113,0.27513407,0.0589012,0.95,5000
ellipse,SSP1-2.6,Invertebrate,114,0.28364827,0.06746181,0.95,5000
ellipse,SSP1-2.6,Invertebrate,115,0.29224047,0.07643028,0.95,5000
ellipse,SSP1-2.6,Invertebrate,116,0.3009002,0.08579568,0.95,5000
ellipse,SSP1-2.6,Invertebrate,117,0.30961691,0.09554661,0.95,5000
ellipse,SSP1-2.6,Invertebrate,118,0.31837998,0.10567117,0.95,5000
ellipse,SSP1-2.6,Invertebrate,119,0.32717874,0.11615705,0.95,5000
ellipse,SSP1-2.6,Invertebrate,120,0.33600246,0.12699146,0.95,5000
ellipse,SSP1-2.6,Invertebrate,121,0.34484039,0.1381612,0.95,5000
ellipse,SSP1-2.6,Invertebrate,122,0.35368177,0.14965267,0.95,5000
ellipse,SSP1-2.6,Invertebrate,123,0.36251582,0.16145186,0.95,5000
ellipse,SSP1-2.6,Invertebrate,124,0.37133178,0.1735444,0.95,5000
ellipse,SSP1-2.6,Invertebrate,125,0.38011891,0.18591555,0.95,5000
ellipse,SSP1-2.6,Invertebrate,126,0.38886651,0.19855025,0.95,5000
ellipse,SSP1-2.6,Invertebrate,127,0.39756391,0.2114331,0.95,5000
ellipse,SSP1-2.6,Invertebrate,128,0.40620052,0.2245484,0.95,5000
ellipse,SSP1-2.6,Invertebrate,129,0.41476582,0.23788017,0.95,5000
ellipse,SSP1-2.6,Invertebrate,130,0.42324938,0.25141218,0.95,5000
ellipse,SSP1-2.6,Invertebrate,131,0.43164084,0.26512793,0.95,5000
ellipse,SSP1-2.6,Invertebrate,132,0.43993001,0.27901071,0.95,5000
ellipse,SSP1-2.6,Invertebrate,133,0.44810676,0.29304362,0.95,5000
ellipse,SSP1-2.6,Invertebrate,134,0.45616115,0.30720955,0.95,5000
ellipse,SSP1-2.6,Invertebrate,135,0.46408335,0.32149125,0.95,5000
ellipse,SSP1-2.6,Invertebrate,136,0.47186372,0.33587131,0.95,5000
ellipse,SSP1-2.6,Invertebrate,137,0.47949278,0.35033221,0.95,5000
ellipse,SSP1-2.6,Invertebrate,138,0.48696123,0.36485634,0.95,5000
ellipse,SSP1-2.6,Invertebrate,139,0.49425998,0.37942601,0.95,5000
ellipse,SSP1-2.6,Invertebrate,140,0.50138012,0.39402345,0.95,5000
ellipse,SSP1-2.6,Invertebrate,141,0.50831299,0.40863089,0.95,5000
ellipse,SSP1-2.6,Invertebrate,142,0.51505015,0.42323052,0.95,5000
ellipse,SSP1-2.6,Invertebrate,143,0.52158337,0.43780457,0.95,5000
ellipse,SSP1-2.6,Invertebrate,144,0.5279047,0.45233527,0.95,5000
ellipse,SSP1-2.6,Invertebrate,145,0.53400644,0.46680493,0.95,5000
ellipse,SSP1-2.6,Invertebrate,146,0.53988116,0.4811959,0.95,5000
ellipse,SSP1-2.6,Invertebrate,147,0.5455217,0.49549067,0.95,5000
ellipse,SSP1-2.6,Invertebrate,148,0.55092119,0.50967181,0.95,5000
ellipse,SSP1-2.6,Invertebrate,149,0.55607304,0.52372204,0.95,5000
ellipse,SSP1-2.6,Invertebrate,150,0.56097098,0.53762426,0.95,5000
ellipse,SSP1-2.6,Invertebrate,151,0.56560905,0.55136151,0.95,5000
ellipse,SSP1-2.6,Invertebrate,152,0.56998159,0.56491706,0.95,5000
ellipse,SSP1-2.6,Invertebrate,153,0.57408327,0.57827441,0.95,5000
ellipse,SSP1-2.6,Invertebrate,154,0.57790911,0.59141726,0.95,5000
ellipse,SSP1-2.6,Invertebrate,155,0.58145443,0.60432962,0.95,5000
ellipse,SSP1-2.6,Invertebrate,156,0.58471492,0.61699575,0.95,5000
ellipse,SSP1-2.6,Invertebrate,157,0.5876866,0.62940022,0.95,5000
ellipse,SSP1-2.6,Invertebrate,158,0.59036586,0.64152791,0.95,5000
ellipse,SSP1-2.6,Invertebrate,159,0.59274943,0.65336405,0.95,5000
ellipse,SSP1-2.6,Invertebrate,160,0.59483441,0.66489422,0.95,5000
ellipse,SSP1-2.6,Invertebrate,161,0.59661825,0.67610437,0.95,5000
ellipse,SSP1-2.6,Invertebrate,162,0.59809879,0.68698084,0.95,5000
ellipse,SSP1-2.6,Invertebrate,163,0.59927422,0.69751039,0.95,5000
ellipse,SSP1-2.6,Invertebrate,164,0.6001431,0.70768018,0.95,5000
ellipse,SSP1-2.6,Invertebrate,165,0.60070438,0.71747782,0.95,5000
ellipse,SSP1-2.6,Invertebrate,166,0.60095738,0.72689138,0.95,5000
ellipse,SSP1-2.6,Invertebrate,167,0.60090178,0.73590939,0.95,5000
ellipse,SSP1-2.6,Invertebrate,168,0.60053766,0.74452085,0.95,5000
ellipse,SSP1-2.6,Invertebrate,169,0.59986545,0.75271529,0.95,5000
ellipse,SSP1-2.6,Invertebrate,170,0.59888598,0.76048271,0.95,5000
ellipse,SSP1-2.6,Invertebrate,171,0.59760044,0.76781365,0.95,5000
ellipse,SSP1-2.6,Invertebrate,172,0.5960104,0.77469917,0.95,5000
ellipse,SSP1-2.6,Invertebrate,173,0.59411779,0.7811309,0.95,5000
ellipse,SSP1-2.6,Invertebrate,174,0.59192493,0.787101,0.95,5000
ellipse,SSP1-2.6,Invertebrate,175,0.58943447,0.79260219,0.95,5000
ellipse,SSP1-2.6,Invertebrate,176,0.58664946,0.79762776,0.95,5000
ellipse,SSP1-2.6,Invertebrate,177,0.58357328,0.8021716,0.95,5000
ellipse,SSP1-2.6,Invertebrate,178,0.5802097,0.80622817,0.95,5000
ellipse,SSP1-2.6,Invertebrate,179,0.57656279,0.80979253,0.95,5000
ellipse,SSP1-2.6,Invertebrate,180,0.57263702,0.81286033,0.95,5000
ellipse,SSP1-2.6,Invertebrate,181,0.56843715,0.81542784,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,1,0.0414809,0.03086756,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,2,0.04144658,0.0297659,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,3,0.04165615,0.02863044,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,4,0.04210934,0.02746257,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,5,0.0428056,0.02626371,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,6,0.04374409,0.02503532,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,7,0.04492366,0.02377889,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,8,0.04634287,0.02249596,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,9,0.048,0.02118809,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,10,0.04989302,0.01985686,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,11,0.05201963,0.01850392,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,12,0.05437724,0.01713089,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,13,0.05696298,0.01573947,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,14,0.05977369,0.01433133,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,15,0.06280595,0.0129082,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,16,0.06605607,0.01147181,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,17,0.06952009,0.01002391,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,18,0.07319378,0.00856626,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,19,0.07707267,0.00710065,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,20,0.08115204,0.00562885,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,21,0.08542691,0.00415265,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,22,0.08989208,0.00267387,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,23,0.09454211,0.0011943,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,24,0.09937133,-0.00028427,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,25,0.10437385,-0.00176001,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,26,0.10954359,-0.00323115,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,27,0.11487424,-0.00469589,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,28,0.12035931,-0.00615243,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,29,0.12599212,-0.00759902,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,30,0.1317658,-0.00903387,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,31,0.13767332,-0.01045526,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,32,0.14370749,-0.01186144,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,33,0.14986094,-0.0132507,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,34,0.15612619,-0.01462135,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,35,0.1624956,-0.01597172,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,36,0.16896141,-0.01730017,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,37,0.17551574,-0.01860507,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,38,0.18215061,-0.01988483,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,39,0.18885793,-0.0211379,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,40,0.19562954,-0.02236276,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,41,0.20245717,-0.0235579,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,42,0.20933252,-0.02472187,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,43,0.21624721,-0.02585325,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,44,0.22319281,-0.02695067,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,45,0.23016086,-0.02801279,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,46,0.23714287,-0.02903831,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,47,0.24413033,-0.03002598,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,48,0.25111473,-0.03097461,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,49,0.25808757,-0.03188303,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,50,0.26504034,-0.03275014,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,51,0.27196458,-0.03357488,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,52,0.27885184,-0.03435625,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,53,0.28569375,-0.03509329,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,54,0.29248196,-0.03578512,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,55,0.29920819,-0.03643087,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,56,0.30586427,-0.03702978,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,57,0.31244207,-0.0375811,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,58,0.31893359,-0.03808417,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,59,0.32533091,-0.03853837,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,60,0.33162625,-0.03894315,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,61,0.33781192,-0.03929802,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,62,0.3438804,-0.03960254,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,63,0.34982428,-0.03985635,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,64,0.35563634,-0.04005913,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,65,0.36130949,-0.04021064,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,66,0.36683681,-0.04031069,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,67,0.37221157,-0.04035916,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,68,0.37742723,-0.04035599,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,69,0.38247742,-0.04030119,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,70,0.38735601,-0.04019482,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,71,0.39205703,-0.04003702,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,72,0.39657477,-0.03982796,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,73,0.40090372,-0.03956792,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,74,0.40503861,-0.0392572,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,75,0.4089744,-0.03889619,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,76,0.41270629,-0.03848532,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,77,0.41622973,-0.03802509,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,78,0.41954045,-0.03751607,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,79,0.42263439,-0.03695888,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,80,0.42550779,-0.03635419,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,81,0.42815716,-0.03570274,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,82,0.43057925,-0.03500533,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,83,0.43277113,-0.0342628,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,84,0.43473012,-0.03347606,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,85,0.43645384,-0.03264606,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,86,0.43794017,-0.03177383,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,87,0.43918733,-0.03086042,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,88,0.44019377,-0.02990694,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,89,0.44095829,-0.02891456,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,90,0.44147994,-0.02788448,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,91,0.44175809,-0.02681796,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,92,0.4417924,-0.02571631,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,93,0.44158283,-0.02458085,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,94,0.44112964,-0.02341298,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,95,0.44043338,-0.02221412,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,96,0.43949489,-0.02098573,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,97,0.43831532,-0.0197293,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,98,0.43689611,-0.01844637,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,99,0.43523898,-0.01713849,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,100,0.43334596,-0.01580727,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,101,0.43121935,-0.01445433,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,102,0.42886174,-0.0130813,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,103,0.426276,-0.01168987,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,104,0.42346529,-0.01028174,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,105,0.42043303,-0.00885861,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,106,0.41718291,-0.00742222,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,107,0.4137189,-0.00597432,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,108,0.4100452,-0.00451667,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,109,0.40616631,-0.00305105,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,110,0.40208694,-0.00157925,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,111,0.39781207,-0.00010306,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,112,0.3933469,0.00137572,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,113,0.38869687,0.0028553,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,114,0.38386766,0.00433386,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,115,0.37886513,0.00580961,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,116,0.3736954,0.00728074,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,117,0.36836474,0.00874548,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,118,0.36287967,0.01020203,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,119,0.35724687,0.01164861,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,120,0.35147318,0.01308347,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,121,0.34556566,0.01450485,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,122,0.3395315,0.01591103,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,123,0.33337804,0.01730029,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,124,0.32711279,0.01867094,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,125,0.32074338,0.02002132,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,126,0.31427758,0.02134976,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,127,0.30772324,0.02265466,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,128,0.30108837,0.02393442,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,129,0.29438105,0.0251875,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,130,0.28760945,0.02641235,0.95,5000
