record_type,scenario,functional_group,point_index,somatic_log2,gonad_log2,confidence_level,bootstrap_replicates
centroid,SSP1-2.6,Prey,0,0.32521643,0.04358941,0.95,5000
centroid,SSP1-2.6,Predator,0,0.17064938,0.06645495,0.95,5000
centroid,SSP1-2.6,Invertebrate,0,0.34766849,0.40222754,0.95,5000
centroid,SSP1-2.6,Mid-trophic species,0,0.24161949,0.0020248,0.95,5000
centroid,SSP5-8.5,Prey,0,0.48012426,0.07138667,0.95,5000
centroid,SSP5-8.5,Predator,0,0.29008204,0.06865086,0.95,5000
centroid,SSP5-8.5,Invertebrate,0,0.44706196,0.45721638,0.95,5000
centroid,SSP5-8.5,Mid-trophic species,0,0.35818071,-0.02589971,0.95,5000
ellipse,SSP1-2.6,Prey,1,0.27913506,0.04449817,0.95,5000
ellipse,SSP1-2.6,Prey,2,0.27915491,0.0440806,0.95,5000
ellipse,SSP1-2.6,Prey,3,0.27923087,0.04366242,0.95,5000
ellipse,SSP1-2.6,Prey,4,0.27936287,0.04324416,0.95,5000
ellipse,SSP1-2.6,Prey,5,0.27955072,0.04282631,0.95,5000
ellipse,SSP1-2.6,Prey,6,0.27979422,0.0424094,0.95,5000
ellipse,SSP1-2.6,Prey,7,0.28009305,0.04199393,0.95,5000
ellipse,SSP1-2.6,Prey,8,0.28044686,0.04158039,0.95,5000
ellipse,SSP1-2.6,Prey,9,0.28085522,0.04116931,0.95,5000
ellipse,SSP1-2.6,Prey,10,0.28131762,0.04076118,0.95,5000
ellipse,SSP1-2.6,Prey,11,0.28183351,0.04035649,0.95,5000
ellipse,SSP1-2.6,Prey,12,0.28240225,0.03995574,0.95,5000
ellipse,SSP1-2.6,Prey,13,0.28302316,0.03955941,0.95,5000
ellipse,SSP1-2.6,Prey,14,0.28369547,0.039168,0.95,5000
ellipse,SSP1-2.6,Prey,15,0.28441836,0.03878197,0.95,5000
ellipse,SSP1-2.6,Prey,16,0.28519097,0.0384018,0.95,5000
ellipse,SSP1-2.6,Prey,17,0.28601234,0.03802795,0.95,5000
ellipse,SSP1-2.6,Prey,18,0.28688147,0.03766088,0.95,5000
ellipse,SSP1-2.6,Prey,19,0.28779731,0.03730103,0.95,5000
ellipse,SSP1-2.6,Prey,20,0.28875874,0.03694884,0.95,5000
ellipse,SSP1-2.6,Prey,21,0.28976458,0.03660474,0.95,5000
ellipse,SSP1-2.6,Prey,22,0.29081362,0.03626915,0.95,5000
ellipse,SSP1-2.6,Prey,23,0.29190457,0.03594248,0.95,5000
ellipse,SSP1-2.6,Prey,24,0.29303611,0.03562513,0.95,5000
ellipse,SSP1-2.6,Prey,25,0.29420685,0.03531747,0.95,5000
ellipse,SSP1-2.6,Prey,26,0.29541538,0.0350199,0.95,5000
ellipse,SSP1-2.6,Prey,27,0.29666021,0.03473277,0.95,5000
ellipse,SSP1-2.6,Prey,28,0.29793984,0.03445643,0.95,5000
ellipse,SSP1-2.6,Prey,29,0.29925269,0.03419121,0.95,5000
ellipse,SSP1-2.6,Prey,30,0.30059718,0.03393745,0.95,5000
ellipse,SSP1-2.6,Prey,31,0.30197167,0.03369545,0.95,5000
ellipse,SSP1-2.6,Prey,32,0.30337447,0.0334655,0.95,5000
ellipse,SSP1-2.6,Prey,33,0.30480389,0.03324788,0.95,5000
ellipse,SSP1-2.6,Prey,34,0.30625817,0.03304286,0.95,5000
ellipse,SSP1-2.6,Prey,35,0.30773556,0.0328507,0.95,5000
ellipse,SSP1-2.6,Prey,36,0.30923424,0.03267161,0.95,5000
ellipse,SSP1-2.6,Prey,37,0.31075239,0.03250583,0.95,5000
ellipse,SSP1-2.6,Prey,38,0.31228816,0.03235355,0.95,5000
ellipse,SSP1-2.6,Prey,39,0.31383969,0.03221496,0.95,5000
ellipse,SSP1-2.6,Prey,40,0.31540508,0.03209023,0.95,5000
ellipse,SSP1-2.6,Prey,41,0.31698242,0.03197951,0.95,5000
ellipse,SSP1-2.6,Prey,42,0.31856979,0.03188294,0.95,5000
ellipse,SSP1-2.6,Prey,43,0.32016526,0.03180062,0.95,5000
ellipse,SSP1-2.6,Prey,44,0.32176688,0.03173267,0.95,5000
ellipse,SSP1-2.6,Prey,45,0.32337271,0.03167917,0.95,5000
ellipse,SSP1-2.6,Prey,46,0.32498078,0.03164017,0.95,5000
ellipse,SSP1-2.6,Prey,47,0.32658914,0.03161573,0.95,5000
ellipse,SSP1-2.6,Prey,48,0.32819583,0.03160589,0.95,5000
ellipse,SSP1-2.6,Prey,49,0.32979889,0.03161064,0.95,5000
ellipse,SSP1-2.6,Prey,50,0.33139636,0.03162999,0.95,5000
ellipse,SSP1-2.6,Prey,51,0.33298631,0.0316639,0.95,5000
ellipse,SSP1-2.6,Prey,52,0.33456679,0.03171235,0.95,5000
ellipse,SSP1-2.6,Prey,53,0.33613588,0.03177527,0.95,5000
ellipse,SSP1-2.6,Prey,54,0.33769166,0.03185258,0.95,5000
ellipse,SSP1-2.6,Prey,55,0.33923224,0.03194419,0.95,5000
ellipse,SSP1-2.6,Prey,56,0.34075575,0.03204998,0.95,5000
ellipse,SSP1-2.6,Prey,57,0.34226033,0.03216984,0.95,5000
ellipse,SSP1-2.6,Prey,58,0.34374414,0.03230361,0.95,5000
ellipse,SSP1-2.6,Prey,59,0.34520538,0.03245113,0.95,5000
ellipse,SSP1-2.6,Prey,60,0.34664226,0.03261222,0.95,5000
ellipse,SSP1-2.6,Prey,61,0.34805304,0.03278668,0.95,5000
ellipse,SSP1-2.6,Prey,62,0.349436,0.03297431,0.95,5000
ellipse,SSP1-2.6,Prey,63,0.35078945,0.03317487,0.95,5000
ellipse,SSP1-2.6,Prey,64,0.35211174,0.03338812,0.95,5000
ellipse,SSP1-2.6,Prey,65,0.35340126,0.03361379,0.95,5000
ellipse,SSP1-2.6,Prey,66,0.35465645,0.03385162,0.95,5000
ellipse,SSP1-2.6,Prey,67,0.35587577,0.03410132,0.95,5000
ellipse,SSP1-2.6,Prey,68,0.35705773,0.03436257,0.95,5000
ellipse,SSP1-2.6,Prey,69,0.3582009,0.03463506,0.95,5000
ellipse,SSP1-2.6,Prey,70,0.35930388,0.03491847,0.95,5000
ellipse,SSP1-2.6,Prey,71,0.36036534,0.03521244,0.95,5000
ellipse,SSP1-2.6,Prey,72,0.36138397,0.03551661,0.95,5000
ellipse,SSP1-2.6,Prey,73,0.36235853,0.03583062,0.95,5000
ellipse,SSP1-2.6,Prey,74,0.36328785,0.03615408,0.95,5000
ellipse,SSP1-2.6,Prey,75,0.36417078,0.03648661,0.95,5000
ellipse,SSP1-2.6,Prey,76,0.36500625,0.03682778,0.95,5000
ellipse,SSP1-2.6,Prey,77,0.36579324,0.03717719,0.95,5000
ellipse,SSP1-2.6,Prey,78,0.36653079,0.03753442,0.95,5000
ellipse,SSP1-2.6,Prey,79,0.36721801,0.03789902,0.95,5000
ellipse,SSP1-2.6,Prey,80,0.36785406,0.03827056,0.95,5000
ellipse,SSP1-2.6,Prey,81,0.36843816,0.03864857,0.95,5000
ellipse,SSP1-2.6,Prey,82,0.3689696,0.03903261,0.95,5000
ellipse,SSP1-2.6,Prey,83,0.36944773,0.0394222,0.95,5000
ellipse,SSP1-2.6,Prey,84,0.36987198,0.03981686,0.95,5000
ellipse,SSP1-2.6,Prey,85,0.37024182,0.04021612,0.95,5000
ellipse,SSP1-2.6,Prey,86,0.3705568,0.04061949,0.95,5000
ellipse,SSP1-2.6,Prey,87,0.37081655,0.04102648,0.95,5000
ellipse,SSP1-2.6,Prey,88,0.37102073,0.04143659,0.95,5000
ellipse,SSP1-2.6,Prey,89,0.37116911,0.04184933,0.95,5000
ellipse,SSP1-2.6,Prey,90,0.37126151,0.04226418,0.95,5000
ellipse,SSP1-2.6,Prey,91,0.3712978,0.04268065,0.95,5000
ellipse,SSP1-2.6,Prey,92,0.37127796,0.04309823,0.95,5000
ellipse,SSP1-2.6,Prey,93,0.37120199,0.0435164,0.95,5000
ellipse,SSP1-2.6,Prey,94,0.37107,0.04393466,0.95,5000
ellipse,SSP1-2.6,Prey,95,0.37088214,0.04435251,0.95,5000
ellipse,SSP1-2.6,Prey,96,0.37063864,0.04476942,0.95,5000
ellipse,SSP1-2.6,Prey,97,0.37033981,0.04518489,0.95,5000
ellipse,SSP1-2.6,Prey,98,0.369986,0.04559843,0.95,5000
ellipse,SSP1-2.6,Prey,99,0.36957764,0.04600951,0.95,5000
ellipse,SSP1-2.6,Prey,100,0.36911524,0.04641765,0.95,5000
ellipse,SSP1-2.6,Prey,101,0.36859935,0.04682233,0.95,5000
ellipse,SSP1-2.6,Prey,102,0.36803061,0.04722309,0.95,5000
ellipse,SSP1-2.6,Prey,103,0.36740971,0.04761941,0.95,5000
ellipse,SSP1-2.6,Prey,104,0.36673739,0.04801082,0.95,5000
ellipse,SSP1-2.6,Prey,105,0.3660145,0.04839685,0.95,5000
ellipse,SSP1-2.6,Prey,106,0.36524189,0.04877702,0.95,5000
ellipse,SSP1-2.6,Prey,107,0.36442053,0.04915087,0.95,5000
ellipse,SSP1-2.6,Prey,108,0.36355139,0.04951794,0.95,5000
ellipse,SSP1-2.6,Prey,109,0.36263555,0.04987779,0.95,5000
ellipse,SSP1-2.6,Prey,110,0.36167413,0.05022998,0.95,5000
ellipse,SSP1-2.6,Prey,111,0.36066828,0.05057408,0.95,5000
ellipse,SSP1-2.6,Prey,112,0.35961924,0.05090967,0.95,5000
ellipse,SSP1-2.6,Prey,113,0.35852829,0.05123634,0.95,5000
ellipse,SSP1-2.6,Prey,114,0.35739675,0.0515537,0.95,5000
ellipse,SSP1-2.6,Prey,115,0.35622601,0.05186135,0.95,5000
ellipse,SSP1-2.6,Prey,116,0.35501748,0.05215892,0.95,5000
ellipse,SSP1-2.6,Prey,117,0.35377265,0.05244605,0.95,5000
ellipse,SSP1-2.6,Prey,118,0.35249303,0.05272239,0.95,5000
ellipse,SSP1-2.6,Prey,119,0.35118017,0.05298761,0.95,5000
ellipse,SSP1-2.6,Prey,120,0.34983568,0.05324137,0.95,5000
ellipse,SSP1-2.6,Prey,121,0.34846119,0.05348337,0.95,5000
ellipse,SSP1-2.6,Prey,122,0.34705839,0.05371332,0.95,5000
ellipse,SSP1-2.6,Prey,123,0.34562897,0.05393094,0.95,5000
ellipse,SSP1-2.6,Prey,124,0.34417469,0.05413596,0.95,5000
ellipse,SSP1-2.6,Prey,125,0.34269731,0.05432812,0.95,5000
ellipse,SSP1-2.6,Prey,126,0.34119863,0.05450721,0.95,5000
ellipse,SSP1-2.6,Prey,127,0.33968047,0.05467299,0.95,5000
ellipse,SSP1-2.6,Prey,128,0.3381447,0.05482527,0.95,5000
ellipse,SSP1-2.6,Prey,129,0.33659317,0.05496386,0.95,5000
ellipse,SSP1-2.6,Prey,130,0.33502779,0.05508859,0.95,5000
ellipse,SSP1-2.6,Prey,131,0.33345045,0.05519931,0.95,5000
ellipse,SSP1-2.6,Prey,132,0.33186307,0.05529589,0.95,5000
ellipse,SSP1-2.6,Prey,133,0.3302676,0.0553782,0.95,5000
ellipse,SSP1-2.6,Prey,134,0.32866598,0.05544615,0.95,5000
ellipse,SSP1-2.6,Prey,135,0.32706015,0.05549966,0.95,5000
ellipse,SSP1-2.6,Prey,136,0.32545208,0.05553865,0.95,5000
ellipse,SSP1-2.6,Prey,137,0.32384372,0.05556309,0.95,5000
ellipse,SSP1-2.6,Prey,138,0.32223703,0.05557293,0.95,5000
ellipse,SSP1-2.6,Prey,139,0.32063397,0.05556818,0.95,5000
ellipse,SSP1-2.6,Prey,140,0.3190365,0.05554884,0.95,5000
ellipse,SSP1-2.6,Prey,141,0.31744655,0.05551492,0.95,5000
ellipse,SSP1-2.6,Prey,142,0.31586607,0.05546647,0.95,5000
ellipse,SSP1-2.6,Prey,143,0.31429699,0.05540356,0.95,5000
ellipse,SSP1-2.6,Prey,144,0.3127412,0.05532624,0.95,5000
ellipse,SSP1-2.6,Prey,145,0.31120062,0.05523463,0.95,5000
ellipse,SSP1-2.6,Prey,146,0.30967711,0.05512884,0.95,5000
ellipse,SSP1-2.6,Prey,147,0.30817253,0.05500898,0.95,5000
ellipse,SSP1-2.6,Prey,148,0.30668872,0.05487521,0.95,5000
ellipse,SSP1-2.6,Prey,149,0.30522749,0.05472769,0.95,5000
ellipse,SSP1-2.6,Prey,150,0.3037906,0.0545666,0.95,5000
ellipse,SSP1-2.6,Prey,151,0.30237982,0.05439214,0.95,5000
ellipse,SSP1-2.6,Prey,152,0.30099687,0.05420451,0.95,5000
ellipse,SSP1-2.6,Prey,153,0.29964342,0.05400395,0.95,5000
ellipse,SSP1-2.6,Prey,154,0.29832112,0.0537907,0.95,5000
ellipse,SSP1-2.6,Prey,155,0.2970316,0.05356503,0.95,5000
ellipse,SSP1-2.6,Prey,156,0.29577641,0.0533272,0.95,5000
ellipse,SSP1-2.6,Prey,157,0.2945571,0.05307751,0.95,5000
ellipse,SSP1-2.6,Prey,158,0.29337513,0.05281625,0.95,5000
ellipse,SSP1-2.6,Prey,159,0.29223196,0.05254376,0.95,5000
ellipse,SSP1-2.6,Prey,160,0.29112898,0.05226035,0.95,5000
ellipse,SSP1-2.6,Prey,161,0.29006752,0.05196638,0.95,5000
ellipse,SSP1-2.6,Prey,162,0.28904889,0.05166221,0.95,5000
ellipse,SSP1-2.6,Prey,163,0.28807433,0.0513482,0.95,5000
ellipse,SSP1-2.6,Prey,164,0.28714502,0.05102474,0.95,5000
ellipse,SSP1-2.6,Prey,165,0.28626209,0.05069222,0.95,5000
ellipse,SSP1-2.6,Prey,166,0.28542662,0.05035104,0.95,5000
ellipse,SSP1-2.6,Prey,167,0.28463963,0.05000163,0.95,5000
ellipse,SSP1-2.6,Prey,168,0.28390207,0.0496444,0.95,5000
ellipse,SSP1-2.6,Prey,169,0.28321485,0.0492798,0.95,5000
ellipse,SSP1-2.6,Prey,170,0.2825788,0.04890826,0.95,5000
ellipse,SSP1-2.6,Prey,171,0.2819947,0.04853025,0.95,5000
ellipse,SSP1-2.6,Prey,172,0.28146326,0.04814621,0.95,5000
ellipse,SSP1-2.6,Prey,173,0.28098513,0.04775662,0.95,5000
ellipse,SSP1-2.6,Prey,174,0.28056088,0.04736196,0.95,5000
ellipse,SSP1-2.6,Prey,175,0.28019104,0.0469627,0.95,5000
ellipse,SSP1-2.6,Prey,176,0.27987606,0.04655933,0.95,5000
ellipse,SSP1-2.6,Prey,177,0.27961632,0.04615234,0.95,5000
ellipse,SSP1-2.6,Prey,178,0.27941213,0.04574223,0.95,5000
ellipse,SSP1-2.6,Prey,179,0.27926375,0.04532949,0.95,5000
ellipse,SSP1-2.6,Prey,180,0.27917136,0.04491464,0.95,5000
ellipse,SSP1-2.6,Prey,181,0.27913506,0.04449817,0.95,5000
ellipse,SSP1-2.6,Predator,1,0.04413019,0.07668009,0.95,5000
ellipse,SSP1-2.6,Predator,2,0.04399756,0.07407917,0.95,5000
ellipse,SSP1-2.6,Predator,3,0.04401924,0.07146896,0.95,5000
ellipse,SSP1-2.6,Predator,4,0.04419519,0.06885264,0.95,5000
ellipse,SSP1-2.6,Predator,5,0.04452521,0.0662334,0.95,5000
ellipse,SSP1-2.6,Predator,6,0.0450089,0.06361443,0.95,5000
ellipse,SSP1-2.6,Predator,7,0.04564566,0.06099893,0.95,5000
ellipse,SSP1-2.6,Predator,8,0.04643471,0.05839006,0.95,5000
ellipse,SSP1-2.6,Predator,9,0.04737511,0.05579103,0.95,5000
ellipse,SSP1-2.6,Predator,10,0.04846569,0.05320498,0.95,5000
ellipse,SSP1-2.6,Predator,11,0.04970513,0.05063508,0.95,5000
ellipse,SSP1-2.6,Predator,12,0.05109193,0.04808446,0.95,5000
ellipse,SSP1-2.6,Predator,13,0.05262439,0.04555621,0.95,5000
ellipse,SSP1-2.6,Predator,14,0.05430065,0.04305343,0.95,5000
ellipse,SSP1-2.6,Predator,15,0.05611865,0.04057916,0.95,5000
ellipse,SSP1-2.6,Predator,16,0.0580762,0.03813641,0.95,5000
ellipse,SSP1-2.6,Predator,17,0.0601709,0.03572817,0.95,5000
ellipse,SSP1-2.6,Predator,18,0.0624002,0.03335736,0.95,5000
ellipse,SSP1-2.6,Predator,19,0.06476138,0.03102687,0.95,5000
ellipse,SSP1-2.6,Predator,20,0.06725158,0.02873955,0.95,5000
ellipse,SSP1-2.6,Predator,21,0.06986774,0.02649818,0.95,5000
ellipse,SSP1-2.6,Predator,22,0.0726067,0.02430549,0.95,5000
ellipse,SSP1-2.6,Predator,23,0.0754651,0.02216416,0.95,5000
ellipse,SSP1-2.6,Predator,24,0.07843947,0.02007678,0.95,5000
ellipse,SSP1-2.6,Predator,25,0.08152619,0.01804591,0.95,5000
ellipse,SSP1-2.6,Predator,26,0.08472149,0.01607402,0.95,5000
ellipse,SSP1-2.6,Predator,27,0.08802147,0.01416351,0.95,5000
ellipse,SSP1-2.6,Predator,28,0.09142213,0.01231671,0.95,5000
ellipse,SSP1-2.6,Predator,29,0.09491932,0.01053587,0.95,5000
ellipse,SSP1-2.6,Predator,30,0.09850876,0.00882315,0.95,5000
ellipse,SSP1-2.6,Predator,31,0.10218611,0.00718066,0.95,5000
ellipse,SSP1-2.6,Predator,32,0.10594686,0.00561038,0.95,5000
ellipse,SSP1-2.6,Predator,33,0.10978644,0.00411423,0.95,5000
ellipse,SSP1-2.6,Predator,34,0.11370018,0.00269403,0.95,5000
ellipse,SSP1-2.6,Predator,35,0.1176833,0.00135151,0.95,5000
ellipse,SSP1-2.6,Predator,36,0.12173095,0.00008831,0.95,5000
ellipse,SSP1-2.6,Predator,37,0.1258382,-0.00109403,0.95,5000
ellipse,SSP1-2.6,Predator,38,0.13000004,-0.00219407,0.95,5000
ellipse,SSP1-2.6,Predator,39,0.13421141,-0.00321047,0.95,5000
ellipse,SSP1-2.6,Predator,40,0.13846717,-0.004142,0.95,5000
ellipse,SSP1-2.6,Predator,41,0.14276215,-0.00498751,0.95,5000
ellipse,SSP1-2.6,Predator,42,0.1470911,-0.00574599,0.95,5000
ellipse,SSP1-2.6,Predator,43,0.15144875,-0.00641649,0.95,5000
ellipse,SSP1-2.6,Predator,44,0.15582979,-0.00699822,0.95,5000
ellipse,SSP1-2.6,Predator,45,0.16022889,-0.00749045,0.95,5000
ellipse,SSP1-2.6,Predator,46,0.16464069,-0.0078926,0.95,5000
ellipse,SSP1-2.6,Predator,47,0.16905981,-0.00820416,0.95,5000
ellipse,SSP1-2.6,Predator,48,0.17348086,-0.00842476,0.95,5000
ellipse,SSP1-2.6,Predator,49,0.17789846,-0.00855413,0.95,5000
ellipse,SSP1-2.6,Predator,50,0.18230723,-0.00859212,0.95,5000
ellipse,SSP1-2.6,Predator,51,0.1867018,-0.00853867,0.95,5000
ellipse,SSP1-2.6,Predator,52,0.19107681,-0.00839385,0.95,5000
ellipse,SSP1-2.6,Predator,53,0.19542694,-0.00815784,0.95,5000
ellipse,SSP1-2.6,Predator,54,0.19974687,-0.00783093,0.95,5000
ellipse,SSP1-2.6,Predator,55,0.20403136,-0.00741351,0.95,5000
ellipse,SSP1-2.6,Predator,56,0.20827517,-0.0069061,0.95,5000
ellipse,SSP1-2.6,Predator,57,0.21247314,-0.0063093,0.95,5000
ellipse,SSP1-2.6,Predator,58,0.21662016,-0.00562385,0.95,5000
ellipse,SSP1-2.6,Predator,59,0.22071117,-0.00485059,0.95,5000
ellipse,SSP1-2.6,Predator,60,0.22474118,-0.00399045,0.95,5000
ellipse,SSP1-2.6,Predator,61,0.2287053,-0.00304449,0.95,5000
ellipse,SSP1-2.6,Predator,62,0.23259868,-0.00201385,0.95,5000
ellipse,SSP1-2.6,Predator,63,0.23641658,-0.00089979,0.95,5000
ellipse,SSP1-2.6,Predator,64,0.24015436,0.00029633,0.95,5000
ellipse,SSP1-2.6,Predator,65,0.24380746,0.00157306,0.95,5000
ellipse,SSP1-2.6,Predator,66,0.24737142,0.00292883,0.95,5000
ellipse,SSP1-2.6,Predator,67,0.25084192,0.004362,0.95,5000
ellipse,SSP1-2.6,Predator,68,0.2542147,0.00587082,0.95,5000
ellipse,SSP1-2.6,Predator,69,0.25748568,0.00745345,0.95,5000
ellipse,SSP1-2.6,Predator,70,0.26065086,0.00910797,0.95,5000
ellipse,SSP1-2.6,Predator,71,0.26370639,0.01083235,0.95,5000
ellipse,SSP1-2.6,Predator,72,0.26664854,0.01262451,0.95,5000
ellipse,SSP1-2.6,Predator,73,0.26947373,0.01448224,0.95,5000
ellipse,SSP1-2.6,Predator,74,0.27217852,0.0164033,0.95,5000
ellipse,SSP1-2.6,Predator,75,0.27475962,0.01838534,0.95,5000
ellipse,SSP1-2.6,Predator,76,0.27721387,0.02042594,0.95,5000
ellipse,SSP1-2.6,Predator,77,0.27953828,0.02252263,0.95,5000
ellipse,SSP1-2.6,Predator,78,0.28173004,0.02467283,0.95,5000
ellipse,SSP1-2.6,Predator,79,0.28378646,0.02687395,0.95,5000
ellipse,SSP1-2.6,Predator,80,0.28570503,0.02912328,0.95,5000
ellipse,SSP1-2.6,Predator,81,0.28748344,0.0314181,0.95,5000
ellipse,SSP1-2.6,Predator,82,0.28911949,0.03375561,0.95,5000
ellipse,SSP1-2.6,Predator,83,0.29061121,0.03613295,0.95,5000
ellipse,SSP1-2.6,Predator,84,0.29195677,0.03854724,0.95,5000
ellipse,SSP1-2.6,Predator,85,0.29315454,0.04099553,0.95,5000
ellipse,SSP1-2.6,Predator,86,0.29420306,0.04347484,0.95,5000
ellipse,SSP1-2.6,Predator,87,0.29510104,0.04598214,0.95,5000
ellipse,SSP1-2.6,Predator,88,0.2958474,0.04851439,0.95,5000
ellipse,SSP1-2.6,Predator,89,0.29644123,0.05106849,0.95,5000
ellipse,SSP1-2.6,Predator,90,0.2968818,0.05364135,0.95,5000
ellipse,SSP1-2.6,Predator,91,0.29716857,0.05622981,0.95,5000
ellipse,SSP1-2.6,Predator,92,0.2973012,0.05883073,0.95,5000
ellipse,SSP1-2.6,Predator,93,0.29727952,0.06144094,0.95,5000
ellipse,SSP1-2.6,Predator,94,0.29710356,0.06405726,0.95,5000
ellipse,SSP1-2.6,Predator,95,0.29677354,0.0666765,0.95,5000
ellipse,SSP1-2.6,Predator,96,0.29628986,0.06929547,0.95,5000
ellipse,SSP1-2.6,Predator,97,0.2956531,0.07191098,0.95,5000
ellipse,SSP1-2.6,Predator,98,0.29486404,0.07451984,0.95,5000
ellipse,SSP1-2.6,Predator,99,0.29392365,0.07711887,0.95,5000
ellipse,SSP1-2.6,Predator,100,0.29283306,0.07970492,0.95,5000
ellipse,SSP1-2.6,Predator,101,0.29159362,0.08227482,0.95,5000
ellipse,SSP1-2.6,Predator,102,0.29020682,0.08482545,0.95,5000
ellipse,SSP1-2.6,Predator,103,0.28867436,0.08735369,0.95,5000
ellipse,SSP1-2.6,Predator,104,0.28699811,0.08985647,0.95,5000
ellipse,SSP1-2.6,Predator,105,0.2851801,0.09233075,0.95,5000
ellipse,SSP1-2.6,Predator,106,0.28322255,0.09477349,0.95,5000
ellipse,SSP1-2.6,Predator,107,0.28112786,0.09718174,0.95,5000
ellipse,SSP1-2.6,Predator,108,0.27889856,0.09955255,0.95,5000
ellipse,SSP1-2.6,Predator,109,0.27653737,0.10188303,0.95,5000
ellipse,SSP1-2.6,Predator,110,0.27404718,0.10417035,0.95,5000
ellipse,SSP1-2.6,Predator,111,0.27143101,0.10641172,0.95,5000
ellipse,SSP1-2.6,Predator,112,0.26869206,0.10860441,0.95,5000
ellipse,SSP1-2.6,Predator,113,0.26583365,0.11074575,0.95,5000
ellipse,SSP1-2.6,Predator,114,0.26285928,0.11283312,0.95,5000
ellipse,SSP1-2.6,Predator,115,0.25977257,0.11486399,0.95,5000
ellipse,SSP1-2.6,Predator,116,0.25657727,0.11683588,0.95,5000
ellipse,SSP1-2.6,Predator,117,0.25327728,0.11874639,0.95,5000
ellipse,SSP1-2.6,Predator,118,0.24987662,0.12059319,0.95,5000
ellipse,SSP1-2.6,Predator,119,0.24637944,0.12237403,0.95,5000
ellipse,SSP1-2.6,Predator,120,0.24278999,0.12408675,0.95,5000
ellipse,SSP1-2.6,Predator,121,0.23911265,0.12572925,0.95,5000
ellipse,SSP1-2.6,Predator,122,0.2353519,0.12729953,0.95,5000
ellipse,SSP1-2.6,Predator,123,0.23151231,0.12879568,0.95,5000
ellipse,SSP1-2.6,Predator,124,0.22759858,0.13021588,0.95,5000
ellipse,SSP1-2.6,Predator,125,0.22361546,0.13155839,0.95,5000
ellipse,SSP1-2.6,Predator,126,0.21956781,0.13282159,0.95,5000
ellipse,SSP1-2.6,Predator,127,0.21546056,0.13400393,0.95,5000
ellipse,SSP1-2.6,Predator,128,0.21129871,0.13510397,0.95,5000
ellipse,SSP1-2.6,Predator,129,0.20708734,0.13612037,0.95,5000
ellipse,SSP1-2.6,Predator,130,0.20283158,0.1370519,0.95,5000
ellipse,SSP1-2.6,Predator,131,0.19853661,0.13789742,0.95,5000
ellipse,SSP1-2.6,Predator,132,0.19420766,0.13865589,0.95,5000
ellipse,SSP1-2.6,Predator,133,0.18985001,0.1393264,0.95,5000
ellipse,SSP1-2.6,Predator,134,0.18546896,0.13990812,0.95,5000
ellipse,SSP1-2.6,Predator,135,0.18106986,0.14040036,0.95,5000
ellipse,SSP1-2.6,Predator,136,0.17665806,0.1408025,0.95,5000
ellipse,SSP1-2.6,Predator,137,0.17223895,0.14111406,0.95,5000
ellipse,SSP1-2.6,Predator,138,0.1678179,0.14133466,0.95,5000
ellipse,SSP1-2.6,Predator,139,0.16340029,0.14146403,0.95,5000
ellipse,SSP1-2.6,Predator,140,0.15899152,0.14150202,0.95,5000
ellipse,SSP1-2.6,Predator,141,0.15459695,0.14144857,0.95,5000
ellipse,SSP1-2.6,Predator,142,0.15022194,0.14130375,0.95,5000
ellipse,SSP1-2.6,Predator,143,0.14587182,0.14106775,0.95,5000
ellipse,SSP1-2.6,Predator,144,0.14155188,0.14074083,0.95,5000
ellipse,SSP1-2.6,Predator,145,0.1372674,0.14032341,0.95,5000
ellipse,SSP1-2.6,Predator,146,0.13302358,0.139816,0.95,5000
ellipse,SSP1-2.6,Predator,147,0.12882561,0.1392192,0.95,5000
ellipse,SSP1-2.6,Predator,148,0.1246786,0.13853376,0.95,5000
ellipse,SSP1-2.6,Predator,149,0.12058759,0.13776049,0.95,5000
ellipse,SSP1-2.6,Predator,150,0.11655757,0.13690035,0.95,5000
ellipse,SSP1-2.6,Predator,151,0.11259346,0.13595439,0.95,5000
ellipse,SSP1-2.6,Predator,152,0.10870008,0.13492375,0.95,5000
ellipse,SSP1-2.6,Predator,153,0.10488217,0.13380969,0.95,5000
ellipse,SSP1-2.6,Predator,154,0.10114439,0.13261357,0.95,5000
ellipse,SSP1-2.6,Predator,155,0.0974913,0.13133685,0.95,5000
ellipse,SSP1-2.6,Predator,156,0.09392733,0.12998107,0.95,5000
ellipse,SSP1-2.6,Predator,157,0.09045684,0.1285479,0.95,5000
ellipse,SSP1-2.6,Predator,158,0.08708405,0.12703908,0.95,5000
ellipse,SSP1-2.6,Predator,159,0.08381307,0.12545645,0.95,5000
ellipse,SSP1-2.6,Predator,160,0.08064789,0.12380193,0.95,5000
ellipse,SSP1-2.6,Predator,161,0.07759236,0.12207755,0.95,5000
ellipse,SSP1-2.6,Predator,162,0.07465021,0.12028539,0.95,5000
ellipse,SSP1-2.6,Predator,163,0.07182502,0.11842766,0.95,5000
ellipse,SSP1-2.6,Predator,164,0.06912023,0.1165066,0.95,5000
ellipse,SSP1-2.6,Predator,165,0.06653914,0.11452456,0.95,5000
ellipse,SSP1-2.6,Predator,166,0.06408489,0.11248396,0.95,5000
ellipse,SSP1-2.6,Predator,167,0.06176047,0.11038728,0.95,5000
ellipse,SSP1-2.6,Predator,168,0.05956872,0.10823707,0.95,5000
