run,species,scenario,gonad_future,somatic_future,enet_future,mbi_future,latin,short_label,group,species_order,gonad_base,somatic_base,enet_base,mbi_base,gonad_response,somatic_response,enet_response,mbi_response,joint_tissue_response,allocation_bias
1,PampusArgenteus,SSP1-2.6,1.74611900838477,0.389517774747531,89.4666767238683,0.00142296987643514,Pampus argenteus,P. argenteus,Mid-trophic species,12,2.4853425355,0.101836283743333,82.9953955333333,0.00120800828941156,-0.509292810410282,1.93543748603901,0.108319127873861,0.236274766510469,0.713072337814362,-2.44473029644929
1,PampusArgenteus,SSP5-8.5,1.73163995073486,0.319925296648148,91.6511894670782,0.00166389770066093,Pampus argenteus,P. argenteus,Mid-trophic species,12,2.4853425355,0.101836283743333,82.9953955333333,0.00120800828941156,-0.52130571044514,1.65148339374016,0.143122304457446,0.461936382252291,0.56508884164751,-2.1727891041853
1,PennahiaArgentata,SSP1-2.6,0.22728066298761,1.06416732485647,36.7603382795414,0.00366224719569905,Pennahia argentata,P. argentata,Mid-trophic species,11,0.230375375390476,0.811325939890286,33.0468897357143,0.00266055751730941,-0.0195115716400499,0.391371491103933,0.153635546373469,0.46100058119269,0.185929959731941,-0.410883062743982
1,PennahiaArgentata,SSP5-8.5,0.207488205525573,1.34183958993526,39.8454098426808,0.00449511557883142,Pennahia argentata,P. argentata,Mid-trophic species,11,0.230375375390476,0.811325939890286,33.0468897357143,0.00266055751730941,-0.150957186560642,0.725858694614411,0.26989904012398,0.75662961814012,0.287450754026884,-0.876815881175054
1,PortunusTrituberculatus,SSP1-2.6,0.000686481767981482,2.05046125438272e-07,0.767798279753087,0.0282182645055929,Portunus trituberculatus,P. trituberculatus,Invertebrate,8,0.000287422997633333,8.84364990333333e-08,0.512883892,0.0154962788273705,1.2560459038124,1.21323466376259,0.582095066130126,0.864707443319191,1.2346402837875,0.0428112400498082
1,PortunusTrituberculatus,SSP5-8.5,0.00132261619571605,2.80032718827161e-07,0.810422775185185,0.0268537624823089,Portunus trituberculatus,P. trituberculatus,Invertebrate,8,0.000287422997633333,8.84364990333333e-08,0.512883892,0.0154962788273705,2.20214706673143,1.6628815815755,0.660042456833311,0.793202420501075,1.93251432415346,0.539265485155932
1,ScomberJaponicus,SSP1-2.6,0.0783510860312169,0.000433162563132275,3.89672995320988,0.175843276163547,Scomber japonicus,S. japonicus,Mid-trophic species,9,0.0827832566655556,0.0004209478826,3.77396840133333,0.152329097814308,-0.0793857326658253,0.0412669359589211,0.0461816113464133,0.207098619822726,-0.0190593983534521,-0.120652668624746
1,ScomberJaponicus,SSP5-8.5,0.0803391370659043,0.000446752556521296,3.81969208688272,0.208968080248944,Scomber japonicus,S. japonicus,Mid-trophic species,9,0.0827832566655556,0.0004209478826,3.77396840133333,0.152329097814308,-0.0432360395496806,0.0858343602330838,0.0173740007803713,0.456091037414153,0.0212991603417016,-0.129070399782764
1,ScomberomorusNiphonius,SSP1-2.6,1.65312642660494,0.0258539364981481,79.0696073395062,0.0117185073917857,Scomberomorus niphonius,S. niphonius,Predator,2,1.64297345,0.0249888053633333,73.93215965,0.0104745501788716,0.00888789531487365,0.0491020284383147,0.0969212033663816,0.161900532817742,0.0289949618765942,-0.0402141331234411
1,ScomberomorusNiphonius,SSP5-8.5,1.68698989790123,0.0265280937234568,82.5877908765432,0.0137632292217352,Scomberomorus niphonius,S. niphonius,Predator,2,1.64297345,0.0249888053633333,73.93215965,0.0104745501788716,0.0381421675281001,0.0862390766473419,0.159726463961497,0.39393071472686,0.062190622087721,-0.0480969091192418
1,TodarodesPacificus,SSP1-2.6,0.0217311377358025,5.54080328148148e-05,3.42682631111111,0.0652544545052048,Todarodes pacificus,T. pacificus,Invertebrate,6,0.0134091400466667,4.4286361e-05,3.20899216866667,0.0411667678705497,0.696546991467131,0.323232690891845,0.094752801806827,0.664596205943841,0.509889841179488,0.373314300575286
1,TodarodesPacificus,SSP5-8.5,0.0212652325320988,5.32424862777778e-05,3.24947113333333,0.0752928788685014,Todarodes pacificus,T. pacificus,Invertebrate,6,0.0134091400466667,4.4286361e-05,3.20899216866667,0.0411667678705497,0.665279913235057,0.265715486539268,0.0180846630407405,0.871033239889738,0.465497699887162,0.399564426695788
1,TrachurusJaponicus,SSP1-2.6,5.15349971183286,0.0042962450679962,84.918233962963,0.00508743855614043,Trachurus japonicus,Trach. japonicus,Mid-trophic species,14,5.20125226383333,0.00409852814016667,78.5759342666667,0.00476904516780938,-0.0133065202364075,0.0679703870537474,0.111986847205341,0.0932390186269418,0.02733193340867,-0.0812769072901549
1,TrachurusJaponicus,SSP5-8.5,5.18289596264321,0.004269194746,88.0887541049383,0.00579884759792432,Trachurus japonicus,Trach. japonicus,Mid-trophic species,14,5.20125226383333,0.00409852814016667,78.5759342666667,0.00476904516780938,-0.00510057670656168,0.0588580715192691,0.164870327765977,0.282065776045836,0.0268787474063537,-0.0639586482258308
1,TrachysalambriaCurvirostris,SSP1-2.6,0.376205040105864,0.000101270610085926,7.22375488759259,0.0102373572586198,Trachysalambria curvirostris,T. curvirostris,Invertebrate,7,0.352199385395,0.000126123551719667,8.501833932,0.00597302180934788,0.0951267855109146,-0.316622154991522,-0.235025137876687,0.777310441613576,-0.110747684740304,0.411748940502436
