species,scenario,metric,estimate,lo,hi,latin,group,species_order,pct,pct_lo,pct_hi
PortunusTrituberculatus,SSP1-2.6,enet_age_standardized,0.225440012380751,0.206617283752472,0.244478340776079,Portunus trituberculatus,Invertebrate,8,25.2873874941129,22.9511927533701,27.6955004070439
PortunusTrituberculatus,SSP1-2.6,mbi_age_standardized,0.581548352548996,0.55008256427011,0.61494604123885,Portunus trituberculatus,Invertebrate,8,78.8805989932676,73.3396128545564,84.9556797072295
PortunusTrituberculatus,SSP1-2.6,length_age1,0.124189691520446,0.106577660991796,0.141788333089044,Portunus trituberculatus,Invertebrate,8,13.2230625178793,11.2464318173295,15.2332712015725
PortunusTrituberculatus,SSP1-2.6,age_standardized_size,0.124189691520446,0.107615263992675,0.141101033553296,Portunus trituberculatus,Invertebrate,8,13.2230625178793,11.3619213546039,15.1540986385224
PortunusTrituberculatus,SSP1-2.6,max_realized_size,0.0187298397354354,0.0146679074077464,0.0225439415774245,Portunus trituberculatus,Invertebrate,8,1.89063434235146,1.47760090565852,2.279997662138
PortunusTrituberculatus,SSP1-2.6,reproductive_allocation,0.147443015742584,0.117103064886275,0.174030255009834,Portunus trituberculatus,Invertebrate,8,15.8867245758732,12.4235292902329,19.0091571507883
PortunusTrituberculatus,SSP1-2.6,egg_production,0.0985261892709698,0.08009757312284,0.116533792760012,Portunus trituberculatus,Invertebrate,8,10.3543305010589,8.33927725339765,12.3595479218046
PortunusTrituberculatus,SSP1-2.6,eggs_per_biomass,0.221234983738452,0.200336852707648,0.241393746928286,Portunus trituberculatus,Invertebrate,8,24.7616565726486,22.1814260290297,27.3022185213705
PortunusTrituberculatus,SSP1-2.6,mean_size,0.0174674432632745,0.00824231267085235,0.0265095952153466,Portunus trituberculatus,Invertebrate,8,1.76208911960059,0.827637404712611,2.68641001965848
PortunusTrituberculatus,SSP1-2.6,biomass,-0.121414944033534,-0.131851738923197,-0.111241923837649,Portunus trituberculatus,Invertebrate,8,-11.4333618644694,-12.3529068028996,-10.5277731900578
PortunusTrituberculatus,SSP1-2.6,abundance,-0.119598778798669,-0.144206337882548,-0.0943686146572221,Portunus trituberculatus,Invertebrate,8,-11.272364060265,-13.4290898953797,-9.00527194920711
PortunusTrituberculatus,SSP1-2.6,yield,-0.0999546184588289,-0.109587869398285,-0.0899260067769146,Portunus trituberculatus,Invertebrate,8,-9.51215181157373,-10.3796587952357,-8.60011875127483
PortunusTrituberculatus,SSP1-2.6,mean_tl,0.0050790983478277,0.00473185988081067,0.00540324102909925,Portunus trituberculatus,Invertebrate,8,0.509201883338495,0.47430728088016,0.541786486274409
PortunusTrituberculatus,SSP5-8.5,ingestion,-0.356585907941203,-0.370041550281929,-0.342115094280962,Portunus trituberculatus,Invertebrate,8,-29.9937672027054,-30.9294368972578,-28.9733547601974
PortunusTrituberculatus,SSP5-8.5,maintenance,0.452605298720527,0.44497681546982,0.460149333835651,Portunus trituberculatus,Invertebrate,8,57.2403434369008,56.0454017020022,58.4310558502391
PortunusTrituberculatus,SSP5-8.5,enet,-0.0291139180924568,-0.0372329983609226,-0.0204035356428767,Portunus trituberculatus,Invertebrate,8,-2.86941911410508,-3.65483734548358,-2.0196791997485
PortunusTrituberculatus,SSP5-8.5,mbi,0.805103052080365,0.786835927812924,0.823518731134932,Portunus trituberculatus,Invertebrate,8,123.69270069243,119.643573877251,127.850318856505
PortunusTrituberculatus,SSP5-8.5,age_mature,-0.00375861937629754,-0.0098477796135881,0.0021520190719865,Portunus trituberculatus,Invertebrate,8,-0.375156460798698,-0.979944901174445,0.215433632699047
PortunusTrituberculatus,SSP5-8.5,ingestion_age_standardized,-0.231830833500461,-0.253304852766483,-0.209662768178623,Portunus trituberculatus,Invertebrate,8,-20.6919725426684,-22.3768790481185,-18.9142353131014
PortunusTrituberculatus,SSP5-8.5,maintenance_age_standardized,0.437495522673697,0.418423157682923,0.456404140647115,Portunus trituberculatus,Invertebrate,8,54.8823364031022,51.9563553365357,57.8388106675872
PortunusTrituberculatus,SSP5-8.5,enet_age_standardized,0.258774962526553,0.239770557406635,0.277995608815015,Portunus trituberculatus,Invertebrate,8,29.5342271474292,27.0957505078742,32.0480398722665
PortunusTrituberculatus,SSP5-8.5,mbi_age_standardized,0.662839395548108,0.630805205653612,0.695457534962677,Portunus trituberculatus,Invertebrate,8,94.0293781839396,87.9123050761631,100.462605065599
PortunusTrituberculatus,SSP5-8.5,length_age1,0.130636597046133,0.113329972428871,0.146626849021946,Portunus trituberculatus,Invertebrate,8,13.9553588916876,12.000144157742,15.7921802751148
PortunusTrituberculatus,SSP5-8.5,age_standardized_size,0.130636597046133,0.113930555118725,0.147974791684326,Portunus trituberculatus,Invertebrate,8,13.9553588916876,12.0674297088304,15.9483667364263
PortunusTrituberculatus,SSP5-8.5,max_realized_size,0.0441767869257818,0.0403424752509191,0.0480519467528508,Portunus trituberculatus,Invertebrate,8,4.51671104371623,4.11672871683899,4.92251577488008
PortunusTrituberculatus,SSP5-8.5,reproductive_allocation,0.142980618502909,0.110265212484736,0.173367833394086,Portunus trituberculatus,Invertebrate,8,15.370744087191,11.6574160601259,18.9303490176069
PortunusTrituberculatus,SSP5-8.5,egg_production,0.14606811498967,0.128029075566013,0.164785282680334,Portunus trituberculatus,Invertebrate,8,15.7275013141746,13.6586049099337,17.9139909767254
PortunusTrituberculatus,SSP5-8.5,eggs_per_biomass,0.301606473815433,0.281575839825626,0.320931800493314,Portunus trituberculatus,Invertebrate,8,35.2029063167554,32.5216496698534,37.8411570698934
PortunusTrituberculatus,SSP5-8.5,mean_size,-0.00120464136728741,-0.0104861217873972,0.0080370652227804,Portunus trituberculatus,Invertebrate,8,-0.120391607814252,-1.04313340830675,0.806944913053376
PortunusTrituberculatus,SSP5-8.5,biomass,-0.151297408563859,-0.161656885115005,-0.141107454833055,Portunus trituberculatus,Invertebrate,8,-14.0407989386199,-14.9266946357653,-13.1604006662486
PortunusTrituberculatus,SSP5-8.5,abundance,-0.123892964013791,-0.149590678060359,-0.0993110680640786,Portunus trituberculatus,Invertebrate,8,-11.6525600624292,-13.8939644803306,-9.45389957903881
PortunusTrituberculatus,SSP5-8.5,yield,-0.124564965998404,-0.134088804447883,-0.114315298723849,Portunus trituberculatus,Invertebrate,8,-11.7119097736075,-12.548759943597,-10.8023327565939
PortunusTrituberculatus,SSP5-8.5,mean_tl,0.00556227768703963,0.00521642901663777,0.00589239814766771,Portunus trituberculatus,Invertebrate,8,0.557777587532482,0.523005827085421,0.590979247361512
ScomberJaponicus,SSP1-2.6,ingestion,-0.118661719447792,-0.122460831500578,-0.11461205037505,Scomber japonicus,Mid-trophic species,9,-11.1891820321645,-11.5259441775135,-10.828798384578
ScomberJaponicus,SSP1-2.6,maintenance,0.185664410078015,0.182915201981036,0.188509013588839,Scomber japonicus,Mid-trophic species,9,20.4018136219023,20.071258571511,20.7447966377079
ScomberJaponicus,SSP1-2.6,enet,-0.0316017593427356,-0.0341885776873383,-0.028852250799932,Scomber japonicus,Mid-trophic species,9,-3.11076424123428,-3.36107519961776,-2.84399989243889
ScomberJaponicus,SSP1-2.6,mbi,0.304056855635627,0.29846396375951,0.309994072424033,Scomber japonicus,Mid-trophic species,9,35.5346112963839,34.7786967146374,36.3417032350192
ScomberJaponicus,SSP1-2.6,age_mature,-0.00772135618325839,-0.00885926968152352,-0.00652539399179694,Scomber japonicus,Mid-trophic species,9,-0.769162308842464,-0.882014198473968,-0.650414984235448
ScomberJaponicus,SSP1-2.6,ingestion_age_standardized,0.0313596386035359,0.029682397804995,0.0330957701332722,Scomber japonicus,Mid-trophic species,9,3.18565326068343,3.01273112977478,3.36495272541641
ScomberJaponicus,SSP1-2.6,maintenance_age_standardized,0.159082582204754,0.152324728641105,0.165343720567827,Scomber japonicus,Mid-trophic species,9,17.2434764930749,16.4538333989948,17.9798570060837
ScomberJaponicus,SSP1-2.6,enet_age_standardized,0.046680532949738,0.0433603844445335,0.049960609456322,Scomber japonicus,Mid-trophic species,9,4.77872221126501,4.43141816288541,5.12296870515581
ScomberJaponicus,SSP1-2.6,mbi_age_standardized,0.127699155239663,0.121013764201678,0.134478135345154,Scomber japonicus,Mid-trophic species,9,13.6211128109522,12.8640447095167,14.3939646883412
ScomberJaponicus,SSP1-2.6,length_age1,0.0305118670505326,0.0285103963766036,0.0324088150443739,Scomber japonicus,Mid-trophic species,9,3.09821246931581,2.89207078260927,3.2939700288817
ScomberJaponicus,SSP1-2.6,age_standardized_size,0.0173608629938922,0.0157094280241486,0.0190706167168012,Scomber japonicus,Mid-trophic species,9,1.75124386668457,1.58334697790283,1.92536224205044
ScomberJaponicus,SSP1-2.6,max_realized_size,0.000798693150860671,0.000657142061373432,0.000938111676385757,Scomber japonicus,Mid-trophic species,9,0.0799012191168069,0.0657358026521893,0.0938551840774737
ScomberJaponicus,SSP1-2.6,reproductive_allocation,0.0526643443291284,0.0451952090480931,0.0600638668104162,Scomber japonicus,Mid-trophic species,9,5.40757792213065,4.62320739430937,6.19043648244164
ScomberJaponicus,SSP1-2.6,egg_production,-0.103362500410189,-0.108741911495121,-0.0979254778259457,Scomber japonicus,Mid-trophic species,9,-9.81999886508794,-10.3038116821002,-9.32835282810428
ScomberJaponicus,SSP1-2.6,eggs_per_biomass,0.0437460421819237,0.0374185387059736,0.0500700291960955,Scomber japonicus,Mid-trophic species,9,4.47170071446612,3.8127426433733,5.13447186236049
ScomberJaponicus,SSP1-2.6,mean_size,0.0137756068931565,0.0115329522998655,0.0159721310476142,Scomber japonicus,Mid-trophic species,9,1.38709277638143,1.1599713197473,1.61003673587423
ScomberJaponicus,SSP1-2.6,biomass,-0.146865723768462,-0.151904395968249,-0.141543143214225,Scomber japonicus,Mid-trophic species,9,-13.6590094938694,-14.0929592590253,-13.1982274297647
ScomberJaponicus,SSP1-2.6,abundance,-0.175314455052809,-0.18248108968121,-0.167677251076385,Scomber japonicus,Mid-trophic species,9,-16.0806909233353,-16.6799600135467,-15.4373284241455
ScomberJaponicus,SSP1-2.6,yield,-0.142070447662043,-0.146911144065995,-0.137102395395622,Scomber japonicus,Mid-trophic species,9,-13.2439863250248,-13.662931038288,-12.8119055033098
ScomberJaponicus,SSP1-2.6,mean_tl,-0.000164020906315174,-0.00037178852438464,3.66947797837214e-05,Scomber japonicus,Mid-trophic species,9,-0.0164007455621729,-0.0371719419595573,0.0036695453045299
ScomberJaponicus,SSP5-8.5,ingestion,-0.169216936798954,-0.173087436332332,-0.165506964398527,Scomber japonicus,Mid-trophic species,9,-15.5674281801632,-15.8935927928203,-15.2536038892392
ScomberJaponicus,SSP5-8.5,maintenance,0.402361456992645,0.399500300668025,0.405305551706265,Scomber japonicus,Mid-trophic species,9,49.5351740346106,49.1079420059297,49.9760684489819
ScomberJaponicus,SSP5-8.5,enet,-0.100981801105129,-0.103819671749583,-0.0981717158096756,Scomber japonicus,Mid-trophic species,9,-9.60505163822083,-9.86121715436518,-9.35067688305742
ScomberJaponicus,SSP5-8.5,mbi,0.571288667265737,0.565871351176882,0.576859904362994,Scomber japonicus,Mid-trophic species,9,77.0547228179014,76.0981547744889,78.0438895405447
ScomberJaponicus,SSP5-8.5,age_mature,-0.0123721415922961,-0.0136203967618809,-0.0111752873017679,Scomber japonicus,Mid-trophic species,9,-1.22959213083711,-1.3528058859597,-1.11130757383173
ScomberJaponicus,SSP5-8.5,ingestion_age_standardized,0.0529396347756475,0.0511977943466215,0.0547879751652121,Scomber japonicus,Mid-trophic species,9,5.43659961583756,5.25310573884787,5.63166255726864
ScomberJaponicus,SSP5-8.5,maintenance_age_standardized,0.3730134839738,0.366880855429229,0.379412021567579,Scomber japonicus,Mid-trophic species,9,45.2103919831976,44.3225956334073,46.1425050353559
ScomberJaponicus,SSP5-8.5,enet_age_standardized,0.0207843219026726,0.0175363665394822,0.0241572618368787,Scomber japonicus,Mid-trophic species,9,2.10018201588895,1.76910313788823,2.44514123341821
ScomberJaponicus,SSP5-8.5,mbi_age_standardized,0.320070580965117,0.313807261209126,0.326275302658322,Scomber japonicus,Mid-trophic species,9,37.7224966772934,36.8625923819004,38.5796829912926
ScomberJaponicus,SSP5-8.5,length_age1,0.0431711581367604,0.0412395190868925,0.0450775866048276,Scomber japonicus,Mid-trophic species,9,4.41165886075978,4.21016788980744,4.61090208073809
ScomberJaponicus,SSP5-8.5,age_standardized_size,0.0239737966069885,0.0224440420067682,0.0255518841065997,Scomber japonicus,Mid-trophic species,9,2.42634783605089,2.26978044464115,2.58811318156544
ScomberJaponicus,SSP5-8.5,max_realized_size,0.00145782695779064,0.00115920049818777,0.00176947427466406,Scomber japonicus,Mid-trophic species,9,0.145889010407507,0.115987263077222,0.177104071805934
ScomberJaponicus,SSP5-8.5,reproductive_allocation,0.0770319365317628,0.0698073834517231,0.0846941825234411,Scomber japonicus,Mid-trophic species,9,8.00765697414743,7.23016183247025,8.83841688979516
ScomberJaponicus,SSP5-8.5,egg_production,-0.155208832355361,-0.161113297269987,-0.149754817921182,Scomber japonicus,Mid-trophic species,9,-14.3763651041826,-14.8804372496965,-13.9080967531504
ScomberJaponicus,SSP5-8.5,eggs_per_biomass,0.0721186189566274,0.0659175384134469,0.0782701929831118,Scomber japonicus,Mid-trophic species,9,7.47828261202053,6.81386331279221,8.14148098931669
ScomberJaponicus,SSP5-8.5,mean_size,0.0181199882294229,0.0157490856973149,0.0204490526746646,Scomber japonicus,Mid-trophic species,9,1.82851512922233,1.58737561695912,2.06595670435248
ScomberJaponicus,SSP5-8.5,biomass,-0.223630228061757,-0.228598377527726,-0.218520864452539,Scomber japonicus,Mid-trophic species,9,-20.0389246671703,-20.4351980530933,-19.6293289630796
ScomberJaponicus,SSP5-8.5,abundance,-0.26291738280787,-0.270566574739877,-0.255106875628999,Scomber japonicus,Mid-trophic species,9,-23.1194588768176,-23.7052894699659,-22.5166317301515
ScomberJaponicus,SSP5-8.5,yield,-0.220024524485018,-0.224783836783171,-0.214951103344643,Scomber japonicus,Mid-trophic species,9,-19.7500883156423,-20.1311152748793,-19.3419121679653
ScomberJaponicus,SSP5-8.5,mean_tl,-0.000365222877936343,-0.000578912713014166,-0.000151737768202384,Scomber japonicus,Mid-trophic species,9,-0.0365156192179694,-0.0578745175380924,-0.015172625660953
ScomberomorusNiphonius,SSP1-2.6,ingestion,-0.113086395965203,-0.118303903153478,-0.10806536457905,Scomberomorus niphonius,Predator,2,-10.6926501164077,-11.1573983883706,-10.2431074702022
ScomberomorusNiphonius,SSP1-2.6,maintenance,0.170133934780349,0.166424870288277,0.174365196039818,Scomberomorus niphonius,Predator,2,18.5463615497059,18.1074798727866,19.0490248767578
ScomberomorusNiphonius,SSP1-2.6,enet,-0.0873506116008703,-0.0914076408031228,-0.0836394152384173,Scomberomorus niphonius,Predator,2,-8.36442456545453,-8.73543965254331,-8.02371512245637
ScomberomorusNiphonius,SSP1-2.6,mbi,0.282739723164108,0.275495389667672,0.290148126095066,Scomberomorus niphonius,Predator,2,32.6759792032571,31.7183032133308,33.6625462472841
ScomberomorusNiphonius,SSP1-2.6,age_mature,0.010050862678791,0.00935237589038579,0.0107686063069633,Scomberomorus niphonius,Predator,2,1.01015422479074,0.939624601442524,1.0826796435814
ScomberomorusNiphonius,SSP1-2.6,ingestion_age_standardized,-0.00823164589856761,-0.00854602006863809,-0.00789728427330436,Scomberomorus niphonius,Predator,2,-0.819785867318645,-0.8509606642918,-0.786618265049588
ScomberomorusNiphonius,SSP1-2.6,maintenance_age_standardized,0.109358878682689,0.105554103771782,0.112956332375326,Scomberomorus niphonius,Predator,2,11.5562630158373,11.1326229837049,11.9583042349041
ScomberomorusNiphonius,SSP1-2.6,enet_age_standardized,0.0727019142822892,0.0707191611290515,0.0747941976196031,Scomberomorus niphonius,Predator,2,7.5409924792865,7.32797648619787,7.76623425857081
ScomberomorusNiphonius,SSP1-2.6,mbi_age_standardized,0.117582115632438,0.113906441660051,0.121428772205393,Scomberomorus niphonius,Predator,2,12.4773987679023,12.0647274080764,12.9108939121275
ScomberomorusNiphonius,SSP1-2.6,length_age1,0.000175925939756712,-0.00066110079173714,0.000976236665658109,Scomberomorus niphonius,Predator,2,0.0175941415632375,-0.0660882312756961,0.0976713339774671
ScomberomorusNiphonius,SSP1-2.6,age_standardized_size,0.00803372218601179,0.00738799953086533,0.00865201220943442,Scomberomorus niphonius,Predator,2,0.8066079122933,0.741535813301164,0.868954904536023
ScomberomorusNiphonius,SSP1-2.6,max_realized_size,-0.00135098426409412,-0.00200831886245186,-0.000673848993699794,Scomberomorus niphonius,Predator,2,-0.13500720956745,-0.200630353948805,-0.0673622008454111
ScomberomorusNiphonius,SSP1-2.6,reproductive_allocation,-0.00042439737375123,-0.00369732438557153,0.0026990248849503,Scomberomorus niphonius,Predator,2,-0.0424307329924378,-0.369049769785013,0.270267053177431
ScomberomorusNiphonius,SSP1-2.6,egg_production,0.0962989535930486,0.089342351266416,0.1032593691628,Scomberomorus niphonius,Predator,2,10.1088189065351,9.34549379375544,10.8778954853393
ScomberomorusNiphonius,SSP1-2.6,eggs_per_biomass,0.0819890553415458,0.0778420652868061,0.0859129998976163,Scomberomorus niphonius,Predator,2,8.5443929951454,8.0951925355772,8.97115191672497
ScomberomorusNiphonius,SSP1-2.6,mean_size,-0.029866443690192,-0.031769376719855,-0.0280810522404405,Scomberomorus niphonius,Predator,2,-2.94248486717179,-3.12700319979943,-2.76904442605109
ScomberomorusNiphonius,SSP1-2.6,biomass,0.0139699934591425,0.00909676870418316,0.0188404263426857,Scomberomorus niphonius,Predator,2,1.40680298081894,0.91382700518774,1.90190270496748
ScomberomorusNiphonius,SSP1-2.6,abundance,0.0834245258669183,0.0757820401123425,0.0913294944743707,Scomberomorus niphonius,Predator,2,8.70031715747954,7.87274292228466,9.56299498049988
ScomberomorusNiphonius,SSP1-2.6,yield,0.0137279634167294,0.00888176173401871,0.0186616017266229,Scomberomorus niphonius,Predator,2,1.38226245788422,0.892132161350556,1.88368176556499
ScomberomorusNiphonius,SSP1-2.6,mean_tl,-0.00353722805384188,-0.00396373173192617,-0.00311157868202043,Scomberomorus niphonius,Predator,2,-0.353097943246028,-0.395588651617129,-0.310674273818012
ScomberomorusNiphonius,SSP5-8.5,ingestion,-0.170756454911358,-0.175553949868896,-0.165871098840388,Scomberomorus niphonius,Predator,2,-15.6973136475882,-16.1007867563088,-15.2844573531414
ScomberomorusNiphonius,SSP5-8.5,maintenance,0.358238235329383,0.354609117361766,0.362124748599526,Scomberomorus niphonius,Predator,2,43.0806448525193,42.5623293963068,43.6378116942684
ScomberomorusNiphonius,SSP5-8.5,enet,-0.242972038328232,-0.247109749259276,-0.238802420481536,Scomberomorus niphonius,Predator,2,-21.5706556379202,-21.894503137692,-21.2429525203589
ScomberomorusNiphonius,SSP5-8.5,mbi,0.528465150138599,0.521322515538595,0.535443959039924,Scomberomorus niphonius,Predator,2,69.6326702718581,68.4253629023637,70.8206447630175
ScomberomorusNiphonius,SSP5-8.5,age_mature,0.0142599154411729,0.0135742074536733,0.0149481614819547,Scomberomorus niphonius,Predator,2,1.43620730440444,1.36667552880556,1.50604440226996
ScomberomorusNiphonius,SSP5-8.5,ingestion_age_standardized,-0.013343929888098,-0.0136408742726688,-0.0130388344657227,Scomberomorus niphonius,Predator,2,-1.3255294342516,-1.35482591425872,-1.29541971204104
ScomberomorusNiphonius,SSP5-8.5,maintenance_age_standardized,0.285577699933324,0.281739503150724,0.289318487570866,Scomberomorus niphonius,Predator,2,33.0530453494728,32.5433403786241,33.5517006369269
ScomberomorusNiphonius,SSP5-8.5,enet_age_standardized,0.113082714102414,0.11107050498128,0.115139613114278,Scomberomorus niphonius,Predator,2,11.9724546129109,11.7473691538772,12.2030076750571
ScomberomorusNiphonius,SSP5-8.5,mbi_age_standardized,0.298911504630843,0.295108322691232,0.302581447066549,Scomberomorus niphonius,Predator,2,34.8390291896194,34.3271857628391,35.3347898148817
ScomberomorusNiphonius,SSP5-8.5,length_age1,0.00318412520861079,0.0024288713511472,0.00400510467547203,Scomberomorus niphonius,Predator,2,0.318919992002553,0.243182344877191,0.40131358254889
ScomberomorusNiphonius,SSP5-8.5,age_standardized_size,0.0140731567798387,0.0134261298503376,0.0146899634983477,Scomberomorus niphonius,Predator,2,1.41726498299379,1.35166650571266,1.47983912950125
ScomberomorusNiphonius,SSP5-8.5,max_realized_size,-0.00630757240565665,-0.00698348944616576,-0.00562439661353283,Scomberomorus niphonius,Predator,2,-0.628772142991507,-0.6959161547892,-0.560860930679186
ScomberomorusNiphonius,SSP5-8.5,reproductive_allocation,-0.00726381775521149,-0.0102445409928302,-0.00433404743588388,Scomberomorus niphonius,Predator,2,-0.723749999205314,-1.01922444199041,-0.432466900604089
ScomberomorusNiphonius,SSP5-8.5,egg_production,0.151548486097959,0.144650468655965,0.158506429535412,Scomberomorus niphonius,Predator,2,16.3634720548952,15.5635568812967,17.175945806991
ScomberomorusNiphonius,SSP5-8.5,eggs_per_biomass,0.132963328291819,0.129080919157528,0.136873359352497,Scomberomorus niphonius,Predator,2,14.2208110840333,13.7782188816953,14.6682922657038
ScomberomorusNiphonius,SSP5-8.5,mean_size,-0.0435968131031852,-0.0454737361543713,-0.0418535464895599,Scomberomorus niphonius,Predator,2,-4.2660133438929,-4.44553014791518,-4.09897792983717
ScomberomorusNiphonius,SSP5-8.5,biomass,0.0184505895706493,0.0141052441498351,0.0229470871615451,Scomberomorus niphonius,Predator,2,1.8621853383006,1.42051924850946,2.32123970425435
ScomberomorusNiphonius,SSP5-8.5,abundance,0.119076421604559,0.111319604906336,0.126586991134714,Scomberomorus niphonius,Predator,2,12.6456000574067,11.7752088824518,13.4948177311645
ScomberomorusNiphonius,SSP5-8.5,yield,0.0176208933200303,0.0130182028583336,0.022435361196199,Scomberomorus niphonius,Predator,2,1.77770571610474,1.31033085679704,2.26889266390349
ScomberomorusNiphonius,SSP5-8.5,mean_tl,-0.0058243025840601,-0.00623437370732825,-0.00544418947681101,Scomberomorus niphonius,Predator,2,-0.580737421502453,-0.621498032236612,-0.5429396734287
TodarodesPacificus,SSP1-2.6,ingestion,-0.415477583171664,-0.440642759399605,-0.398401775648924,Todarodes pacificus,Invertebrate,6,-33.9975011405558,-35.6377406370207,-32.8607775581196
TodarodesPacificus,SSP1-2.6,maintenance,0.52860619851563,0.520673104629558,0.53675040371953,Todarodes pacificus,Invertebrate,6,69.6565983721616,68.3160211420452,71.0439583271812
TodarodesPacificus,SSP1-2.6,enet,-0.230443565869953,-0.244349052854077,-0.216879099980818,Todarodes pacificus,Invertebrate,6,-20.5818747334309,-21.6785796608322,-19.4972708763276
TodarodesPacificus,SSP1-2.6,mbi,1.05877039244936,0.920969403733732,1.28259165977218,Todarodes pacificus,Invertebrate,6,188.282406681382,151.172408483519,260.597308127822
TodarodesPacificus,SSP1-2.6,age_mature,0.00500452927376529,0.000155741117882302,0.00996321791219517,Todarodes pacificus,Invertebrate,6,0.501707284655417,0.0155753246159795,1.00130160134861
TodarodesPacificus,SSP1-2.6,ingestion_age_standardized,-0.181068732774228,-0.212845996702689,-0.147294222387753,Todarodes pacificus,Invertebrate,6,-16.5621992390355,-19.1719394489621,-13.6959985636409
TodarodesPacificus,SSP1-2.6,maintenance_age_standardized,0.456914108981831,0.424887662800151,0.488792578189187,Todarodes pacificus,Invertebrate,6,57.9193239908948,52.9418599409801,63.0346515120847
TodarodesPacificus,SSP1-2.6,enet_age_standardized,0.0331409895754986,0.0156987389318172,0.0494986191671953,Todarodes pacificus,Invertebrate,6,3.36962693660623,1.58226114993092,5.0744141311843
TodarodesPacificus,SSP1-2.6,mbi_age_standardized,0.615689477537611,0.568152891473542,0.662170102805074,Todarodes pacificus,Invertebrate,6,85.0932335981282,76.5003884925094,93.899559177491
TodarodesPacificus,SSP1-2.6,length_age1,0.0490032550175046,0.033599266113797,0.0639939254785122,Todarodes pacificus,Invertebrate,6,5.02237692312171,3.41700966777168,6.60859227799902
TodarodesPacificus,SSP1-2.6,age_standardized_size,0.0490032550175046,0.0328613380483089,0.0648156092893593,Todarodes pacificus,Invertebrate,6,5.02237692312171,3.34072350420125,6.69622683138731
TodarodesPacificus,SSP1-2.6,max_realized_size,-0.0398991171102973,-0.0416081041699721,-0.0381152221858055,Todarodes pacificus,Invertebrate,6,-3.91136287433461,-4.07543687166165,-3.73979786078369
TodarodesPacificus,SSP1-2.6,reproductive_allocation,0.170709503258071,0.140038725682279,0.199680819928752,Todarodes pacificus,Invertebrate,6,18.6146127382947,15.0318344857427,22.1012972949942
TodarodesPacificus,SSP1-2.6,egg_production,0.12348173165676,0.110469751636146,0.136718279885133,Todarodes pacificus,Invertebrate,6,13.1429335013836,11.6802567090794,14.65051094681
TodarodesPacificus,SSP1-2.6,eggs_per_biomass,0.0710578102171545,0.0572514667572754,0.0854445421773713,Todarodes pacificus,Invertebrate,6,7.3643291626158,5.89220606143475,8.92011549446194
TodarodesPacificus,SSP1-2.6,mean_size,0.138746517532356,0.128057661861135,0.149193974092436,Todarodes pacificus,Invertebrate,6,14.8832854105531,13.6618540347967,16.0898151535906
TodarodesPacificus,SSP1-2.6,biomass,0.0471674388573871,0.0361897935025473,0.0579538166961513,Todarodes pacificus,Invertebrate,6,4.82975201245326,3.68526157071341,5.9666055700762
TodarodesPacificus,SSP1-2.6,abundance,-0.0259253457492124,-0.0445851312728388,-0.00781400777034158,Todarodes pacificus,Invertebrate,6,-2.55921694199422,-4.36058224258039,-0.778355777540829
TodarodesPacificus,SSP1-2.6,yield,0.0566322248139006,0.0464430611060146,0.0666648538668828,Todarodes pacificus,Invertebrate,6,5.82665346451852,4.75384316907144,6.89371679764228
TodarodesPacificus,SSP1-2.6,mean_tl,-0.00260251339909265,-0.0030880071896091,-0.00211482999786789,Todarodes pacificus,Invertebrate,6,-0.259912979702281,-0.308324419938499,-0.211259532050645
TodarodesPacificus,SSP5-8.5,ingestion,-0.400085945923638,-0.410073005426265,-0.389346269348105,Todarodes pacificus,Invertebrate,6,-32.9737562764194,-33.6398198164567,-32.2500367963581
TodarodesPacificus,SSP5-8.5,maintenance,0.745997893473482,0.73842295928427,0.75375632860341,Todarodes pacificus,Invertebrate,6,110.854448827803,109.263274383688,112.496711848684
TodarodesPacificus,SSP5-8.5,enet,-0.548993498471104,-0.567711885654602,-0.530604818026423,Todarodes pacificus,Invertebrate,6,-42.2469196417044,-43.3179092906778,-41.1750921582175
TodarodesPacificus,SSP5-8.5,mbi,1.14400367033618,1.12852876552301,1.15913694268752,Todarodes pacificus,Invertebrate,6,213.93120084887,209.110541223243,218.718136857368
TodarodesPacificus,SSP5-8.5,age_mature,-0.00310337877749053,-0.00768533590547234,0.00184401851136972,Todarodes pacificus,Invertebrate,6,-0.309856827512922,-0.765587922129074,0.18457197590549
TodarodesPacificus,SSP5-8.5,ingestion_age_standardized,-0.186971243800009,-0.219577826017523,-0.15277471398698,Todarodes pacificus,Invertebrate,6,-17.0532411621687,-19.7142327953695,-14.1676931786623
TodarodesPacificus,SSP5-8.5,maintenance_age_standardized,0.646494601654136,0.615529953287832,0.67735088421738,Todarodes pacificus,Invertebrate,6,90.8837850529028,85.0637090938992,96.8655621618838
TodarodesPacificus,SSP5-8.5,enet_age_standardized,0.0066968560000024,-0.0104000474367707,0.0252354536059192,Todarodes pacificus,Invertebrate,6,0.671933008069536,-1.03461539368881,2.55565630899057
TodarodesPacificus,SSP5-8.5,mbi_age_standardized,0.814165914995023,0.766510146323243,0.859312772994628,Todarodes pacificus,Invertebrate,6,125.729211343111,115.224212227862,136.153722376913
TodarodesPacificus,SSP5-8.5,length_age1,0.0512766346904074,0.0354983457088289,0.0671582722965385,Todarodes pacificus,Invertebrate,6,5.26140425701356,3.61359340561191,6.94647314193058
