scenario,run,mean_ingestion,mean_maintenance,mean_net_energy,mean_metabolic_burden,mean_species_length,mean_maturation_age,gonadal_allocation_bias
SSP1-2.6,88,49.3399291402555,0.588781118333757,40.0892000863223,0.0378135025176703,18.5598568681746,0.735967443668431,5.6504371217389
SSP1-2.6,89,49.1363671546523,0.597720513952402,39.8627666025575,0.0382317173376268,18.3978719380512,0.745129201481482,5.66493199266414
SSP1-2.6,90,48.7205796647768,0.592909518856849,39.5246560776123,0.0380430487390205,18.4781617349647,0.739942325502645,5.63684333299185
SSP1-2.6,91,48.8800437360939,0.579012307943953,39.5870490365359,0.0371363254168617,18.4416782071781,0.740409247283951,5.62982018347192
SSP1-2.6,92,48.6985466782894,0.598186108715479,39.5535463321394,0.0395680867818266,18.4302270621869,0.745054459320987,5.6772217981244
SSP1-2.6,93,49.205387623462,0.604959766489989,39.9692277242161,0.0391564915444298,18.510952697425,0.743671309268077,5.61430650861463
SSP1-2.6,94,49.1054339322596,0.600049673337213,39.384293154169,0.0395198451830417,18.4496148381658,0.736540714523809,5.61545971514462
SSP1-2.6,95,48.9697486320368,0.600541683374192,39.7851806352532,0.0397786413994698,18.4506583546914,0.74271386627866,5.56179998548116
SSP1-2.6,96,48.905148060966,0.597025474598388,40.0308414675149,0.0391700100255947,18.5434924654409,0.744091002442681,5.68917120775545
SSP1-2.6,97,49.114764017247,0.589321549956017,39.8336583662678,0.0383115125260797,18.504959414127,0.742622386084656,5.65444803316897
SSP1-2.6,98,48.6519039898493,0.593866984989611,39.6088367071541,0.0387210303111553,18.513017355097,0.743663097522046,5.67912159494495
SSP1-2.6,99,48.8473093904858,0.597932827678916,39.4682889929172,0.0394091118534279,18.5004667963757,0.740118671049383,5.67372269067637
SSP1-2.6,100,49.0905527513762,0.601706487237444,39.4230339777261,0.0391092476830662,18.4229874500176,0.740872067671958,5.63058825877461
SSP5-8.5,1,49.0955453858737,0.703934041013909,40.9111390016154,0.044554027560626,18.509706562134,0.735154121693122,5.59982403903335
SSP5-8.5,2,48.8886155583617,0.708013552320228,40.6179254037971,0.0437836470416382,18.4948033322399,0.733877765811288,5.50010057249455
SSP5-8.5,3,49.0054155205881,0.709556800101627,41.0359919076396,0.0448244669726146,18.5425056585273,0.733825704135802,5.49185391458097
SSP5-8.5,4,48.7457554511809,0.713594083305505,41.012456627747,0.0453129779747758,18.519106682037,0.745160045035273,5.58044492536122
SSP5-8.5,5,48.5097444124254,0.709897650301121,40.639740931764,0.0456767138076871,18.6100835181129,0.738892546446208,5.56716854293006
SSP5-8.5,6,49.1121869120364,0.718569842184862,41.4668071769288,0.0456182719926711,18.5655833633598,0.734458153668431,5.53927735152127
SSP5-8.5,7,48.770807165447,0.716560661354981,40.5751269691673,0.0450390342758814,18.6248161838801,0.738198125723104,5.5253005614656
SSP5-8.5,8,49.2660896088579,0.702271621716595,41.4029166185508,0.0443415855579208,18.4599131606614,0.738315097548501,5.520166464611
SSP5-8.5,9,48.91894599159,0.717320835907932,40.5378927152062,0.0461372383401086,18.5713778127866,0.737184042398589,5.5041223544977
SSP5-8.5,10,48.9713093918922,0.714053355434288,40.8230999584812,0.045604226837029,18.4753809985714,0.735965263633157,5.48900753865913
SSP5-8.5,11,48.4121878908481,0.720182649660923,40.7612894408916,0.0459094761366185,18.5421885132187,0.741399139144621,5.5208214692652
