scenario,run,species,latin,group,species_order,mean_tl
SSP5-8.5,30,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.7842660691358
SSP5-8.5,31,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.78281681234568
SSP5-8.5,32,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.78398062839506
SSP5-8.5,33,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.77555980864198
SSP5-8.5,34,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.77803186790123
SSP5-8.5,35,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.77781807777778
SSP5-8.5,36,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.77625426296296
SSP5-8.5,37,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.7836537962963
SSP5-8.5,38,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.7788075
SSP5-8.5,39,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.78156914567901
SSP5-8.5,40,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.78377385185185
SSP5-8.5,41,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.78590213703704
SSP5-8.5,42,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.7877177345679
SSP5-8.5,43,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.78464800864198
SSP5-8.5,44,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.78461574814815
SSP5-8.5,45,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.78073135679012
SSP5-8.5,46,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.77893225679012
SSP5-8.5,47,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.77441898641975
SSP5-8.5,48,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.7857148654321
SSP5-8.5,49,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.78129291111111
SSP5-8.5,50,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.78172627407407
SSP5-8.5,51,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.78150333209877
SSP5-8.5,52,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.78130657407407
SSP5-8.5,53,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.78165705308642
SSP5-8.5,54,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.78138613580247
SSP5-8.5,55,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.77722321604938
SSP5-8.5,56,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.78266286790123
SSP5-8.5,57,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.78155029382716
SSP5-8.5,58,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.78247481234568
SSP5-8.5,59,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.78308750493827
SSP5-8.5,60,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.78060477530864
SSP5-8.5,61,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.77796403209877
SSP5-8.5,62,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.78311167037037
SSP5-8.5,63,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.77890021358025
SSP5-8.5,64,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.78113788888889
SSP5-8.5,65,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.78147175679012
SSP5-8.5,66,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.78127676296296
SSP5-8.5,67,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.78209694691358
SSP5-8.5,68,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.77848571728395
SSP5-8.5,69,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.77654034938272
SSP5-8.5,70,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.78443587654321
SSP5-8.5,71,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.78040468148148
SSP5-8.5,72,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.78236204320988
SSP5-8.5,73,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.77781598518519
SSP5-8.5,74,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.78474790987654
SSP5-8.5,75,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.78007173703704
SSP5-8.5,76,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.77653070740741
SSP5-8.5,77,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.78761075308642
SSP5-8.5,78,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.78177333703704
SSP5-8.5,79,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.77948594320988
SSP5-8.5,80,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.77717545802469
SSP5-8.5,81,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.77953574320988
SSP5-8.5,82,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.77819775308642
SSP5-8.5,83,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.77777654444444
SSP5-8.5,84,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.7827008691358
SSP5-8.5,85,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.78037569259259
SSP5-8.5,86,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.77592405308642
SSP5-8.5,87,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.77515576790123
SSP5-8.5,88,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.78443415432099
SSP5-8.5,89,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.77649322716049
SSP5-8.5,90,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.77908058148148
SSP5-8.5,91,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.78148023580247
SSP5-8.5,92,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.77559338271605
SSP5-8.5,93,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.78208655185185
SSP5-8.5,94,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.78495082345679
SSP5-8.5,95,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.78085659135803
SSP5-8.5,96,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.78236826296296
SSP5-8.5,97,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.78085142222222
SSP5-8.5,98,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.77640452222222
SSP5-8.5,99,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.78266597654321
SSP5-8.5,100,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.78221482716049
SSP5-8.5,1,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.11267780987654
SSP5-8.5,2,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.11403913703704
SSP5-8.5,3,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.11587692839506
SSP5-8.5,4,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.1127981308642
SSP5-8.5,5,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.11213759506173
SSP5-8.5,6,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.11297628395062
SSP5-8.5,7,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.11169375679012
SSP5-8.5,8,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.11470748148148
SSP5-8.5,9,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.11145962098765
SSP5-8.5,10,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.11462882345679
SSP5-8.5,11,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.11252690246914
SSP5-8.5,12,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.11112771234568
SSP5-8.5,13,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.11098238765432
SSP5-8.5,14,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.11420104197531
SSP5-8.5,15,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.11324540617284
SSP5-8.5,16,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.11551143827161
SSP5-8.5,17,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.11508550246914
SSP5-8.5,18,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.11137445185185
SSP5-8.5,19,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.11526462962963
SSP5-8.5,20,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.11317835061728
SSP5-8.5,21,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.11580497037037
SSP5-8.5,22,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.10991744074074
SSP5-8.5,23,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.11344743209877
SSP5-8.5,24,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.10783265432099
SSP5-8.5,25,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.11271629012346
SSP5-8.5,26,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.11329529876543
SSP5-8.5,27,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.11376620123457
SSP5-8.5,28,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.10882788641975
SSP5-8.5,29,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.11465318765432
SSP5-8.5,30,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.11466890617284
SSP5-8.5,31,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.10989207777778
SSP5-8.5,32,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.11200362592593
SSP5-8.5,33,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.11068837777778
SSP5-8.5,34,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.11139430246914
SSP5-8.5,35,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.10782252345679
SSP5-8.5,36,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.10828381604938
SSP5-8.5,37,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.11596285061728
SSP5-8.5,38,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.11335549876543
SSP5-8.5,39,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.10949738641975
SSP5-8.5,40,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.11438068395062
SSP5-8.5,41,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.11229123703704
SSP5-8.5,42,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.11467282592593
SSP5-8.5,43,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.11378980987654
SSP5-8.5,44,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.11222707901235
SSP5-8.5,45,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.11204687407407
SSP5-8.5,46,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.1124001345679
SSP5-8.5,47,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.11344243580247
SSP5-8.5,48,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.11422210740741
SSP5-8.5,49,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.11685079135803
SSP5-8.5,50,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.11231565308642
SSP5-8.5,51,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.11638761481481
SSP5-8.5,52,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.11261749259259
SSP5-8.5,53,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.11782475185185
SSP5-8.5,54,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.10759505061728
SSP5-8.5,55,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.11454465679012
SSP5-8.5,56,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.11042447530864
SSP5-8.5,57,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.11244311111111
SSP5-8.5,58,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.10483567283951
SSP5-8.5,59,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.11176145061728
SSP5-8.5,60,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.11072678395062
SSP5-8.5,61,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.10922596790123
SSP5-8.5,62,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.11203224444444
SSP5-8.5,63,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.11764588888889
SSP5-8.5,64,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.11326721111111
SSP5-8.5,65,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.11349874074074
SSP5-8.5,66,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.11186083827161
SSP5-8.5,67,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.10888227530864
SSP5-8.5,68,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.11392695679012
SSP5-8.5,69,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.11332082592593
SSP5-8.5,70,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.11248394938272
SSP5-8.5,71,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.10895331604938
SSP5-8.5,72,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.11342705061728
SSP5-8.5,73,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.10938306049383
SSP5-8.5,74,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.11052338148148
SSP5-8.5,75,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.11351213209877
SSP5-8.5,76,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.11189728148148
SSP5-8.5,77,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.11377791481482
SSP5-8.5,78,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.11350101604938
SSP5-8.5,79,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.11289115308642
SSP5-8.5,80,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.11200567283951
SSP5-8.5,81,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.11556407654321
SSP5-8.5,82,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.11436595925926
SSP5-8.5,83,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.11601013703704
SSP5-8.5,84,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.11297541358025
SSP5-8.5,85,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.11415009259259
SSP5-8.5,86,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.11344483950617
SSP5-8.5,87,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.11375709506173
SSP5-8.5,88,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.11657383209877
SSP5-8.5,89,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.1053727654321
SSP5-8.5,90,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.1118260308642
SSP5-8.5,91,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.11438125679012
SSP5-8.5,92,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.10956048148148
SSP5-8.5,93,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.1140528617284
SSP5-8.5,94,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.11764077283951
SSP5-8.5,95,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.11508046666667
SSP5-8.5,96,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.10785703703704
SSP5-8.5,97,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.10952856790123
SSP5-8.5,98,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.11622949259259
SSP5-8.5,99,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.11351431728395
SSP5-8.5,100,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.11050229135802
SSP5-8.5,1,MiichthysMiiuy,Miichthys miiuy,Predator,5,2.99892078024691
SSP5-8.5,2,MiichthysMiiuy,Miichthys miiuy,Predator,5,3.00592861481482
SSP5-8.5,3,MiichthysMiiuy,Miichthys miiuy,Predator,5,3.01230385432099
SSP5-8.5,4,MiichthysMiiuy,Miichthys miiuy,Predator,5,3.01154950493827
SSP5-8.5,5,MiichthysMiiuy,Miichthys miiuy,Predator,5,3.00982930123457
SSP5-8.5,6,MiichthysMiiuy,Miichthys miiuy,Predator,5,3.01555486790123
SSP5-8.5,7,MiichthysMiiuy,Miichthys miiuy,Predator,5,3.0105335
SSP5-8.5,8,MiichthysMiiuy,Miichthys miiuy,Predator,5,3.00932164320988
SSP5-8.5,9,MiichthysMiiuy,Miichthys miiuy,Predator,5,3.01446150123457
SSP5-8.5,10,MiichthysMiiuy,Miichthys miiuy,Predator,5,3.01572908148148
SSP5-8.5,11,MiichthysMiiuy,Miichthys miiuy,Predator,5,3.01962102098765
SSP5-8.5,12,MiichthysMiiuy,Miichthys miiuy,Predator,5,3.00913271234568
SSP5-8.5,13,MiichthysMiiuy,Miichthys miiuy,Predator,5,3.00758507777778
SSP5-8.5,14,MiichthysMiiuy,Miichthys miiuy,Predator,5,3.01337671851852
SSP5-8.5,15,MiichthysMiiuy,Miichthys miiuy,Predator,5,3.0091974654321
SSP5-8.5,16,MiichthysMiiuy,Miichthys miiuy,Predator,5,3.00883075061728
SSP5-8.5,17,MiichthysMiiuy,Miichthys miiuy,Predator,5,3.00636032098765
SSP5-8.5,18,MiichthysMiiuy,Miichthys miiuy,Predator,5,3.01348248888889
SSP5-8.5,19,MiichthysMiiuy,Miichthys miiuy,Predator,5,3.01058824074074
SSP5-8.5,20,MiichthysMiiuy,Miichthys miiuy,Predator,5,3.01442328148148
SSP5-8.5,21,MiichthysMiiuy,Miichthys miiuy,Predator,5,3.01335840987654
SSP5-8.5,22,MiichthysMiiuy,Miichthys miiuy,Predator,5,3.00759689259259
SSP5-8.5,23,MiichthysMiiuy,Miichthys miiuy,Predator,5,3.01818748271605
SSP5-8.5,24,MiichthysMiiuy,Miichthys miiuy,Predator,5,3.00812735802469
SSP5-8.5,25,MiichthysMiiuy,Miichthys miiuy,Predator,5,3.01666284197531
SSP5-8.5,26,MiichthysMiiuy,Miichthys miiuy,Predator,5,3.00719048888889
SSP5-8.5,27,MiichthysMiiuy,Miichthys miiuy,Predator,5,3.01746972469136
SSP5-8.5,28,MiichthysMiiuy,Miichthys miiuy,Predator,5,3.0120565962963
SSP5-8.5,29,MiichthysMiiuy,Miichthys miiuy,Predator,5,3.02021882592593
SSP5-8.5,30,MiichthysMiiuy,Miichthys miiuy,Predator,5,3.01699365555556
SSP5-8.5,31,MiichthysMiiuy,Miichthys miiuy,Predator,5,3.00906871975309
SSP5-8.5,32,MiichthysMiiuy,Miichthys miiuy,Predator,5,3.02439205679012
SSP5-8.5,33,MiichthysMiiuy,Miichthys miiuy,Predator,5,3.00644867901235
SSP5-8.5,34,MiichthysMiiuy,Miichthys miiuy,Predator,5,3.00791208765432
SSP5-8.5,35,MiichthysMiiuy,Miichthys miiuy,Predator,5,3.00827651111111
SSP5-8.5,36,MiichthysMiiuy,Miichthys miiuy,Predator,5,3.01082051728395
SSP5-8.5,37,MiichthysMiiuy,Miichthys miiuy,Predator,5,3.00936660246914
SSP5-8.5,38,MiichthysMiiuy,Miichthys miiuy,Predator,5,3.01255475925926
SSP5-8.5,39,MiichthysMiiuy,Miichthys miiuy,Predator,5,3.01037098765432
SSP5-8.5,40,MiichthysMiiuy,Miichthys miiuy,Predator,5,3.00739178518519
SSP5-8.5,41,MiichthysMiiuy,Miichthys miiuy,Predator,5,3.00311176419753
SSP5-8.5,42,MiichthysMiiuy,Miichthys miiuy,Predator,5,3.00775487901235
SSP5-8.5,43,MiichthysMiiuy,Miichthys miiuy,Predator,5,3.01432254938272
SSP5-8.5,44,MiichthysMiiuy,Miichthys miiuy,Predator,5,3.00726460987654
SSP5-8.5,45,MiichthysMiiuy,Miichthys miiuy,Predator,5,3.01807170493827
SSP5-8.5,46,MiichthysMiiuy,Miichthys miiuy,Predator,5,3.00976160493827
SSP5-8.5,47,MiichthysMiiuy,Miichthys miiuy,Predator,5,3.01931559753086
SSP5-8.5,48,MiichthysMiiuy,Miichthys miiuy,Predator,5,3.00477528518519
SSP5-8.5,49,MiichthysMiiuy,Miichthys miiuy,Predator,5,3.01403409012346
SSP5-8.5,50,MiichthysMiiuy,Miichthys miiuy,Predator,5,3.01195301728395
SSP5-8.5,51,MiichthysMiiuy,Miichthys miiuy,Predator,5,3.01531924567901
SSP5-8.5,52,MiichthysMiiuy,Miichthys miiuy,Predator,5,3.00088117160494
SSP5-8.5,53,MiichthysMiiuy,Miichthys miiuy,Predator,5,3.01338184074074
SSP5-8.5,54,MiichthysMiiuy,Miichthys miiuy,Predator,5,3.00913049135803
SSP5-8.5,55,MiichthysMiiuy,Miichthys miiuy,Predator,5,3.00664579753086
SSP5-8.5,56,MiichthysMiiuy,Miichthys miiuy,Predator,5,3.01214322345679
SSP5-8.5,57,MiichthysMiiuy,Miichthys miiuy,Predator,5,3.00768485185185
SSP5-8.5,58,MiichthysMiiuy,Miichthys miiuy,Predator,5,3.00933710493827
SSP5-8.5,59,MiichthysMiiuy,Miichthys miiuy,Predator,5,3.01827573209877
SSP5-8.5,60,MiichthysMiiuy,Miichthys miiuy,Predator,5,3.01318281975309
SSP5-8.5,61,MiichthysMiiuy,Miichthys miiuy,Predator,5,3.01682604691358
SSP5-8.5,62,MiichthysMiiuy,Miichthys miiuy,Predator,5,3.00577037901235
SSP5-8.5,63,MiichthysMiiuy,Miichthys miiuy,Predator,5,3.00875389382716
SSP5-8.5,64,MiichthysMiiuy,Miichthys miiuy,Predator,5,3.01924026666667
SSP5-8.5,65,MiichthysMiiuy,Miichthys miiuy,Predator,5,3.01212710246914
SSP5-8.5,66,MiichthysMiiuy,Miichthys miiuy,Predator,5,3.0128083654321
SSP5-8.5,67,MiichthysMiiuy,Miichthys miiuy,Predator,5,3.00924932345679
SSP5-8.5,68,MiichthysMiiuy,Miichthys miiuy,Predator,5,3.01180452716049
SSP5-8.5,69,MiichthysMiiuy,Miichthys miiuy,Predator,5,3.01830143703704
SSP5-8.5,70,MiichthysMiiuy,Miichthys miiuy,Predator,5,3.01404478765432
SSP5-8.5,71,MiichthysMiiuy,Miichthys miiuy,Predator,5,3.01095814814815
SSP5-8.5,72,MiichthysMiiuy,Miichthys miiuy,Predator,5,3.01284459012346
SSP5-8.5,73,MiichthysMiiuy,Miichthys miiuy,Predator,5,3.0149829037037
SSP5-8.5,74,MiichthysMiiuy,Miichthys miiuy,Predator,5,3.01413927901235
SSP5-8.5,75,MiichthysMiiuy,Miichthys miiuy,Predator,5,3.00457347530864
SSP5-8.5,76,MiichthysMiiuy,Miichthys miiuy,Predator,5,3.00419917654321
SSP5-8.5,77,MiichthysMiiuy,Miichthys miiuy,Predator,5,3.0092692037037
SSP5-8.5,78,MiichthysMiiuy,Miichthys miiuy,Predator,5,3.00825849506173
SSP5-8.5,79,MiichthysMiiuy,Miichthys miiuy,Predator,5,3.01161742839506
SSP5-8.5,80,MiichthysMiiuy,Miichthys miiuy,Predator,5,3.00772398888889
SSP5-8.5,81,MiichthysMiiuy,Miichthys miiuy,Predator,5,3.01784414444444
SSP5-8.5,82,MiichthysMiiuy,Miichthys miiuy,Predator,5,3.01131678271605
SSP5-8.5,83,MiichthysMiiuy,Miichthys miiuy,Predator,5,3.01076117037037
SSP5-8.5,84,MiichthysMiiuy,Miichthys miiuy,Predator,5,3.00315571604938
SSP5-8.5,85,MiichthysMiiuy,Miichthys miiuy,Predator,5,3.01047887160494
SSP5-8.5,86,MiichthysMiiuy,Miichthys miiuy,Predator,5,3.0139192
SSP5-8.5,87,MiichthysMiiuy,Miichthys miiuy,Predator,5,3.01219021481481
SSP5-8.5,88,MiichthysMiiuy,Miichthys miiuy,Predator,5,3.00849316296296
SSP5-8.5,89,MiichthysMiiuy,Miichthys miiuy,Predator,5,3.00791180123457
SSP5-8.5,90,MiichthysMiiuy,Miichthys miiuy,Predator,5,3.0050731962963
SSP5-8.5,91,MiichthysMiiuy,Miichthys miiuy,Predator,5,3.01156687654321
SSP5-8.5,92,MiichthysMiiuy,Miichthys miiuy,Predator,5,3.01003094938272
SSP5-8.5,93,MiichthysMiiuy,Miichthys miiuy,Predator,5,3.00315462222222
SSP5-8.5,94,MiichthysMiiuy,Miichthys miiuy,Predator,5,3.01840751111111
SSP5-8.5,95,MiichthysMiiuy,Miichthys miiuy,Predator,5,3.01817733333333
SSP5-8.5,96,MiichthysMiiuy,Miichthys miiuy,Predator,5,3.01599152839506
SSP5-8.5,97,MiichthysMiiuy,Miichthys miiuy,Predator,5,3.0048752345679
SSP5-8.5,98,MiichthysMiiuy,Miichthys miiuy,Predator,5,3.00879995432099
SSP5-8.5,99,MiichthysMiiuy,Miichthys miiuy,Predator,5,3.01410783580247
SSP5-8.5,100,MiichthysMiiuy,Miichthys miiuy,Predator,5,3.00633924567901
SSP5-8.5,1,TodarodesPacificus,Todarodes pacificus,Invertebrate,6,2.42737982469136
SSP5-8.5,2,TodarodesPacificus,Todarodes pacificus,Invertebrate,6,2.43192894691358
SSP5-8.5,3,TodarodesPacificus,Todarodes pacificus,Invertebrate,6,2.42626915802469
SSP5-8.5,4,TodarodesPacificus,Todarodes pacificus,Invertebrate,6,2.42363712469136
SSP5-8.5,5,TodarodesPacificus,Todarodes pacificus,Invertebrate,6,2.42511719382716
SSP5-8.5,6,TodarodesPacificus,Todarodes pacificus,Invertebrate,6,2.42646110493827
SSP5-8.5,7,TodarodesPacificus,Todarodes pacificus,Invertebrate,6,2.42474255308642
SSP5-8.5,8,TodarodesPacificus,Todarodes pacificus,Invertebrate,6,2.42696597901235
SSP5-8.5,9,TodarodesPacificus,Todarodes pacificus,Invertebrate,6,2.42259541975309
SSP5-8.5,10,TodarodesPacificus,Todarodes pacificus,Invertebrate,6,2.42661283950617
SSP5-8.5,11,TodarodesPacificus,Todarodes pacificus,Invertebrate,6,2.42776155802469
SSP5-8.5,12,TodarodesPacificus,Todarodes pacificus,Invertebrate,6,2.42199802469136
SSP5-8.5,13,TodarodesPacificus,Todarodes pacificus,Invertebrate,6,2.4270752345679
SSP5-8.5,14,TodarodesPacificus,Todarodes pacificus,Invertebrate,6,2.42581248024691
SSP5-8.5,15,TodarodesPacificus,Todarodes pacificus,Invertebrate,6,2.42218027654321
SSP5-8.5,16,TodarodesPacificus,Todarodes pacificus,Invertebrate,6,2.42410674444444
SSP5-8.5,17,TodarodesPacificus,Todarodes pacificus,Invertebrate,6,2.42709956049383
SSP5-8.5,18,TodarodesPacificus,Todarodes pacificus,Invertebrate,6,2.43086370246914
SSP5-8.5,19,TodarodesPacificus,Todarodes pacificus,Invertebrate,6,2.42757182098765
SSP5-8.5,20,TodarodesPacificus,Todarodes pacificus,Invertebrate,6,2.42430851481481
SSP5-8.5,21,TodarodesPacificus,Todarodes pacificus,Invertebrate,6,2.42792925308642
SSP5-8.5,22,TodarodesPacificus,Todarodes pacificus,Invertebrate,6,2.42322273827161
SSP5-8.5,23,TodarodesPacificus,Todarodes pacificus,Invertebrate,6,2.42464748518519
SSP5-8.5,24,TodarodesPacificus,Todarodes pacificus,Invertebrate,6,2.42608805555556
