run,group,scenario,tl_future,tl_base,response_tl
41,Mid-trophic species,SSP5-8.5,2.7087551191358,2.71576672888889,-0.00701160975308524
42,Prey,SSP1-2.6,2.32300889753086,2.33719371666667,-0.01418481913581
42,Prey,SSP5-8.5,2.32651553333333,2.33719371666667,-0.01067818333334
42,Predator,SSP1-2.6,2.99611040864198,2.99776541416667,-0.00165500552469489
42,Predator,SSP5-8.5,2.99710540833333,2.99776541416667,-0.000660005833335475
42,Invertebrate,SSP1-2.6,2.27896210946502,2.29120036,-0.0122382505349763
42,Invertebrate,SSP5-8.5,2.28458155226338,2.29120036,-0.00661880773662338
42,Mid-trophic species,SSP1-2.6,2.70711311337449,2.71295065166667,-0.00583753829217981
42,Mid-trophic species,SSP5-8.5,2.71036105432099,2.71295065166667,-0.00258959734567865
43,Prey,SSP1-2.6,2.32327304567901,2.33726543666667,-0.01399239098766
43,Prey,SSP5-8.5,2.32348843827161,2.33726543666667,-0.01377699839506
43,Predator,SSP1-2.6,2.99639026728395,3.00379699333333,-0.00740672604938508
43,Predator,SSP5-8.5,2.99713022407408,3.00379699333333,-0.00666676925925724
43,Invertebrate,SSP1-2.6,2.2844479781893,2.28100477666667,0.00344320152263355
43,Invertebrate,SSP5-8.5,2.28328924279835,2.28100477666667,0.00228446613168698
43,Mid-trophic species,SSP1-2.6,2.70362718539095,2.70955911833333,-0.00593193294238281
43,Mid-trophic species,SSP5-8.5,2.70907955185185,2.70955911833333,-0.000479566481480731
44,Prey,SSP1-2.6,2.32495875555556,2.33669804333333,-0.01173928777777
44,Prey,SSP5-8.5,2.32851143827161,2.33669804333333,-0.00818660506172009
44,Predator,SSP1-2.6,2.99913206296297,3.00256252583333,-0.00343046287036763
44,Predator,SSP5-8.5,2.99617188641976,3.00256252583333,-0.00639063941357776
44,Invertebrate,SSP1-2.6,2.28037215349794,2.27990870333333,0.000463450164609913
44,Invertebrate,SSP5-8.5,2.28595131193415,2.27990870333333,0.00604260860082029
44,Mid-trophic species,SSP1-2.6,2.70751359300412,2.71029398111111,-0.00278038810699499
44,Mid-trophic species,SSP5-8.5,2.7127997335391,2.71029398111111,0.00250575242798323
45,Prey,SSP1-2.6,2.32640336790123,2.33945139333333,-0.0130480254320999
45,Prey,SSP5-8.5,2.3239869,2.33945139333333,-0.0154644933333299
45,Predator,SSP1-2.6,2.99866783395062,3.00590701416667,-0.0072391802160503
45,Predator,SSP5-8.5,2.99694384382716,3.00590701416667,-0.00896317033951011
45,Invertebrate,SSP1-2.6,2.282191118107,2.28670585777778,-0.00451473967078009
45,Invertebrate,SSP5-8.5,2.28713839382716,2.28670585777778,0.000432536049386645
45,Mid-trophic species,SSP1-2.6,2.70780228209877,2.71061829777778,-0.00281601567901335
45,Mid-trophic species,SSP5-8.5,2.71152777654321,2.71061829777778,0.000909478765432237
46,Prey,SSP1-2.6,2.32603941851852,2.33413829666667,-0.00809887814815014
46,Prey,SSP5-8.5,2.32562530617284,2.33413829666667,-0.00851299049383014
46,Predator,SSP1-2.6,2.99337550617284,3.00606446583334,-0.0126889596604949
46,Predator,SSP5-8.5,2.99419216018518,3.00606446583334,-0.0118723056481524
46,Invertebrate,SSP1-2.6,2.28267039218107,2.28626754333333,-0.00359715115226678
46,Invertebrate,SSP5-8.5,2.28290491975309,2.28626754333333,-0.00336262358024664
46,Mid-trophic species,SSP1-2.6,2.7044234462963,2.71546621777778,-0.0110427714814838
46,Mid-trophic species,SSP5-8.5,2.70870948477366,2.71546621777778,-0.00675673300411539
47,Prey,SSP1-2.6,2.32628701111111,2.33380745666667,-0.00752044555555997
47,Prey,SSP5-8.5,2.32870818888889,2.33380745666667,-0.00509926777777991
47,Predator,SSP1-2.6,2.9981196941358,3.000001615,-0.00188192086419781
47,Predator,SSP5-8.5,2.99528526512345,3.000001615,-0.00471634987654568
47,Invertebrate,SSP1-2.6,2.28484978971193,2.27527509222222,0.00957469748971373
47,Invertebrate,SSP5-8.5,2.28129744650206,2.27527509222222,0.00602235427984033
47,Mid-trophic species,SSP1-2.6,2.70685907160494,2.71368984555556,-0.00683077395061638
47,Mid-trophic species,SSP5-8.5,2.71001481954733,2.71368984555556,-0.00367502600822967
48,Prey,SSP1-2.6,2.32133105432099,2.34154040333333,-0.0202093490123398
48,Prey,SSP5-8.5,2.32305858395062,2.34154040333333,-0.0184818193827101
48,Predator,SSP1-2.6,3.00039573981482,3.00710699,-0.00671125018518515
48,Predator,SSP5-8.5,2.99493233981482,3.00710699,-0.0121746501851825
48,Invertebrate,SSP1-2.6,2.28727536378601,2.28143315,0.00584221378601013
48,Invertebrate,SSP5-8.5,2.28315369135802,2.28143315,0.00172054135802346
48,Mid-trophic species,SSP1-2.6,2.71061875946502,2.71480272444444,-0.00418396497941975
48,Mid-trophic species,SSP5-8.5,2.71359847880658,2.71480272444444,-0.00120424563785937
49,Prey,SSP1-2.6,2.3275793037037,2.33768685,-0.0101075462962998
49,Prey,SSP5-8.5,2.32837424567901,2.33768685,-0.00931260432098968
49,Predator,SSP1-2.6,2.99855145185185,3.000824405,-0.00227295314814757
49,Predator,SSP5-8.5,2.99682137777778,3.000824405,-0.00400302722222001
49,Invertebrate,SSP1-2.6,2.2865190872428,2.27929999222222,0.00721909502057638
49,Invertebrate,SSP5-8.5,2.28369720699588,2.27929999222222,0.00439721477365973
49,Mid-trophic species,SSP1-2.6,2.70916406707819,2.71031488722222,-0.001150820144034
49,Mid-trophic species,SSP5-8.5,2.7110736973251,2.71031488722222,0.00075881010288148
50,Prey,SSP1-2.6,2.32624507777778,2.33614895,-0.00990387222222022
50,Prey,SSP5-8.5,2.32257095308642,2.33614895,-0.0135779969135803
50,Predator,SSP1-2.6,2.9964867117284,3.0066589175,-0.0101722057716027
50,Predator,SSP5-8.5,2.99574515154321,3.0066589175,-0.0109137659567873
50,Invertebrate,SSP1-2.6,2.28494834732511,2.28759181888889,-0.00264347156377998
50,Invertebrate,SSP5-8.5,2.28751841934156,2.28759181888889,-7.33995473236604e-05
50,Mid-trophic species,SSP1-2.6,2.71072034032922,2.71191302111111,-0.00119268078189094
50,Mid-trophic species,SSP5-8.5,2.71122759506173,2.71191302111111,-0.000685426049379601
51,Prey,SSP1-2.6,2.32465534320988,2.33873566,-0.0140803167901202
51,Prey,SSP5-8.5,2.32874803827161,2.33873566,-0.00998762172839029
51,Predator,SSP1-2.6,2.99309242962963,3.013263785,-0.0201713553703695
51,Predator,SSP5-8.5,2.99697864598766,3.013263785,-0.0162851390123446
51,Invertebrate,SSP1-2.6,2.28413059753087,2.28533448111111,-0.00120388358024348
51,Invertebrate,SSP5-8.5,2.28339036872428,2.28533448111111,-0.00194411238683001
51,Mid-trophic species,SSP1-2.6,2.70567601296297,2.71753384888889,-0.0118578359259249
51,Mid-trophic species,SSP5-8.5,2.71058973333333,2.71753384888889,-0.00694411555555607
52,Prey,SSP1-2.6,2.32940953333333,2.33294828,-0.00353874666667009
52,Prey,SSP5-8.5,2.32506301234568,2.33294828,-0.00788526765431996
52,Predator,SSP1-2.6,2.99741306450617,3.00340633833333,-0.00599327382715975
52,Predator,SSP5-8.5,2.99302182746914,3.00340633833333,-0.0103845108641973
52,Invertebrate,SSP1-2.6,2.28585886090535,2.28785687777778,-0.00199801687243406
52,Invertebrate,SSP5-8.5,2.28262575185185,2.28785687777778,-0.00523112592593034
52,Mid-trophic species,SSP1-2.6,2.70490430699589,2.71173220944445,-0.0068279024485598
52,Mid-trophic species,SSP5-8.5,2.70933427304527,2.71173220944445,-0.00239793639918018
53,Prey,SSP1-2.6,2.33379942469136,2.33163245333333,0.0021669713580299
53,Prey,SSP5-8.5,2.32677354197531,2.33163245333333,-0.00485891135801975
53,Predator,SSP1-2.6,2.99570160555556,2.99837571083334,-0.00267410527777745
53,Predator,SSP5-8.5,2.99812975925926,2.99837571083334,-0.000245951574077807
53,Invertebrate,SSP1-2.6,2.28219913127572,2.27999816666667,0.00220096460905683
53,Invertebrate,SSP5-8.5,2.28436182304527,2.27999816666667,0.00436365637860003
53,Mid-trophic species,SSP1-2.6,2.71090768168724,2.70617554944445,0.00473213224279823
53,Mid-trophic species,SSP5-8.5,2.71098524279835,2.70617554944445,0.00480969335390924
54,Prey,SSP1-2.6,2.32379599259259,2.33616451,-0.0123685174074102
54,Prey,SSP5-8.5,2.32271888641975,2.33616451,-0.01344562358025
54,Predator,SSP1-2.6,2.99396342253087,3.00415135166667,-0.0101879291358
54,Predator,SSP5-8.5,2.99273192098766,3.00415135166667,-0.0114194306790094
54,Invertebrate,SSP1-2.6,2.28338303580247,2.27990200333333,0.003481032469137
54,Invertebrate,SSP5-8.5,2.28476337366255,2.27990200333333,0.00486137032921663
54,Mid-trophic species,SSP1-2.6,2.70603479897119,2.70955989722223,-0.00352509825103198
54,Mid-trophic species,SSP5-8.5,2.70546584238683,2.70955989722223,-0.00409405483539427
55,Prey,SSP1-2.6,2.32600761481482,2.33410170333333,-0.00809408851850968
55,Prey,SSP5-8.5,2.3239922654321,2.33410170333333,-0.0101094379012299
55,Predator,SSP1-2.6,2.99580822253086,3.00229339833333,-0.00648517580247043
55,Predator,SSP5-8.5,2.99354309845679,3.00229339833333,-0.00875029987654541
55,Invertebrate,SSP1-2.6,2.28261414773663,2.27967568666667,0.00293846106995987
55,Invertebrate,SSP5-8.5,2.28191629506173,2.27967568666667,0.00224060839506013
55,Mid-trophic species,SSP1-2.6,2.70745607057613,2.71548621833333,-0.00803014775720001
55,Mid-trophic species,SSP5-8.5,2.71094873497943,2.71548621833333,-0.00453748335390847
56,Prey,SSP1-2.6,2.32448961975309,2.33232894333333,-0.00783932358024009
56,Prey,SSP5-8.5,2.3264841654321,2.33232894333333,-0.00584477790123028
56,Predator,SSP1-2.6,2.99918635246914,3.00460789416667,-0.00542154169753006
56,Predator,SSP5-8.5,2.99374127129629,3.00460789416667,-0.0108666228703704
56,Invertebrate,SSP1-2.6,2.28519422798354,2.28506441777778,0.00012981020575964
56,Invertebrate,SSP5-8.5,2.28467935514403,2.28506441777778,-0.000385062633746713
56,Mid-trophic species,SSP1-2.6,2.70761734547325,2.70782580166667,-0.000208456193415696
56,Mid-trophic species,SSP5-8.5,2.70610051584362,2.70782580166667,-0.00172528582304565
57,Prey,SSP1-2.6,2.32774956666667,2.33372464333333,-0.00597507666665997
57,Prey,SSP5-8.5,2.32577234444444,2.33372464333333,-0.00795229888889004
57,Predator,SSP1-2.6,2.99410702098766,3.0068436475,-0.012736626512345
57,Predator,SSP5-8.5,2.99405354783951,3.0068436475,-0.0127900996604948
57,Invertebrate,SSP1-2.6,2.28426147572016,2.28275639333334,0.00150508238682656
57,Invertebrate,SSP5-8.5,2.28103898683128,2.28275639333334,-0.00171740650205976
57,Mid-trophic species,SSP1-2.6,2.7026817399177,2.70522838111111,-0.00254664119341363
57,Mid-trophic species,SSP5-8.5,2.71081526378601,2.70522838111111,0.00558688267489815
58,Prey,SSP1-2.6,2.32363367283951,2.33607728,-0.0124436071604901
58,Prey,SSP5-8.5,2.32497093580247,2.33607728,-0.0111063441975299
58,Predator,SSP1-2.6,2.99252976944444,3.00336226166667,-0.0108324922222227
58,Predator,SSP5-8.5,2.99267430987655,3.00336226166667,-0.0106879517901199
58,Invertebrate,SSP1-2.6,2.28207404938271,2.28126149,0.000812559382716405
58,Invertebrate,SSP5-8.5,2.28461679300411,2.28126149,0.00335530300411646
58,Mid-trophic species,SSP1-2.6,2.70572801008231,2.71348177222222,-0.00775376213991841
58,Mid-trophic species,SSP5-8.5,2.71502831872428,2.71348177222222,0.00154654650205632
59,Prey,SSP1-2.6,2.3255954308642,2.33638058,-0.0107851491358
59,Prey,SSP5-8.5,2.32557021234568,2.33638058,-0.0108103676543201
59,Predator,SSP1-2.6,2.99675979382716,3.00397674416667,-0.00721695033950809
59,Predator,SSP5-8.5,2.99707810524691,3.00397674416667,-0.00689863891975495
59,Invertebrate,SSP1-2.6,2.28395837736626,2.27817401333333,0.0057843640329236
59,Invertebrate,SSP5-8.5,2.28520862674897,2.27817401333333,0.00703461341563694
59,Mid-trophic species,SSP1-2.6,2.71073608230453,2.70690493388889,0.00383114841563836
59,Mid-trophic species,SSP5-8.5,2.7112500627572,2.70690493388889,0.00434512886831184
60,Prey,SSP1-2.6,2.32783813580247,2.33399975666667,-0.00616162086420014
60,Prey,SSP5-8.5,2.32350504814815,2.33399975666667,-0.0104947085185203
60,Predator,SSP1-2.6,2.99756572839506,3.00815166666667,-0.0105859382716047
60,Predator,SSP5-8.5,2.99497290246914,3.00815166666667,-0.0131787641975301
60,Invertebrate,SSP1-2.6,2.28442971522633,2.28280638,0.00162333522632974
60,Invertebrate,SSP5-8.5,2.28574759506173,2.28280638,0.00294121506172651
60,Mid-trophic species,SSP1-2.6,2.71104558209877,2.70884124944444,0.00220433265432307
60,Mid-trophic species,SSP5-8.5,2.70949940514403,2.70884124944444,0.000658155699590157
61,Prey,SSP1-2.6,2.32434912592593,2.33406985,-0.00972072407407021
61,Prey,SSP5-8.5,2.32048687037037,2.33406985,-0.0135829796296303
61,Predator,SSP1-2.6,2.99966352006173,3.008012565,-0.00834904493826993
61,Predator,SSP5-8.5,2.9955921537037,3.008012565,-0.0124204112962976
61,Invertebrate,SSP1-2.6,2.2830226164609,2.28635147777778,-0.0033288613168736
61,Invertebrate,SSP5-8.5,2.28328466831276,2.28635147777778,-0.00306680946501681
61,Mid-trophic species,SSP1-2.6,2.70641609547325,2.70867179277778,-0.00225569730452824
61,Mid-trophic species,SSP5-8.5,2.7082888244856,2.70867179277778,-0.000382968292182095
62,Prey,SSP1-2.6,2.326416,2.33421328666667,-0.00779728666667001
62,Prey,SSP5-8.5,2.32599231604938,2.33421328666667,-0.00822097061729021
62,Predator,SSP1-2.6,2.99389196111111,3.00265881666667,-0.00876685555555268
62,Predator,SSP5-8.5,2.99436608888889,3.00265881666667,-0.00829272777777446
62,Invertebrate,SSP1-2.6,2.28285227901234,2.27764653555555,0.00520574345679048
62,Invertebrate,SSP5-8.5,2.28523157242798,2.27764653555555,0.00758503687243017
62,Mid-trophic species,SSP1-2.6,2.70345381790124,2.70193967555556,0.00151414234568126
62,Mid-trophic species,SSP5-8.5,2.71137289382716,2.70193967555556,0.00943321827160482
63,Prey,SSP1-2.6,2.32889454444444,2.33788505333333,-0.00899050888888997
63,Prey,SSP5-8.5,2.32846083333333,2.33788505333333,-0.00942422000000009
63,Predator,SSP1-2.6,2.99632667932099,3.00169896666667,-0.00537228734567741
63,Predator,SSP5-8.5,2.99617718302469,3.00169896666667,-0.00552178364197475
63,Invertebrate,SSP1-2.6,2.28448533950617,2.28532382888889,-0.000838489382713803
63,Invertebrate,SSP5-8.5,2.28758175802469,2.28532382888889,0.00225792913580669
63,Mid-trophic species,SSP1-2.6,2.71115047037037,2.70901552777778,0.00213494259259317
63,Mid-trophic species,SSP5-8.5,2.70917315843621,2.70901552777778,0.000157630658434993
64,Prey,SSP1-2.6,2.32842617037037,2.33718292333333,-0.00875675296295997
64,Prey,SSP5-8.5,2.32244192222222,2.33718292333333,-0.0147410011111102
64,Predator,SSP1-2.6,2.99488558487654,3.00715841,-0.0122728251234543
64,Predator,SSP5-8.5,2.99753394598766,3.00715841,-0.00962446401234196
64,Invertebrate,SSP1-2.6,2.28820284567902,2.28417800888889,0.00402483679012677
64,Invertebrate,SSP5-8.5,2.28443849094651,2.28417800888889,0.000260482057616418
64,Mid-trophic species,SSP1-2.6,2.7072172537037,2.70424558166667,0.00297167203703497
64,Mid-trophic species,SSP5-8.5,2.71234764135803,2.70424558166667,0.00810205969135858
65,Prey,SSP1-2.6,2.3222350037037,2.33974743666667,-0.0175124329629699
65,Prey,SSP5-8.5,2.32603675061728,2.33974743666667,-0.0137106860493899
65,Predator,SSP1-2.6,2.99573133395062,3.0056687975,-0.00993746354938452
65,Predator,SSP5-8.5,2.99605413487654,3.0056687975,-0.00961466262345922
65,Invertebrate,SSP1-2.6,2.28794035843621,2.28053174666667,0.00740861176954688
65,Invertebrate,SSP5-8.5,2.28508851563786,2.28053174666667,0.00455676897119695
65,Mid-trophic species,SSP1-2.6,2.7031655563786,2.70674329388889,-0.00357773751028834
65,Mid-trophic species,SSP5-8.5,2.71497618497943,2.70674329388889,0.00823289109053338
66,Prey,SSP1-2.6,2.32760023827161,2.33766273666667,-0.0100624983950599
66,Prey,SSP5-8.5,2.32259575185185,2.33766273666667,-0.0150669848148199
66,Predator,SSP1-2.6,2.99548443703704,3.00228053916667,-0.00679610212962967
66,Predator,SSP5-8.5,2.99503047376543,3.00228053916667,-0.00725006540123507
66,Invertebrate,SSP1-2.6,2.28272526625515,2.28479692555555,-0.00207165930040709
66,Invertebrate,SSP5-8.5,2.286226381893,2.28479692555555,0.00142945633744995
66,Mid-trophic species,SSP1-2.6,2.70746146748971,2.71259631333333,-0.00513484584362223
66,Mid-trophic species,SSP5-8.5,2.71155491522634,2.71259631333333,-0.00104139810699655
67,Prey,SSP1-2.6,2.32380323950617,2.33185266333333,-0.00804942382716023
67,Prey,SSP5-8.5,2.32949589753086,2.33185266333333,-0.00235676580247013
67,Predator,SSP1-2.6,2.99658397098766,3.00993113333333,-0.0133471623456778
67,Predator,SSP5-8.5,2.99344300833333,3.00993113333333,-0.0164881250000004
67,Invertebrate,SSP1-2.6,2.28539179465021,2.28837168555556,-0.00297989090534934
67,Invertebrate,SSP5-8.5,2.28409635226338,2.28837168555556,-0.00427533329217988
67,Mid-trophic species,SSP1-2.6,2.70745084588477,2.71084265444445,-0.00339180855967358
67,Mid-trophic species,SSP5-8.5,2.71098023333333,2.71084265444445,0.000137578888887102
68,Prey,SSP1-2.6,2.33048102345679,2.33311248333333,-0.00263145987654001
68,Prey,SSP5-8.5,2.32571336666667,2.33311248333333,-0.00739911666666027
68,Predator,SSP1-2.6,2.99938142901235,3.00786129916667,-0.00847987015432006
68,Predator,SSP5-8.5,2.99452506080247,3.00786129916667,-0.013336238364198
68,Invertebrate,SSP1-2.6,2.28314301481481,2.28662343333333,-0.00348041851852043
68,Invertebrate,SSP5-8.5,2.2848403909465,2.28662343333333,-0.00178304238683058
68,Mid-trophic species,SSP1-2.6,2.70755664609054,2.71546633611111,-0.00790969002057373
68,Mid-trophic species,SSP5-8.5,2.71280158106996,2.71546633611111,-0.00266475504115338
69,Prey,SSP1-2.6,2.33072809259259,2.33271733333333,-0.00198924074073981
69,Prey,SSP5-8.5,2.32630497530864,2.33271733333333,-0.00641235802468998
69,Predator,SSP1-2.6,2.99770934351852,3.0044505125,-0.00674116898148247
69,Predator,SSP5-8.5,2.99624928271605,3.0044505125,-0.00820122978394755
69,Invertebrate,SSP1-2.6,2.28441531193416,2.27679897666667,0.00761633526748939
69,Invertebrate,SSP5-8.5,2.2852198617284,2.27679897666667,0.00842088506172978
69,Mid-trophic species,SSP1-2.6,2.70853418786008,2.70932334722222,-0.000789159362140079
69,Mid-trophic species,SSP5-8.5,2.70956787304527,2.70932334722222,0.000244525823046793
70,Prey,SSP1-2.6,2.32519127283951,2.34004607,-0.0148547971604902
70,Prey,SSP5-8.5,2.32659687901235,2.34004607,-0.0134491909876502
70,Predator,SSP1-2.6,2.99679070061729,3.0100451825,-0.0132544818827149
70,Predator,SSP5-8.5,2.99571329444445,3.0100451825,-0.0143318880555547
70,Invertebrate,SSP1-2.6,2.2838649691358,2.28731184,-0.00344687086419615
70,Invertebrate,SSP5-8.5,2.28368288312757,2.28731184,-0.0036289568724297
70,Mid-trophic species,SSP1-2.6,2.71317772633745,2.71266276166667,0.000514964670781382
70,Mid-trophic species,SSP5-8.5,2.70941939156379,2.71266276166667,-0.00324337010287845
71,Prey,SSP1-2.6,2.33021444567901,2.34650184333333,-0.0162873976543199
71,Prey,SSP5-8.5,2.32608376419753,2.34650184333333,-0.0204180791358
71,Predator,SSP1-2.6,3.00069782098766,3.01233237833333,-0.0116345573456798
71,Predator,SSP5-8.5,2.99336923703704,3.01233237833333,-0.0189631412962972
71,Invertebrate,SSP1-2.6,2.28788644855967,2.28747613555556,0.00041031300411376
71,Invertebrate,SSP5-8.5,2.28486799423868,2.28747613555556,-0.00260814131687326
71,Mid-trophic species,SSP1-2.6,2.7113060026749,2.709321585,0.00198441767489665
71,Mid-trophic species,SSP5-8.5,2.70969848395062,2.709321585,0.000376898950618099
72,Prey,SSP1-2.6,2.32914057530864,2.33092407666667,-0.00178350135802985
72,Prey,SSP5-8.5,2.32668483827161,2.33092407666667,-0.0042392383950598
72,Predator,SSP1-2.6,2.99808661851852,3.00174870916667,-0.00366209064814838
72,Predator,SSP5-8.5,2.99640044135803,3.00174870916667,-0.00534826780864028
72,Invertebrate,SSP1-2.6,2.28202642263375,2.27532233333333,0.00670408930041377
72,Invertebrate,SSP5-8.5,2.28172968312757,2.27532233333333,0.00640734979424007
72,Mid-trophic species,SSP1-2.6,2.70716143436214,2.707352025,-0.000190590637863863
72,Mid-trophic species,SSP5-8.5,2.71138287736626,2.707352025,0.00403085236625333
73,Prey,SSP1-2.6,2.32451436049383,2.32470350666667,-0.000189146172839827
73,Prey,SSP5-8.5,2.32866640123457,2.32470350666667,0.00396289456790022
73,Predator,SSP1-2.6,2.99644141203704,3.00265897666666,-0.00621756462962964
73,Predator,SSP5-8.5,2.99366320123457,3.00265897666666,-0.00899577543209462
73,Invertebrate,SSP1-2.6,2.28268894032922,2.27717046222222,0.00551847810699968
73,Invertebrate,SSP5-8.5,2.28874418065844,2.27717046222222,0.0115737184362166
73,Mid-trophic species,SSP1-2.6,2.70569055493827,2.70343657666667,0.00225397827160512
73,Mid-trophic species,SSP5-8.5,2.71022066769547,2.70343657666667,0.00678409102880639
74,Prey,SSP1-2.6,2.32392503580247,2.33169792666667,-0.0077728908642003
74,Prey,SSP5-8.5,2.32406312098765,2.33169792666667,-0.00763480567902031
74,Predator,SSP1-2.6,2.99674136851852,3.00682955833334,-0.0100881898148146
74,Predator,SSP5-8.5,2.99655487314815,3.00682955833334,-0.0102746851851876
74,Invertebrate,SSP1-2.6,2.28595701440329,2.28258383111111,0.00337318329217684
74,Invertebrate,SSP5-8.5,2.28207274444444,2.28258383111111,-0.000511086666669769
74,Mid-trophic species,SSP1-2.6,2.70640521810699,2.71266887111111,-0.00626365300411536
74,Mid-trophic species,SSP5-8.5,2.70926216049383,2.71266887111111,-0.00340671061728282
75,Prey,SSP1-2.6,2.32494277777778,2.33033204,-0.00538926222222003
75,Prey,SSP5-8.5,2.322783,2.33033204,-0.00754904000000023
75,Predator,SSP1-2.6,2.99591737345679,3.00991377166667,-0.0139963982098728
75,Predator,SSP5-8.5,2.99423108487655,3.00991377166667,-0.0156826867901199
75,Invertebrate,SSP1-2.6,2.28388450658436,2.28429212222222,-0.000407615637863401
75,Invertebrate,SSP5-8.5,2.28266619917695,2.28429212222222,-0.00162592304527021
75,Mid-trophic species,SSP1-2.6,2.70492600185185,2.70968892555555,-0.00476292370370146
75,Mid-trophic species,SSP5-8.5,2.70850163847737,2.70968892555555,-0.00118728707818816
76,Prey,SSP1-2.6,2.32470411111111,2.33307616666667,-0.00837205555555975
76,Prey,SSP5-8.5,2.32452747654321,2.33307616666667,-0.00854869012345993
76,Predator,SSP1-2.6,2.99502897469136,2.99772012833334,-0.00269115364197781
76,Predator,SSP5-8.5,2.99185108364197,2.99772012833334,-0.00586904469136051
76,Invertebrate,SSP1-2.6,2.2817010563786,2.28130480555556,0.000396250823046618
76,Invertebrate,SSP5-8.5,2.28538804485596,2.28130480555556,0.00408323930040622
76,Mid-trophic species,SSP1-2.6,2.70918784814815,2.70954262055556,-0.000354772407405335
76,Mid-trophic species,SSP5-8.5,2.70928836152263,2.70954262055556,-0.000254259032921311
77,Prey,SSP1-2.6,2.3304190691358,2.34274558333333,-0.0123265141975297
77,Prey,SSP5-8.5,2.32525560493827,2.34274558333333,-0.0174899783950599
77,Predator,SSP1-2.6,2.99840290740741,3.00331866916667,-0.00491576175926056
77,Predator,SSP5-8.5,2.99630338549383,3.00331866916667,-0.0070152836728381
77,Invertebrate,SSP1-2.6,2.27997449588477,2.28023600777778,-0.000261511893003608
77,Invertebrate,SSP5-8.5,2.28579097407408,2.28023600777778,0.00555496629630037
77,Mid-trophic species,SSP1-2.6,2.70742518374486,2.70824743166667,-0.000822247921812291
77,Mid-trophic species,SSP5-8.5,2.71383545740741,2.70824743166667,0.00558802574073836
78,Prey,SSP1-2.6,2.32720683209877,2.33430386666667,-0.00709703456789956
78,Prey,SSP5-8.5,2.32756880864198,2.33430386666667,-0.00673505802468988
78,Predator,SSP1-2.6,2.99746282777778,3.007841235,-0.0103784072222171
78,Predator,SSP5-8.5,2.9952395117284,3.007841235,-0.0126017232716023
78,Invertebrate,SSP1-2.6,2.28167964650206,2.28154677444444,0.000132872057613476
78,Invertebrate,SSP5-8.5,2.28253613539095,2.28154677444444,0.000989360946503481
78,Mid-trophic species,SSP1-2.6,2.70768660658436,2.71444382055556,-0.00675721397119311
78,Mid-trophic species,SSP5-8.5,2.71245986152263,2.71444382055556,-0.00198395903292159
79,Prey,SSP1-2.6,2.32823740123457,2.33593742666667,-0.0077000254320998
79,Prey,SSP5-8.5,2.32781856790123,2.33593742666667,-0.00811885876543972
79,Predator,SSP1-2.6,2.99723152407408,3.00563416083333,-0.00840263675925668
79,Predator,SSP5-8.5,2.99489683858025,3.00563416083333,-0.0107373222530844
79,Invertebrate,SSP1-2.6,2.28525014074074,2.28761341222222,-0.00236327148148341
79,Invertebrate,SSP5-8.5,2.28971344691358,2.28761341222222,0.00210003469135689
79,Mid-trophic species,SSP1-2.6,2.70910598518519,2.70962667666667,-0.000520691481480817
79,Mid-trophic species,SSP5-8.5,2.71802142489712,2.70962667666667,0.00839474823045139
80,Prey,SSP1-2.6,2.3265377308642,2.33642874666667,-0.00989101580247009
80,Prey,SSP5-8.5,2.32283399876543,2.33642874666667,-0.0135947479012399
80,Predator,SSP1-2.6,2.99845016234568,3.0048173,-0.00636713765431995
80,Predator,SSP5-8.5,2.99379897469136,3.0048173,-0.01101832530864
80,Invertebrate,SSP1-2.6,2.27896888148148,2.27524804888889,0.00372083259258993
80,Invertebrate,SSP5-8.5,2.28295674238683,2.27524804888889,0.00770869349794312
80,Mid-trophic species,SSP1-2.6,2.70937684547325,2.70724029222222,0.00213655325102824
80,Mid-trophic species,SSP5-8.5,2.70709356831276,2.70724029222222,-0.00014672390946302
81,Prey,SSP1-2.6,2.3267309691358,2.33195711333333,-0.00522614419752987
81,Prey,SSP5-8.5,2.32640463209877,2.33195711333333,-0.00555248123455998
81,Predator,SSP1-2.6,2.99399149598766,3.00014685333333,-0.00615535734567985
81,Predator,SSP5-8.5,2.99612979506173,3.00014685333333,-0.00401705827160681
81,Invertebrate,SSP1-2.6,2.28274641316872,2.27697527555556,0.00577113761316683
81,Invertebrate,SSP5-8.5,2.28350422510288,2.27697527555556,0.0065289495473233
81,Mid-trophic species,SSP1-2.6,2.70628193683128,2.704864085,0.00141785183127841
81,Mid-trophic species,SSP5-8.5,2.70719325864197,2.704864085,0.00232917364197505
82,Prey,SSP1-2.6,2.32172262469136,2.33180191333333,-0.0100792886419701
82,Prey,SSP5-8.5,2.32643940617284,2.33180191333333,-0.00536250716048992
82,Predator,SSP1-2.6,2.99444630648148,3.00293903,-0.00849272351851793
82,Predator,SSP5-8.5,2.99507378919753,3.00293903,-0.00786524080246753
82,Invertebrate,SSP1-2.6,2.28187822674897,2.28443359444444,-0.00255536769547016
82,Invertebrate,SSP5-8.5,2.28600657201646,2.28443359444444,0.00157297757201658
82,Mid-trophic species,SSP1-2.6,2.70552144917696,2.71254087611111,-0.0070194269341548
82,Mid-trophic species,SSP5-8.5,2.71154573106996,2.71254087611111,-0.000995145041153389
83,Prey,SSP1-2.6,2.32581264691358,2.34060004333333,-0.01478739641975
